cntry,essround,dweight,pweight,anweight,sclmeet,wkhtot
CZ,10,1.5479027,0.36276397,0.5134478,5,666
CZ,10,1.0319351,0.36276397,0.43268335,4,38
CZ,10,0.51596755,0.36276397,0.21172194,4,42
CZ,10,1.5479027,0.36276397,0.5565112,4,40
CZ,10,1.0319351,0.36276397,0.4156702,6,888
CZ,10,1.5479027,0.36276397,0.59017235,4,666
CZ,10,1.0319351,0.36276397,0.40533748,5,666
CZ,10,0.51596755,0.36276397,0.17083111,7,42
CZ,10,0.51596755,0.36276397,0.19593333,6,888
CZ,10,1.0319351,0.36276397,0.34375745,3,45
CZ,10,1.0319351,0.36276397,0.4156702,3,888
CZ,10,1.0319351,0.36276397,0.30565286,4,40
CZ,10,0.51596755,0.36276397,0.14840017,6,40
CZ,10,1.0319351,0.36276397,0.4457423,3,45
CZ,10,1.0319351,0.36276397,0.4447244,6,888
CZ,10,0.51596755,0.36276397,0.17428082,7,43
CZ,10,0.51596755,0.36276397,0.14646095,6,40
CZ,10,1.0319351,0.36276397,0.4156702,2,40
CZ,10,0.51596755,0.36276397,0.18091223,4,40
CZ,10,0.51596755,0.36276397,0.18018498,6,20
CZ,10,0.51596755,0.36276397,0.2292954,4,42
CZ,10,0.51596755,0.36276397,0.2268865,2,40
CZ,10,1.5479027,0.36276397,0.50051177,6,46
CZ,10,1.0319351,0.36276397,0.38125905,4,42
CZ,10,0.51596755,0.36276397,0.2166908,2,42
CZ,10,1.0319351,0.36276397,0.40533748,6,45
CZ,10,0.51596755,0.36276397,0.19062953,5,40
CZ,10,1.0319351,0.36276397,0.3499684,3,888
CZ,10,1.0319351,0.36276397,0.23108311,6,35
CZ,10,0.51596755,0.36276397,0.18018498,6,888
CZ,10,1.0319351,0.36276397,0.49820697,4,42
CZ,10,1.0319351,0.36276397,0.35548034,5,40
CZ,10,1.0319351,0.36276397,0.4585908,3,40
CZ,10,1.0319351,0.36276397,0.40205014,4,60
CZ,10,0.51596755,0.36276397,0.1967241,4,888
CZ,10,1.0319351,0.36276397,0.45200005,5,40
CZ,10,1.0319351,0.36276397,0.3499684,4,888
CZ,10,1.5479027,0.36276397,0.47386926,4,60
CZ,10,1.0319351,0.36276397,0.40370804,1,666
CZ,10,2.0638702,0.36276397,0.81067497,4,666
CZ,10,1.0319351,0.36276397,0.24214987,5,42
CZ,10,0.51596755,0.36276397,0.23282938,1,666
CZ,10,1.5479027,0.36276397,0.48522314,6,666
CZ,10,1.0319351,0.36276397,0.34375745,7,32
CZ,10,0.51596755,0.36276397,0.1528468,6,40
CZ,10,1.0319351,0.36276397,0.4156702,6,40
CZ,10,3.9994254,0.36276397,1.0212084,6,12
CZ,10,1.5479027,0.36276397,0.44520053,4,40
CZ,10,1.0319351,0.36276397,0.45200005,4,45
CZ,10,0.51596755,0.36276397,0.20185402,1,40
CZ,10,1.0319351,0.36276397,0.23108311,2,40
CZ,10,1.0319351,0.36276397,0.4447244,6,80
CZ,10,0.51596755,0.36276397,0.2166908,5,888
CZ,10,0.51596755,0.36276397,0.15795636,2,46
CZ,10,1.0319351,0.36276397,0.39186665,4,42
CZ,10,0.51596755,0.36276397,0.15425448,88,888
CZ,10,1.0319351,0.36276397,0.43015224,4,47
CZ,10,1.0319351,0.36276397,1.4510559,3,888
CZ,10,1.0319351,0.36276397,0.35405135,88,42
CZ,10,1.0319351,0.36276397,0.43268335,4,48
CZ,10,1.0319351,0.36276397,0.33367446,4,42
CZ,10,1.0319351,0.36276397,0.40838203,5,42
CZ,10,1.0319351,0.36276397,0.30284518,5,40
CZ,10,2.0638702,0.36276397,0.58964425,6,888
CZ,10,0.51596755,0.36276397,0.15795636,3,48
CZ,10,1.5479027,0.36276397,0.52797997,4,42
CZ,10,1.5479027,0.36276397,0.5427365,7,70
CZ,10,1.0319351,0.36276397,0.40370804,4,40
CZ,10,1.0319351,0.36276397,0.37100762,4,888
CZ,10,1.0319351,0.36276397,0.3853071,3,888
CZ,10,1.0319351,0.36276397,0.34166223,3,32
CZ,10,1.0319351,0.36276397,0.29753527,88,60
CZ,10,1.0319351,0.36276397,0.26349297,6,40
CZ,10,0.51596755,0.36276397,0.24910349,6,55
CZ,10,2.0638702,0.36276397,0.64317936,4,666
CZ,10,1.0319351,0.36276397,0.30685505,6,45
CZ,10,1.0319351,0.36276397,0.30565286,4,666
CZ,10,0.51596755,0.36276397,0.21846342,3,888
CZ,10,1.5479027,0.36276397,0.5423156,6,666
CZ,10,0.51596755,0.36276397,0.17428082,6,40
CZ,10,0.51596755,0.36276397,0.17083111,6,40
CZ,10,1.0319351,0.36276397,0.30284518,5,40
CZ,10,0.51596755,0.36276397,0.15629692,4,44
CZ,10,1.5479027,0.36276397,0.52804166,5,45
CZ,10,1.0319351,0.36276397,0.36036995,6,50
CZ,10,1.0319351,0.36276397,0.37100762,5,48
CZ,10,1.0319351,0.36276397,0.43268335,4,38
CZ,10,1.0319351,0.36276397,0.46565875,2,40
CZ,10,0.51596755,0.36276397,0.1749842,7,888
CZ,10,1.0319351,0.36276397,0.45785207,77,42
CZ,10,1.0319351,0.36276397,0.36182445,4,888
CZ,10,1.5479027,0.36276397,0.44196835,4,38
CZ,10,1.0319351,0.36276397,0.49018013,4,40
CZ,10,0.51596755,0.36276397,0.15142259,3,45
CZ,10,0.51596755,0.36276397,0.2078351,4,888
CZ,10,0.51596755,0.36276397,0.15425448,4,48
CZ,10,1.0319351,0.36276397,0.43692684,6,60
CZ,10,1.5479027,0.36276397,0.46767703,88,888
CZ,10,1.0319351,0.36276397,0.40205014,6,888
CZ,10,0.51596755,0.36276397,0.17187873,6,35
CZ,10,0.51596755,0.36276397,0.28590074,6,40
CZ,10,0.51596755,0.36276397,0.18355487,6,42
CZ,10,1.0319351,0.36276397,0.48437434,4,35
CZ,10,1.0319351,0.36276397,0.29563755,4,666
CZ,10,0.51596755,0.36276397,0.12788218,6,888
CZ,10,1.0319351,0.36276397,0.2929219,2,50
CZ,10,1.0319351,0.36276397,0.40370804,2,45
CZ,10,1.0319351,0.36276397,0.4156702,4,45
CZ,10,1.0319351,0.36276397,0.35548034,3,40
CZ,10,0.51596755,0.36276397,0.17530641,5,20
CZ,10,1.0319351,0.36276397,0.30284518,4,42
CZ,10,1.0319351,0.36276397,0.3853071,5,60
CZ,10,1.0319351,0.36276397,0.40441573,3,50
CZ,10,0.51596755,0.36276397,0.20185402,3,888
CZ,10,0.51596755,0.36276397,0.18550381,4,38
CZ,10,1.5479027,0.36276397,0.46705392,4,50
CZ,10,1.0319351,0.36276397,0.37100762,3,48
CZ,10,1.0319351,0.36276397,0.36036995,2,50
CZ,10,1.0319351,0.36276397,0.4376322,1,30
CZ,10,0.51596755,0.36276397,0.14840017,6,40
CZ,10,0.51596755,0.36276397,0.21396996,3,45
CZ,10,0.51596755,0.36276397,0.18355487,7,168
CZ,10,0.51596755,0.36276397,0.21172194,5,142
CZ,10,1.0319351,0.36276397,0.45785207,4,40
CZ,10,1.0319351,0.36276397,0.35405135,3,40
CZ,10,1.0319351,0.36276397,0.29680035,3,888
CZ,10,1.0319351,0.36276397,0.40533748,6,40
CZ,10,1.5479027,0.36276397,0.63516617,5,50
CZ,10,1.0319351,0.36276397,0.35061282,3,45
CZ,10,1.0319351,0.36276397,0.4447244,6,888
CZ,10,1.0319351,0.36276397,0.34166223,6,40
CZ,10,0.51596755,0.36276397,0.17428082,5,25
CZ,10,1.0319351,0.36276397,0.36412615,4,38
CZ,10,1.5479027,0.36276397,0.6795627,4,42
CZ,10,1.5479027,0.36276397,0.46276373,2,40
CZ,10,1.5479027,0.36276397,0.46276373,5,40
CZ,10,2.0638702,0.36276397,0.62356937,88,42
CZ,10,1.5479027,0.36276397,0.5718883,5,168
CZ,10,1.0319351,0.36276397,0.46565875,6,30
CZ,10,1.0319351,0.36276397,0.43015224,4,45
CZ,10,0.51596755,0.36276397,0.1602949,3,666
CZ,10,1.5479027,0.36276397,0.72539073,4,50
CZ,10,0.51596755,0.36276397,0.15710033,6,40
CZ,10,0.51596755,0.36276397,0.24910349,4,888
CZ,10,0.51596755,0.36276397,0.17774017,6,888
CZ,10,1.0319351,0.36276397,0.43692684,7,42
CZ,10,1.5479027,0.36276397,0.55870336,6,666
CZ,10,1.0319351,0.36276397,0.30850896,6,168
CZ,10,1.0319351,0.36276397,0.31420067,4,888
CZ,10,0.51596755,0.36276397,0.12788218,4,40
CZ,10,1.0319351,0.36276397,0.36199617,4,888
CZ,10,0.51596755,0.36276397,0.20102507,2,888
CZ,10,1.5479027,0.36276397,0.6289021,4,40
CZ,10,1.0319351,0.36276397,0.33367446,6,44
CZ,10,1.0319351,0.36276397,0.4447244,4,888
CZ,10,0.51596755,0.36276397,0.20185402,2,40
CZ,10,0.51596755,0.36276397,0.2265209,4,60
CZ,10,1.0319351,0.36276397,0.40838203,3,888
CZ,10,0.51596755,0.36276397,0.21172194,2,42
CZ,10,1.0319351,0.36276397,0.25576437,4,666
CZ,10,0.51596755,0.36276397,0.16465707,5,40
CZ,10,2.0638702,0.36276397,0.6971233,2,45
CZ,10,1.0319351,0.36276397,0.26349297,4,40
CZ,10,2.5798378,0.36276397,0.5777075,7,666
CZ,10,2.0638702,0.36276397,0.74201524,2,40
CZ,10,1.0319351,0.36276397,0.30284518,3,888
CZ,10,0.51596755,0.36276397,0.18550381,5,40
CZ,10,0.51596755,0.36276397,0.21846342,6,888
CZ,10,0.51596755,0.36276397,0.15795636,7,42
CZ,10,0.51596755,0.36276397,0.21507612,6,45
CZ,10,0.51596755,0.36276397,0.1760139,5,50
CZ,10,1.0319351,0.36276397,0.34241086,3,666
CZ,10,2.0638702,0.36276397,0.7040556,5,666
CZ,10,0.51596755,0.36276397,0.17702568,7,888
CZ,10,0.51596755,0.36276397,0.17428082,1,40
CZ,10,1.0319351,0.36276397,0.36199617,4,888
CZ,10,1.0319351,0.36276397,0.40370804,2,40
CZ,10,0.51596755,0.36276397,0.18429574,4,55
CZ,10,1.0319351,0.36276397,0.32347545,2,888
CZ,10,0.51596755,0.36276397,0.23282938,6,47
CZ,10,0.51596755,0.36276397,0.8974264,4,50
CZ,10,1.0319351,0.36276397,0.36412615,6,168
CZ,10,1.0319351,0.36276397,0.29680035,4,160
CZ,10,1.0319351,0.36276397,0.33926538,2,40
CZ,10,1.5479027,0.36276397,0.44196835,5,888
CZ,10,1.0319351,0.36276397,0.23960589,2,30
CZ,10,0.51596755,0.36276397,0.18355487,6,40
CZ,10,1.0319351,0.36276397,0.2929219,4,888
CZ,10,2.0638702,0.36276397,0.81394005,4,40
CZ,10,0.51596755,0.36276397,0.22600003,4,888
CZ,10,1.0319351,0.36276397,0.36036995,6,60
CZ,10,0.51596755,0.36276397,0.21396996,5,42
CZ,10,0.51596755,0.36276397,0.20102507,6,888
CZ,10,0.51596755,0.36276397,0.21161084,6,666
CZ,10,1.0319351,0.36276397,0.4585908,5,50
CZ,10,0.51596755,0.36276397,0.18018498,3,888
CZ,10,0.51596755,0.36276397,0.16963269,5,40
CZ,10,0.51596755,0.36276397,0.18355487,6,40
CZ,10,1.0319351,0.36276397,0.43692684,4,50
CZ,10,1.0319351,0.36276397,0.37250486,5,50
CZ,10,1.0319351,0.36276397,0.3113692,6,40
CZ,10,2.0638702,0.36276397,0.5912751,7,40
CZ,10,0.51596755,0.36276397,0.18550381,4,2
CZ,10,0.51596755,0.36276397,0.21507612,4,40
CZ,10,1.0319351,0.36276397,0.30284518,5,36
CZ,10,0.51596755,0.36276397,0.21172194,4,888
CZ,10,1.0319351,0.36276397,0.45785207,3,48
CZ,10,1.0319351,0.36276397,0.33926538,6,50
CZ,10,1.5479027,0.36276397,0.48238456,6,666
CZ,10,1.5479027,0.36276397,0.74731064,6,40
CZ,10,0.51596755,0.36276397,0.15425448,6,40
CZ,10,0.51596755,0.36276397,0.17428082,5,888
CZ,10,1.0319351,0.36276397,0.42793992,5,45
CZ,10,2.0638702,0.36276397,0.81394005,4,50
CZ,10,1.0319351,0.36276397,0.40441573,4,40
CZ,10,0.51596755,0.36276397,0.14646095,4,50
CZ,10,1.0319351,0.36276397,0.4156702,2,40
CZ,10,0.51596755,0.36276397,0.15282643,6,888
EE,10,0.99883705,0.072088,0.104279205,6,50
EE,10,0.9993511,0.072088,0.056162987,2,40
EE,10,0.9990817,0.072088,0.104304746,6,666
EE,10,0.9993511,0.072088,0.060757034,6,40
EE,10,1.0001954,0.072088,0.087674685,2,40
EE,10,1.0001954,0.072088,0.07094443,5,40
EE,10,1.0001954,0.072088,0.05450324,3,40
EE,10,1.0009022,0.072088,0.08773664,4,40
EE,10,0.9993511,0.072088,0.056162987,5,45
EE,10,0.99883705,0.072088,0.085360244,4,40
EE,10,1.0001954,0.072088,0.087674685,2,40
EE,10,0.9975014,0.072088,0.077826224,3,888
EE,10,1.0009022,0.072088,0.05265123,5,40
EE,10,0.99947894,0.072088,0.07798052,2,24
EE,10,1.0001954,0.072088,0.060741954,4,40
EE,10,0.9993511,0.072088,0.085404165,7,34
EE,10,0.9993511,0.072088,0.067692816,4,50
EE,10,1.0010029,0.072088,0.09750617,6,20
EE,10,0.9993511,0.072088,0.085404165,3,45
EE,10,1.0009022,0.072088,0.05454175,5,40
EE,10,1.0001954,0.072088,0.09593997,4,40
EE,10,1.0009022,0.072088,0.05454175,3,35
EE,10,0.9990817,0.072088,0.08538114,2,40
EE,10,0.9990817,0.072088,0.08538114,4,5
EE,10,0.9993511,0.072088,0.085404165,2,40
EE,10,0.9993511,0.072088,0.056341108,6,40
EE,10,1.0009022,0.072088,0.05228747,7,40
EE,10,1.0001954,0.072088,0.060741954,5,40
EE,10,0.9993511,0.072088,0.067692816,4,44
EE,10,1.0009022,0.072088,0.06078488,6,40
EE,10,0.99947894,0.072088,0.05617017,4,50
EE,10,0.9993511,0.072088,0.085404165,5,40
EE,10,0.99947894,0.072088,0.05617017,3,38
EE,10,1.0001954,0.072088,0.05450324,6,40
EE,10,1.0009022,0.072088,0.05454175,4,18
EE,10,0.9993511,0.072088,0.067692816,2,20
EE,10,1.0010029,0.072088,0.054547243,3,40
EE,10,1.0001954,0.072088,0.05450324,6,40
EE,10,1.0001954,0.072088,0.060741954,5,35
EE,10,0.9990817,0.072088,0.09256778,5,40
EE,10,1.0009022,0.072088,0.088844106,5,45
EE,10,0.99947894,0.072088,0.05617017,4,40
EE,10,0.9975014,0.072088,0.056059033,4,40
EE,10,1.0009022,0.072088,0.05454175,3,20
EE,10,1.0001954,0.072088,0.05450324,2,8
EE,10,1.0009022,0.072088,0.088844106,5,32
EE,10,1.0010029,0.072088,0.08774546,2,40
EE,10,0.9993511,0.072088,0.056341108,6,40
EE,10,0.9990817,0.072088,0.06767456,4,40
EE,10,0.9993511,0.072088,0.056341108,5,40
EE,10,0.9990817,0.072088,0.09256778,3,40
EE,10,0.9993511,0.072088,0.085404165,5,40
EE,10,0.99947894,0.072088,0.05617017,2,40
EE,10,0.9993511,0.072088,0.085404165,2,40
EE,10,0.9990817,0.072088,0.104304746,6,20
EE,10,0.9990817,0.072088,0.08538114,2,40
EE,10,1.0001954,0.072088,0.087674685,4,40
EE,10,1.0001954,0.072088,0.09593997,5,40
EE,10,0.99883705,0.072088,0.056134094,5,80
EE,10,1.0001954,0.072088,0.087674685,4,40
EE,10,1.0001954,0.072088,0.09742752,6,666
EE,10,0.9975014,0.072088,0.056059033,4,40
EE,10,1.0001954,0.072088,0.060741954,5,50
EE,10,0.9990817,0.072088,0.06074065,4,50
EE,10,1.0009022,0.072088,0.05454175,5,40
EE,10,1.0001954,0.072088,0.09593997,5,43
EE,10,0.9993511,0.072088,0.060757034,3,50
EE,10,1.0001954,0.072088,0.09593997,5,50
EE,10,0.9990817,0.072088,0.09256778,2,40
EE,10,0.9990817,0.072088,0.06767456,2,40
EE,10,1.0001954,0.072088,0.05450324,4,40
EE,10,1.0009022,0.072088,0.07099456,5,40
EE,10,1.0001954,0.072088,0.052614048,5,40
EE,10,0.9993511,0.072088,0.085404165,5,40
EE,10,1.0010029,0.072088,0.060790997,6,30
EE,10,0.9990817,0.072088,0.056325916,6,55
EE,10,0.9993511,0.072088,0.067692816,3,40
EE,10,1.0001954,0.072088,0.08878137,5,41
EE,10,1.0001954,0.072088,0.060741954,4,40
EE,10,0.99947894,0.072088,0.085415095,4,40
EE,10,1.0009022,0.072088,0.08773664,4,40
EE,10,1.0001954,0.072088,0.09593997,5,50
EE,10,0.9975014,0.072088,0.08524609,2,60
EE,10,0.99883705,0.072088,0.067658,4,40
EE,10,0.9993511,0.072088,0.060757034,3,40
EE,10,0.9993511,0.072088,0.060757034,4,50
EE,10,0.9993511,0.072088,0.056341108,6,40
EE,10,0.99883705,0.072088,0.104279205,5,40
EE,10,1.0010029,0.072088,0.096017435,6,20
EE,10,1.0001954,0.072088,0.060741954,3,40
EE,10,1.0010029,0.072088,0.08774546,6,35
EE,10,1.0009022,0.072088,0.07099456,3,50
EE,10,0.9990817,0.072088,0.11742478,7,60
EE,10,0.9990817,0.072088,0.077949524,6,40
EE,10,1.0007516,0.072088,0.095993325,5,40
EE,10,1.0001954,0.072088,0.052614048,5,20
EE,10,0.9990817,0.072088,0.056147844,5,40
EE,10,0.9993511,0.072088,0.085404165,6,80
EE,10,0.99883705,0.072088,0.056312125,4,40
EE,10,0.9975014,0.072088,0.077826224,4,50
EE,10,1.0001954,0.072088,0.07094443,5,45
EE,10,1.0001954,0.072088,0.052614048,5,40
EE,10,1.0001954,0.072088,0.087674685,5,40
EE,10,1.0026032,0.072088,0.09766205,3,40
EE,10,1.0001954,0.072088,0.05450324,4,40
EE,10,0.9993511,0.072088,0.07797054,1,40
EE,10,0.9990817,0.072088,0.056325916,3,40
EE,10,1.0001954,0.072088,0.060741954,3,35
EE,10,0.9990817,0.072088,0.08538114,3,40
EE,10,1.0001954,0.072088,0.09593997,7,40
EE,10,0.99883705,0.072088,0.067658,4,40
EE,10,0.99947894,0.072088,0.05617017,2,40
EE,10,0.9993511,0.072088,0.117456436,3,43
EE,10,1.0001954,0.072088,0.060741954,3,45
EE,10,1.0001954,0.072088,0.05450324,2,12
EE,10,1.0007516,0.072088,0.05453355,6,40
EE,10,0.9990817,0.072088,0.09256778,6,50
EE,10,0.9993511,0.072088,0.085404165,5,40
EE,10,1.0009022,0.072088,0.05454175,5,45
EE,10,1.0001954,0.072088,0.09593997,5,5
EE,10,1.0009022,0.072088,0.096007764,6,40
EE,10,1.0001954,0.072088,0.060741954,5,40
EE,10,0.9990817,0.072088,0.104304746,2,40
EE,10,0.9993511,0.072088,0.056341108,2,45
EE,10,1.0001954,0.072088,0.060741954,3,20
EE,10,1.0007516,0.072088,0.05453355,3,16
EE,10,1.0001954,0.072088,0.05450324,3,40
EE,10,1.0010029,0.072088,0.08774546,4,55
EE,10,0.9990817,0.072088,0.06767456,4,40
EE,10,1.0001954,0.072088,0.05450324,6,40
EE,10,1.0001954,0.072088,0.08878137,4,12
EE,10,1.0001954,0.072088,0.05450324,5,40
EE,10,0.9993511,0.072088,0.067692816,4,40
EE,10,1.0009022,0.072088,0.05228747,3,40
EE,10,1.0001954,0.072088,0.060741954,3,40
EE,10,0.9990817,0.072088,0.077949524,7,40
EE,10,1.0009022,0.072088,0.06078488,6,45
EE,10,1.0009022,0.072088,0.05454175,4,40
EE,10,0.9990817,0.072088,0.06074065,4,40
EE,10,1.0001954,0.072088,0.05450324,4,40
EE,10,0.9990817,0.072088,0.06074065,2,40
EE,10,1.0009022,0.072088,0.088844106,5,20
EE,10,1.0001954,0.072088,0.09742752,4,666
EE,10,1.0026032,0.072088,0.054634444,3,40
EE,10,0.9993511,0.072088,0.056162987,7,40
EE,10,0.9990817,0.072088,0.056147844,2,40
EE,10,0.9990817,0.072088,0.06767456,5,30
EE,10,1.0001954,0.072088,0.07094443,2,40
EE,10,1.0009022,0.072088,0.07099456,2,40
EE,10,0.9993511,0.072088,0.056162987,2,40
EE,10,1.0001954,0.072088,0.07094443,5,40
EE,10,1.0009022,0.072088,0.06078488,6,56
EE,10,0.99883705,0.072088,0.077930436,4,40
EE,10,0.99947894,0.072088,0.067701474,4,50
EE,10,0.9975014,0.072088,0.056059033,4,40
EE,10,0.99947894,0.072088,0.11747147,7,36
EE,10,1.0001954,0.072088,0.08878137,6,30
EE,10,1.0001954,0.072088,0.05450324,4,40
EE,10,0.9993511,0.072088,0.085404165,2,40
EE,10,1.0001954,0.072088,0.052614048,3,40
EE,10,1.0010029,0.072088,0.054547243,3,40
EE,10,1.0026032,0.072088,0.054634444,2,80
EE,10,1.0007516,0.072088,0.07098389,1,40
EE,10,1.0001954,0.072088,0.09593997,5,20
EE,10,1.0009022,0.072088,0.08773664,5,40
EE,10,1.0009022,0.072088,0.07099456,4,40
EE,10,1.0009022,0.072088,0.06078488,3,40
EE,10,1.0009022,0.072088,0.08773664,4,50
EE,10,0.9993511,0.072088,0.060757034,3,42
EE,10,1.0001954,0.072088,0.05450324,3,40
EE,10,1.0009022,0.072088,0.06078488,6,45
EE,10,1.0001954,0.072088,0.087674685,2,35
EE,10,1.0009022,0.072088,0.05454175,5,40
EE,10,0.9993511,0.072088,0.085404165,5,40
EE,10,0.9993511,0.072088,0.060757034,6,40
EE,10,1.0007516,0.072088,0.06077574,6,20
EE,10,1.0001954,0.072088,0.05450324,2,888
EE,10,1.0001954,0.072088,0.060741954,5,60
EE,10,0.9993511,0.072088,0.067692816,5,40
EE,10,1.0010029,0.072088,0.052656524,5,40
EE,10,0.99883705,0.072088,0.056134094,4,40
EE,10,0.9993511,0.072088,0.056341108,6,40
EE,10,0.9993511,0.072088,0.056341108,6,40
EE,10,1.0009022,0.072088,0.088844106,7,40
EE,10,0.9990817,0.072088,0.104304746,4,40
EE,10,1.0009022,0.072088,0.08773664,5,40
EE,10,1.0001954,0.072088,0.087674685,6,40
EE,10,1.0009022,0.072088,0.05265123,4,666
EE,10,0.99947894,0.072088,0.060764797,5,40
EE,10,1.0009022,0.072088,0.05454175,6,50
EE,10,1.0001954,0.072088,0.087674685,3,50
EE,10,0.9993511,0.072088,0.056341108,2,40
EE,10,0.9993511,0.072088,0.056341108,5,40
EE,10,1.0001954,0.072088,0.060741954,6,40
EE,10,1.0009022,0.072088,0.05454175,4,40
EE,10,1.0026032,0.072088,0.054634444,2,40
EE,10,1.0001954,0.072088,0.060741954,3,40
EE,10,1.0001954,0.072088,0.05450324,4,40
EE,10,0.9993511,0.072088,0.085404165,5,40
EE,10,1.0001954,0.072088,0.09742752,5,40
EE,10,1.0001954,0.072088,0.05450324,2,20
EE,10,1.0009022,0.072088,0.088844106,4,40
EE,10,0.9993511,0.072088,0.060757034,3,50
EE,10,1.0009022,0.072088,0.05454175,1,40
EE,10,1.0026032,0.072088,0.054634444,3,40
EE,10,0.9993511,0.072088,0.10433287,7,40
EE,10,0.9993511,0.072088,0.09259273,4,48
EE,10,1.0001954,0.072088,0.087674685,3,40
EE,10,0.99883705,0.072088,0.104279205,3,40
EE,10,0.9975014,0.072088,0.08524609,3,40
EE,10,0.9993511,0.072088,0.056341108,5,40
EE,10,0.99883705,0.072088,0.06072578,4,40
EE,10,0.9993511,0.072088,0.056162987,2,35
EE,10,1.0001954,0.072088,0.08878137,7,40
EE,10,0.99947894,0.072088,0.104346216,7,48
EE,10,0.99883705,0.072088,0.104279205,7,60
EE,10,1.0010029,0.072088,0.060790997,7,40
EE,10,1.0001954,0.072088,0.07094443,4,40
EE,10,1.0001954,0.072088,0.060741954,3,55
EE,10,1.0001954,0.072088,0.060741954,6,30
EE,10,1.0009022,0.072088,0.088844106,5,40
EE,10,0.9990817,0.072088,0.06074065,3,40
EE,10,0.9993511,0.072088,0.067692816,5,30
EE,10,1.0001954,0.072088,0.087674685,4,45
EE,10,1.0026032,0.072088,0.060888175,5,50
EE,10,1.0001954,0.072088,0.087674685,5,40
EE,10,0.99883705,0.072088,0.056134094,5,40
EE,10,0.9975014,0.072088,0.056059033,6,40
EE,10,0.9993511,0.072088,0.117456436,2,20
EE,10,0.9975014,0.072088,0.056059033,5,40
EE,10,1.0009022,0.072088,0.05454175,2,40
EE,10,0.9990817,0.072088,0.06074065,2,16
EE,10,1.0009022,0.072088,0.05454175,2,40
EE,10,1.0010029,0.072088,0.07100171,2,40
EE,10,0.9993511,0.072088,0.10433287,4,40
EE,10,1.0001954,0.072088,0.060741954,4,40
EE,10,1.0001954,0.072088,0.08878137,5,30
EE,10,1.0001954,0.072088,0.05450324,5,40
EE,10,1.0010029,0.072088,0.096017435,4,40
EE,10,1.0007516,0.072088,0.07098389,4,45
EE,10,1.0009022,0.072088,0.05454175,3,20
EE,10,1.0007516,0.072088,0.05453355,6,56
EE,10,1.0026032,0.072088,0.07111522,6,40
EE,10,0.9990817,0.072088,0.056147844,3,40
EE,10,1.0009022,0.072088,0.08773664,4,40
EE,10,1.0001954,0.072088,0.060741954,5,40
EE,10,0.9990817,0.072088,0.056147844,4,45
EE,10,0.9990817,0.072088,0.056325916,4,10
EE,10,1.0010029,0.072088,0.096017435,4,84
EE,10,1.0009022,0.072088,0.06078488,4,40
EE,10,1.0001954,0.072088,0.060741954,5,50
EE,10,1.0001954,0.072088,0.060741954,6,40
EE,10,0.99883705,0.072088,0.06072578,6,40
EE,10,0.9993511,0.072088,0.056162987,4,10
EE,10,0.9993511,0.072088,0.085404165,4,45
EE,10,1.0001954,0.072088,0.05450324,4,168
EE,10,1.0001954,0.072088,0.060741954,5,60
EE,10,0.9993511,0.072088,0.056162987,5,40
EE,10,0.9975014,0.072088,0.10413975,6,40
EE,10,0.9993511,0.072088,0.067692816,5,40
EE,10,0.9993511,0.072088,0.10433287,5,60
EE,10,1.0001954,0.072088,0.08878137,6,45
EE,10,0.9975014,0.072088,0.08524609,4,40
EE,10,1.0010029,0.072088,0.052656524,5,40
EE,10,1.0009022,0.072088,0.08773664,5,40
EE,10,0.9975014,0.072088,0.056059033,2,40
EE,10,1.0026032,0.072088,0.054634444,2,40
EE,10,0.9993511,0.072088,0.117456436,7,666
EE,10,0.99947894,0.072088,0.092604585,5,40
EE,10,1.0009022,0.072088,0.07099456,4,20
EE,10,0.99947894,0.072088,0.085415095,2,80
EE,10,0.9993511,0.072088,0.056162987,2,45
EE,10,1.0010029,0.072088,0.054547243,5,40
EE,10,1.0001954,0.072088,0.060741954,4,40
EE,10,1.0009022,0.072088,0.05454175,4,40
EE,10,1.0009022,0.072088,0.06078488,3,40
EE,10,1.0007516,0.072088,0.087723434,4,20
EE,10,1.0026032,0.072088,0.052376326,4,48
EE,10,0.9993511,0.072088,0.067692816,5,40
EE,10,0.9975014,0.072088,0.056059033,2,40
EE,10,0.9993511,0.072088,0.056162987,3,40
EE,10,1.0007516,0.072088,0.095993325,2,45
EE,10,1.0001954,0.072088,0.087674685,4,74
EE,10,1.0009022,0.072088,0.07099456,2,40
EE,10,1.0009022,0.072088,0.06078488,6,40
EE,10,0.9993511,0.072088,0.10433287,4,40
EE,10,0.9990817,0.072088,0.104304746,7,40
EE,10,0.99883705,0.072088,0.085360244,5,40
EE,10,0.9990817,0.072088,0.104304746,4,41
EE,10,0.99883705,0.072088,0.056134094,4,50
EE,10,0.9975014,0.072088,0.06064458,2,40
EE,10,1.0009022,0.072088,0.07099456,2,40
EE,10,0.99947894,0.072088,0.085415095,7,40
EE,10,0.9993511,0.072088,0.056162987,3,47
EE,10,1.0001954,0.072088,0.05450324,5,40
EE,10,0.9975014,0.072088,0.056059033,6,36
EE,10,0.99947894,0.072088,0.07798052,4,40
EE,10,0.9993511,0.072088,0.085404165,5,50
EE,10,0.9993511,0.072088,0.060757034,5,35
EE,10,1.0010029,0.072088,0.054547243,5,40
EE,10,0.9993511,0.072088,0.056341108,4,48
EE,10,0.9993511,0.072088,0.056162987,2,50
