cntry,essround,dweight,pweight,anweight,sclmeet,wkhtot
HR,10,0.94678354,0.2174289,0.18180832,4,40
HR,10,1.2311872,0.2174289,0.21599148,4,45
HR,10,0.8744032,0.2174289,0.15415072,7,777
HR,10,1.1164107,0.2174289,0.20563324,4,40
HR,10,1.1595094,0.2174289,0.34025002,7,40
HR,10,1.2130008,0.2174289,0.21160696,4,70
HR,10,0.9634782,0.2174289,0.27118897,5,48
HR,10,0.9804911,0.2174289,0.24744722,7,40
HR,10,0.94678354,0.2174289,0.17249331,3,45
HR,10,0.8974761,0.2174289,0.18823123,6,40
HR,10,0.9287796,0.2174289,0.34437597,7,666
HR,10,0.94678354,0.2174289,0.24910556,3,56
HR,10,0.8744032,0.2174289,0.15339963,6,20
HR,10,1.1493009,0.2174289,0.21020357,4,8
HR,10,1.2268643,0.2174289,0.23559147,4,40
HR,10,0.9253292,0.2174289,0.1700685,6,40
HR,10,1.0114636,0.2174289,0.17831346,4,40
HR,10,1.2268643,0.2174289,0.32279676,7,48
HR,10,1.065008,0.2174289,0.22528197,4,40
HR,10,0.994666,0.2174289,0.19100308,5,45
HR,10,0.8974761,0.2174289,0.19970545,2,56
HR,10,0.84795046,0.2174289,0.15618517,6,40
HR,10,0.9287796,0.2174289,0.17835107,4,8
HR,10,0.9287796,0.2174289,0.17835107,4,20
HR,10,0.8974761,0.2174289,0.19970545,7,40
HR,10,1.0669754,0.2174289,0.19610201,5,40
HR,10,1.0854259,0.2174289,0.20696989,7,50
HR,10,0.8974761,0.2174289,0.31919,7,666
HR,10,0.9253292,0.2174289,0.23267078,3,42
HR,10,0.9287796,0.2174289,0.27254394,6,0
HR,10,0.8744032,0.2174289,0.21986559,4,666
HR,10,0.8744032,0.2174289,0.24146841,4,40
HR,10,0.94678354,0.2174289,0.17401165,6,40
HR,10,1.0854259,0.2174289,0.19135247,6,40
HR,10,0.8974761,0.2174289,0.15821832,4,40
HR,10,0.994666,0.2174289,0.18281208,5,40
HR,10,1.0854259,0.2174289,0.22765069,4,666
HR,10,1.1416445,0.2174289,0.21028107,7,48
HR,10,1.0424325,0.2174289,0.22988749,7,40
HR,10,1.0435029,0.2174289,0.22816879,7,48
HR,10,0.9287796,0.2174289,0.24347368,4,5
HR,10,0.9136992,0.2174289,0.15288974,6,80
HR,10,1.0854259,0.2174289,0.18162487,6,50
HR,10,0.994666,0.2174289,0.17351861,4,40
HR,10,1.1416445,0.2174289,0.2176897,4,40
HR,10,0.8974761,0.2174289,0.25261137,5,50
HR,10,1.1416445,0.2174289,0.21028107,4,40
HR,10,1.0825924,0.2174289,0.189923,4,40
HR,10,0.9253292,0.2174289,0.16312863,5,40
HR,10,0.84795046,0.2174289,0.1852425,5,40
HR,10,1.0669754,0.2174289,0.3130965,5,40
HR,10,1.0585785,0.2174289,0.18466808,6,40
HR,10,0.994666,0.2174289,0.18192132,6,60
HR,10,1.0854259,0.2174289,0.19135247,4,40
HR,10,0.994666,0.2174289,0.28636488,7,40
HR,10,1.2130008,0.2174289,0.22294034,4,0
HR,10,0.84795046,0.2174289,0.23867154,6,49
HR,10,1.1102847,0.2174289,0.28020334,7,40
HR,10,1.0562481,0.2174289,0.30409437,7,8
HR,10,0.8974761,0.2174289,0.13059929,5,40
HR,10,1.0854259,0.2174289,0.19135247,2,40
HR,10,0.8974761,0.2174289,0.18823123,7,40
HR,10,1.2130008,0.2174289,0.26523057,6,42
HR,10,1.0424325,0.2174289,0.2742715,6,40
HR,10,1.0854259,0.2174289,0.19042006,4,40
HR,10,0.8974761,0.2174289,0.31919,4,666
HR,10,0.9287796,0.2174289,0.2673961,6,16
HR,10,1.0854259,0.2174289,0.23712113,6,40
HR,10,0.9253292,0.2174289,0.36983123,6,666
HR,10,0.98144704,0.2174289,0.17302176,2,40
HR,10,0.8744032,0.2174289,0.18339205,6,666
HR,10,1.0854259,0.2174289,0.20696989,5,40
HR,10,1.0669754,0.2174289,0.30718276,7,666
HR,10,0.8974761,0.2174289,0.31919,7,40
HR,10,1.0854259,0.2174289,0.1999261,6,50
HR,10,1.0854259,0.2174289,0.29974285,4,888
HR,10,0.9209553,0.2174289,0.25432393,6,60
HR,10,0.994666,0.2174289,0.18192132,5,40
HR,10,0.84795046,0.2174289,0.14875893,4,40
HR,10,1.1330414,0.2174289,0.20869642,3,888
HR,10,0.8974761,0.2174289,0.22649664,6,40
HR,10,1.0114636,0.2174289,0.21395569,4,60
HR,10,0.9253292,0.2174289,0.13465242,7,40
HR,10,0.84795046,0.2174289,0.31726444,6,40
HR,10,0.994666,0.2174289,0.17351861,6,45
HR,10,0.9287796,0.2174289,0.17835107,2,0
HR,10,0.8974761,0.2174289,0.15744738,3,40
HR,10,1.0424325,0.2174289,0.19159125,6,40
HR,10,0.9287796,0.2174289,0.17835107,5,48
HR,10,1.0854259,0.2174289,0.1999261,6,40
HR,10,0.8744032,0.2174289,0.3271619,7,666
HR,10,0.8974761,0.2174289,0.15821832,4,48
HR,10,0.94678354,0.2174289,0.24819326,6,0
HR,10,0.8974761,0.2174289,0.24784006,7,666
HR,10,1.2025093,0.2174289,0.2119934,7,10
HR,10,0.9253292,0.2174289,0.17043765,5,40
HR,10,0.84795046,0.2174289,0.21399781,4,40
HR,10,1.0114636,0.2174289,0.279318,6,50
HR,10,1.0669754,0.2174289,0.18613295,5,40
HR,10,0.9287796,0.2174289,0.17835107,5,888
HR,10,0.8744032,0.2174289,0.18339205,7,0
HR,10,0.84795046,0.2174289,0.21399781,4,666
HR,10,0.91042006,0.2174289,0.15971817,7,666
HR,10,0.9287796,0.2174289,0.17070265,2,666
HR,10,1.0882721,0.2174289,0.23795785,7,40
HR,10,0.9287796,0.2174289,0.17835107,4,0
HR,10,0.8974761,0.2174289,0.24784006,4,48
HR,10,0.8744032,0.2174289,0.21986559,7,40
HR,10,0.94678354,0.2174289,0.20879401,7,60
HR,10,0.84795046,0.2174289,0.17784397,5,40
HR,10,0.8974761,0.2174289,0.25261137,7,40
HR,10,1.0854259,0.2174289,0.19135247,6,53
HR,10,0.84795046,0.2174289,0.14948733,4,40
HR,10,0.8974761,0.2174289,0.31919,4,666
HR,10,0.8744032,0.2174289,0.15415072,2,40
HR,10,1.1330414,0.2174289,0.19974674,4,40
HR,10,0.94678354,0.2174289,0.18180832,3,40
HR,10,0.9253292,0.2174289,0.13465242,7,40
HR,10,1.2311872,0.2174289,0.25822175,5,40
HR,10,0.9287796,0.2174289,0.24347368,1,43
HR,10,0.8744032,0.2174289,0.16105755,2,40
HR,10,1.0114636,0.2174289,0.14718659,5,55
HR,10,0.9287796,0.2174289,0.16987094,4,777
HR,10,0.9209553,0.2174289,0.34457958,6,888
HR,10,0.94678354,0.2174289,0.24819326,2,40
HR,10,1.0854259,0.2174289,0.1999261,5,40
HR,10,1.0854259,0.2174289,0.20696989,4,46
HR,10,0.94678354,0.2174289,0.24910556,4,777
HR,10,0.8974761,0.2174289,0.15744738,2,666
HR,10,0.8974761,0.2174289,0.22649664,3,40
HR,10,1.1175058,0.2174289,0.20538914,6,40
HR,10,1.0377754,0.2174289,0.18206057,7,40
HR,10,1.0114636,0.2174289,0.17744462,7,40
HR,10,1.0854259,0.2174289,0.19042006,6,45
HR,10,0.9253292,0.2174289,0.27153143,4,666
HR,10,0.8744032,0.2174289,0.22067371,6,888
HR,10,1.0114636,0.2174289,0.17744462,7,40
HR,10,0.94678354,0.2174289,0.1731638,5,40
HR,10,0.8974761,0.2174289,0.33579466,6,666
HR,10,0.9838206,0.2174289,0.27691463,7,40
HR,10,0.994666,0.2174289,0.1977325,4,999
HR,10,0.92069614,0.2174289,0.19310127,6,666
HR,10,1.0294303,0.2174289,0.18059659,4,40
HR,10,0.98067683,0.2174289,0.20568123,6,40
HR,10,0.8974761,0.2174289,0.25261137,4,40
HR,10,0.84795046,0.2174289,0.17784397,4,40
HR,10,1.0669754,0.2174289,0.1618699,7,40
HR,10,1.071424,0.2174289,0.15591194,6,40
HR,10,1.2130008,0.2174289,0.2218541,7,777
HR,10,1.0882721,0.2174289,0.43495557,6,666
HR,10,0.84795046,0.2174289,0.23416346,7,48
HR,10,0.9287796,0.2174289,0.17835107,7,45
HR,10,1.2130008,0.2174289,0.22099508,7,50
HR,10,1.0294303,0.2174289,0.18148082,2,40
HR,10,0.8744032,0.2174289,0.16105755,2,60
HR,10,0.9253292,0.2174289,0.16312863,6,36
HR,10,1.1102847,0.2174289,0.19573486,5,70
HR,10,1.0854259,0.2174289,0.20696989,6,45
HR,10,1.2130008,0.2174289,0.22294034,6,888
HR,10,1.1175058,0.2174289,0.20359698,7,40
HR,10,1.071424,0.2174289,0.18796374,5,40
HR,10,1.1175058,0.2174289,0.24644333,6,25
HR,10,1.1175058,0.2174289,0.16261768,6,41
HR,10,0.8974761,0.2174289,0.15744738,6,40
HR,10,1.0854259,0.2174289,0.2739297,7,40
HR,10,1.0585785,0.2174289,0.19361071,3,40
HR,10,1.0854259,0.2174289,0.29974285,6,40
HR,10,1.2311872,0.2174289,0.34654063,5,666
HR,10,0.9838206,0.2174289,0.20810834,5,45
HR,10,0.8974761,0.2174289,0.18823123,6,40
HR,10,0.994666,0.2174289,0.21749023,7,30
HR,10,0.8744032,0.2174289,0.21986559,3,52
HR,10,1.2130008,0.2174289,0.22294034,7,888
HR,10,1.0854259,0.2174289,0.20696989,6,55
HR,10,0.9253292,0.2174289,0.1957356,7,160
HR,10,1.1175058,0.2174289,0.32173046,7,40
HR,10,1.1164107,0.2174289,0.31423464,5,888
HR,10,0.9253292,0.2174289,0.19407298,5,40
HR,10,1.0114636,0.2174289,0.17831346,2,40
HR,10,1.0854259,0.2174289,0.2739297,2,52
HR,10,1.2311872,0.2174289,0.22677408,4,40
HR,10,1.0435029,0.2174289,0.20038107,4,40
HR,10,0.94678354,0.2174289,0.1731638,3,40
HR,10,1.2131826,0.2174289,0.3061717,6,40
HR,10,0.8974761,0.2174289,0.16530736,2,48
HR,10,0.8974761,0.2174289,0.18984382,7,20
HR,10,1.1102847,0.2174289,0.20450486,4,60
HR,10,1.1330414,0.2174289,0.24752319,6,777
HR,10,0.9253292,0.2174289,0.2604512,6,40
HR,10,0.94678354,0.2174289,0.14363572,7,40
HR,10,1.0854259,0.2174289,0.20696989,4,50
HR,10,0.9253292,0.2174289,0.2555318,7,40
HR,10,1.0114636,0.2174289,0.18630287,6,50
HR,10,0.8974761,0.2174289,0.33579466,3,666
HR,10,0.9732028,0.2174289,0.21655612,5,45
HR,10,0.8974761,0.2174289,0.15744738,4,40
HR,10,0.8974761,0.2174289,0.19970545,2,40
HR,10,1.1416445,0.2174289,0.20028272,7,40
HR,10,0.8974761,0.2174289,0.16530736,2,40
HR,10,1.1164107,0.2174289,0.28174937,5,40
HR,10,1.2268643,0.2174289,0.18612656,6,40
HR,10,1.1175058,0.2174289,0.19604796,3,5
HR,10,0.84795046,0.2174289,0.16168788,5,42
HR,10,0.9838206,0.2174289,0.17344016,7,40
HR,10,1.2130008,0.2174289,0.31914923,4,777
HR,10,1.1050969,0.2174289,0.25168905,7,60
HR,10,1.0882721,0.2174289,0.2863321,6,50
HR,10,0.94678354,0.2174289,0.20702048,6,666
HR,10,0.8974761,0.2174289,0.15744738,6,40
HR,10,1.1493009,0.2174289,0.17435944,5,50
HR,10,0.8974761,0.2174289,0.2256672,6,666
HR,10,0.8974761,0.2174289,0.25261137,6,40
HR,10,0.9287796,0.2174289,0.21153228,5,40
HR,10,1.0854259,0.2174289,0.19135247,4,40
HR,10,0.8974761,0.2174289,0.18823123,3,40
HR,10,0.8974761,0.2174289,0.25261137,2,50
HR,10,0.84795046,0.2174289,0.21399781,7,666
HR,10,1.0585785,0.2174289,0.203276,3,40
HR,10,0.8974761,0.2174289,0.24784006,3,40
HR,10,0.9253292,0.2174289,0.2021466,6,666
HR,10,0.8974761,0.2174289,0.22649664,2,40
HR,10,0.994666,0.2174289,0.1977325,3,40
HR,10,0.9253292,0.2174289,0.1700685,2,36
HR,10,1.0854259,0.2174289,0.18968283,5,47
HR,10,1.1102847,0.2174289,0.30660763,2,84
HR,10,0.8974761,0.2174289,0.18823123,7,666
HR,10,0.8974761,0.2174289,0.25261137,7,40
HR,10,1.0854259,0.2174289,0.22765069,6,666
HR,10,1.0854259,0.2174289,0.19135247,2,40
HR,10,1.0141648,0.2174289,0.19474739,5,40
HR,10,1.1102847,0.2174289,0.19573486,3,40
HR,10,0.9253292,0.2174289,0.16233379,4,36
HR,10,1.3986686,0.2174289,0.2121908,7,666
HR,10,0.84795046,0.2174289,0.14948733,4,40
HR,10,0.94678354,0.2174289,0.17249331,2,40
HR,10,1.1416445,0.2174289,0.20126335,6,40
HR,10,0.9253292,0.2174289,0.20590332,7,40
HR,10,1.1175058,0.2174289,0.39744425,6,666
HR,10,1.0854259,0.2174289,0.18162487,6,40
HR,10,0.994666,0.2174289,0.1977325,4,40
HR,10,1.0854259,0.2174289,0.18968283,6,40
HR,10,1.2311872,0.2174289,0.31071556,2,40
HR,10,0.84795046,0.2174289,0.1852425,6,48
HR,10,0.9287796,0.2174289,0.2154634,2,15
HR,10,1.2131826,0.2174289,0.22345775,4,55
HR,10,1.0854259,0.2174289,0.1999261,4,40
HR,10,1.0854259,0.2174289,0.18968283,6,46
HR,10,1.0377754,0.2174289,0.26190412,4,48
HR,10,0.9253292,0.2174289,0.27153143,7,666
HR,10,1.0424325,0.2174289,0.3058946,7,40
HR,10,0.8744032,0.2174289,0.22067371,4,40
HR,10,1.1416445,0.2174289,0.20126335,5,40
HR,10,1.1175058,0.2174289,0.19604796,7,40
HR,10,0.8744032,0.2174289,0.15415072,4,666
HR,10,1.0854259,0.2174289,0.19042006,5,42
HR,10,1.0424325,0.2174289,0.20017558,6,40
HR,10,1.0669754,0.2174289,0.3130965,7,40
HR,10,0.9287796,0.2174289,0.17835107,4,15
HR,10,0.8974761,0.2174289,0.16530736,2,40
HR,10,0.8974761,0.2174289,0.15821832,4,40
HR,10,0.8974761,0.2174289,0.25261137,6,40
HR,10,1.0854259,0.2174289,0.20696989,6,40
HR,10,1.0854259,0.2174289,0.15794946,4,40
HR,10,1.0114636,0.2174289,0.2846954,4,666
HR,10,0.9253292,0.2174289,0.24256916,7,666
HR,10,1.0854259,0.2174289,0.29974285,7,40
HR,10,1.2268643,0.2174289,0.22352085,7,55
HR,10,1.0854259,0.2174289,0.1999261,4,43
HR,10,0.994666,0.2174289,0.18281208,6,50
HR,10,1.0114636,0.2174289,0.17744462,4,40
HR,10,1.0585785,0.2174289,0.2785196,7,40
HR,10,0.9287796,0.2174289,0.27254394,2,40
HR,10,1.0882721,0.2174289,0.16510083,6,40
HR,10,0.8974761,0.2174289,0.15744738,3,40
HR,10,1.1416445,0.2174289,0.31526777,6,48
HR,10,1.0854259,0.2174289,0.22765069,6,40
HR,10,1.2311872,0.2174289,0.22677408,6,40
HR,10,0.8974761,0.2174289,0.15821832,2,666
HR,10,1.1175058,0.2174289,0.44663957,7,666
HR,10,0.994666,0.2174289,0.2918778,4,40
HR,10,1.0854259,0.2174289,0.19135247,2,42
HR,10,1.1102847,0.2174289,0.19573486,6,40
HR,10,0.8744032,0.2174289,0.24611712,7,60
HR,10,0.8744032,0.2174289,0.15415072,5,40
HR,10,1.2311872,0.2174289,0.30957764,6,10
HR,10,0.8974761,0.2174289,0.18823123,4,40
HR,10,0.9287796,0.2174289,0.2673961,7,50
HR,10,0.994666,0.2174289,0.19100308,4,40
HR,10,0.8974761,0.2174289,0.13059929,6,666
HR,10,0.9287796,0.2174289,0.16987094,7,40
HR,10,1.1102847,0.2174289,0.28020334,7,168
HR,10,0.8974761,0.2174289,0.33579466,2,48
HR,10,1.0854259,0.2174289,0.18968283,4,25
HR,10,1.2130008,0.2174289,0.2675028,4,50
HR,10,0.84795046,0.2174289,0.15618517,7,48
HR,10,1.0854259,0.2174289,0.18162487,5,40
HR,10,0.994666,0.2174289,0.28636488,6,75
HR,10,1.3986686,0.2174289,0.24399656,5,40
HR,10,1.1175058,0.2174289,0.20583495,6,40
HR,10,1.0854259,0.2174289,0.1999261,4,150
HR,10,0.84795046,0.2174289,0.23416346,7,666
HR,10,0.8974761,0.2174289,0.25261137,2,666
HR,10,1.0290562,0.2174289,0.18954325,2,60
HR,10,1.1175058,0.2174289,0.19700791,7,40
HR,10,1.0294303,0.2174289,0.18961218,4,80
HR,10,1.0585785,0.2174289,0.19455872,1,40
HR,10,1.0854259,0.2174289,0.20696989,4,40
HR,10,1.0854259,0.2174289,0.15794946,7,666
HR,10,0.84795046,0.2174289,0.23867154,7,40
HR,10,1.0290562,0.2174289,0.21767707,5,60
HR,10,1.0854259,0.2174289,0.1999261,2,40
HR,10,0.994666,0.2174289,0.1977325,6,45
HR,10,0.8744032,0.2174289,0.31098408,7,666
HR,10,0.8974761,0.2174289,0.22649664,4,50
HR,10,0.994666,0.2174289,0.18281208,2,666
HR,10,0.9838206,0.2174289,0.17259514,7,40
HR,10,0.9253292,0.2174289,0.27153143,5,40
HR,10,1.0854259,0.2174289,0.1999261,4,40
HR,10,1.0424325,0.2174289,0.19065769,6,46
HR,10,1.2130008,0.2174289,0.22294034,3,40
HR,10,0.8744032,0.2174289,0.12724175,7,50
HR,10,0.9253292,0.2174289,0.1700685,6,40
HR,10,1.0669754,0.2174289,0.28072888,7,888
HR,10,1.0854259,0.2174289,0.1999261,2,60
HR,10,0.8744032,0.2174289,0.24611712,5,666
HR,10,0.8974761,0.2174289,0.18823123,5,40
HR,10,1.1175058,0.2174289,0.2545152,7,40
HR,10,1.1102847,0.2174289,0.20450486,2,48
HR,10,1.0669754,0.2174289,0.28072888,7,50
HR,10,0.98067683,0.2174289,0.14270656,6,46
HR,10,1.1330414,0.2174289,0.28594646,6,40
HR,10,1.0141648,0.2174289,0.23097895,7,40
HR,10,1.0854259,0.2174289,0.29974285,7,666
HR,10,0.84795046,0.2174289,0.15618517,4,60
HR,10,0.84795046,0.2174289,0.23416346,7,666
HR,10,1.0854259,0.2174289,0.1999261,6,40
HR,10,0.84795046,0.2174289,0.17784397,7,666
HR,10,1.0290562,0.2174289,0.18053097,4,40
HR,10,0.8974761,0.2174289,0.15821832,3,40
HR,10,0.9287796,0.2174289,0.27254394,3,888
HR,10,0.9634782,0.2174289,0.26606667,2,50
HR,10,0.8744032,0.2174289,0.24146841,7,50
HR,10,1.1102847,0.2174289,0.31251034,6,40
HR,10,0.94678354,0.2174289,0.35105142,6,666
HR,10,0.8744032,0.2174289,0.22067371,7,48
HR,10,1.1102847,0.2174289,0.2328644,4,40
HR,10,1.1102847,0.2174289,0.19573486,3,666
HR,10,1.0294303,0.2174289,0.25979805,6,666
HR,10,1.2130008,0.2174289,0.2218541,2,40
HR,10,1.2311872,0.2174289,0.21599148,6,40
HR,10,0.9253292,0.2174289,0.23352596,7,42
HR,10,0.9287796,0.2174289,0.24436858,7,40
HR,10,0.9253292,0.2174289,0.16312863,3,10
HR,10,1.0882721,0.2174289,0.23999648,6,42
HR,10,0.8974761,0.2174289,0.15744738,2,40
HR,10,1.0854259,0.2174289,0.18968283,5,45
HR,10,0.9287796,0.2174289,0.2673961,6,666
HR,10,1.2130008,0.2174289,0.22294034,5,40
HR,10,1.1050969,0.2174289,0.20310846,5,40
HR,10,1.0854259,0.2174289,0.22765069,5,50
HR,10,1.0424325,0.2174289,0.19065769,6,40
HR,10,1.2130008,0.2174289,0.22294034,3,50
HR,10,0.8974761,0.2174289,0.15744738,2,40
HR,10,0.9838206,0.2174289,0.17259514,7,40
HR,10,1.0854259,0.2174289,0.19042006,7,40
HR,10,1.2130008,0.2174289,0.21160696,6,70
HR,10,0.8974761,0.2174289,0.16530736,3,40
HR,10,0.94678354,0.2174289,0.1731638,5,40
HR,10,0.8744032,0.2174289,0.24146841,7,45
HR,10,1.0114636,0.2174289,0.17831346,6,888
HR,10,0.94678354,0.2174289,0.18180832,4,45
HR,10,0.994666,0.2174289,0.18192132,3,40
HR,10,0.8974761,0.2174289,0.25261137,4,48
HR,10,1.1417193,0.2174289,0.20881696,6,777
HR,10,0.9804911,0.2174289,0.17285323,4,40
HR,10,0.94678354,0.2174289,0.3693136,7,40
HR,10,0.84795046,0.2174289,0.14188798,6,50
HR,10,1.0854259,0.2174289,0.22960095,2,40
HR,10,1.0854259,0.2174289,0.19135247,3,20
HR,10,0.91638607,0.2174289,0.19384384,6,40
HR,10,0.8974761,0.2174289,0.25261137,6,666
HR,10,1.0669754,0.2174289,0.20488842,5,40
HR,10,0.94678354,0.2174289,0.24910556,4,40
HR,10,1.0854259,0.2174289,0.18162487,6,48
HR,10,1.2311872,0.2174289,0.21515521,5,50
HR,10,0.9253292,0.2174289,0.2604512,6,160
HR,10,0.994666,0.2174289,0.19100308,2,40
HR,10,1.0294303,0.2174289,0.17225507,7,40
HR,10,1.0854259,0.2174289,0.1999261,4,46
HR,10,0.9287796,0.2174289,0.18463472,7,666
HR,10,1.0669754,0.2174289,0.1618699,7,44
HR,10,0.9287796,0.2174289,0.16987094,7,40
HR,10,1.0854259,0.2174289,0.22960095,6,60
HR,10,0.8974761,0.2174289,0.15744738,3,40
HR,10,0.98067683,0.2174289,0.17204356,4,48
HR,10,0.9287796,0.2174289,0.17835107,7,40
HR,10,1.0854259,0.2174289,0.22765069,6,666
HR,10,0.84795046,0.2174289,0.1852425,7,40
HR,10,1.0854259,0.2174289,0.22960095,7,84
HR,10,0.9838206,0.2174289,0.20634066,6,666
HR,10,1.2131826,0.2174289,0.21387498,2,50
HR,10,0.9287796,0.2174289,0.2673961,7,777
HR,10,0.8974761,0.2174289,0.16530736,7,70
HR,10,0.9287796,0.2174289,0.16987094,4,888
HR,10,0.84795046,0.2174289,0.15618517,6,40
HR,10,0.8744032,0.2174289,0.31098408,6,666
HR,10,0.8974761,0.2174289,0.25261137,1,666
HR,10,1.0669754,0.2174289,0.1943909,5,40
HR,10,1.0882721,0.2174289,0.23795785,7,45
HR,10,0.9634782,0.2174289,0.14020382,6,21
HR,10,0.84795046,0.2174289,0.17784397,7,50
HR,10,0.84795046,0.2174289,0.14875893,4,0
HR,10,0.8744032,0.2174289,0.15415072,6,50
HR,10,0.8744032,0.2174289,0.18339205,6,666
HR,10,0.8974761,0.2174289,0.15821832,2,40
HR,10,1.0141648,0.2174289,0.2975996,5,0
HR,10,0.9838206,0.2174289,0.17192683,6,20
HR,10,1.0854259,0.2174289,0.22765069,6,40
HR,10,1.0585785,0.2174289,0.16059601,7,40
HR,10,1.2130008,0.2174289,0.23292932,7,40
HR,10,0.9287796,0.2174289,0.27254394,7,40
HR,10,0.8974761,0.2174289,0.24784006,4,40
HR,10,1.0854259,0.2174289,0.18968283,6,45
HR,10,0.8974761,0.2174289,0.25261137,5,666
HR,10,0.994666,0.2174289,0.17351861,4,60
HR,10,0.8974761,0.2174289,0.15821832,3,40
HR,10,0.8974761,0.2174289,0.22649664,6,60
HR,10,1.0669754,0.2174289,0.19514649,7,777
HR,10,0.9253292,0.2174289,0.24256916,2,40
HR,10,0.9287796,0.2174289,0.17070265,6,40
HR,10,1.0669754,0.2174289,0.19514649,7,666
HR,10,0.8974761,0.2174289,0.3440618,7,666
HR,10,1.0114636,0.2174289,0.279318,7,36
HR,10,0.8744032,0.2174289,0.14631431,6,40
HR,10,0.98067683,0.2174289,0.20744333,5,40
HR,10,0.8974761,0.2174289,0.15744738,6,42
HR,10,0.84795046,0.2174289,0.23867154,5,48
HR,10,1.0669754,0.2174289,0.18613295,7,777
HR,10,1.0882721,0.2174289,0.1990416,6,43
HR,10,0.9253292,0.2174289,0.2555318,5,888
HR,10,1.2311872,0.2174289,0.31071556,3,60
HR,10,1.2268643,0.2174289,0.22438972,5,666
HR,10,0.94678354,0.2174289,0.1731638,3,40
HR,10,1.2311872,0.2174289,0.3399952,6,42
HR,10,1.1050969,0.2174289,0.32428303,2,666
HR,10,0.9287796,0.2174289,0.27254394,6,666
HR,10,1.0854259,0.2174289,0.1999261,3,45
HR,10,0.8974761,0.2174289,0.15744738,2,40
HR,10,0.9804911,0.2174289,0.24744722,7,60
HR,10,0.8974761,0.2174289,0.19970545,5,40
HR,10,0.994666,0.2174289,0.18192132,6,40
HR,10,0.8744032,0.2174289,0.19102134,7,777
HR,10,0.84795046,0.2174289,0.23416346,7,35
HR,10,0.9287796,0.2174289,0.24347368,4,45
HR,10,1.1416445,0.2174289,0.2881176,7,40
HR,10,0.9253292,0.2174289,0.23267078,2,40
HR,10,1.0424325,0.2174289,0.2742715,6,84
HR,10,1.2311872,0.2174289,0.47199532,7,666
HR,10,1.2131826,0.2174289,0.21200883,6,666
HR,10,0.8974761,0.2174289,0.15821832,3,40
HR,10,1.1050969,0.2174289,0.16765326,7,20
HR,10,1.0854259,0.2174289,0.15794946,6,45
HR,10,0.9253292,0.2174289,0.17043765,7,40
HR,10,0.8974761,0.2174289,0.24784006,7,60
HR,10,0.97548026,0.2174289,0.17113197,4,40
HR,10,0.994666,0.2174289,0.1977325,5,50
HR,10,1.0854259,0.2174289,0.29974285,6,40
HR,10,1.1102847,0.2174289,0.28020334,7,40
HR,10,1.0854259,0.2174289,0.20696989,6,45
HR,10,0.8974761,0.2174289,0.15683778,5,40
HR,10,0.9287796,0.2174289,0.20308377,7,85
HR,10,1.0882721,0.2174289,0.23795785,2,40
HR,10,1.0114636,0.2174289,0.17675765,6,40
HR,10,1.0585785,0.2174289,0.23146518,7,666
HR,10,1.0938405,0.2174289,0.23917542,6,40
HR,10,0.98144704,0.2174289,0.18077408,1,10
HR,10,0.994666,0.2174289,0.36880556,7,666
HR,10,0.9287796,0.2174289,0.21153228,6,666
HR,10,0.94678354,0.2174289,0.3693136,7,666
HR,10,1.0114636,0.2174289,0.17744462,4,40
HR,10,1.0854259,0.2174289,0.19042006,7,60
HR,10,0.84795046,0.2174289,0.14875893,5,42
HR,10,0.94678354,0.2174289,0.16516559,7,60
HR,10,0.84795046,0.2174289,0.16168788,4,60
HR,10,1.0854259,0.2174289,0.19135247,2,666
HR,10,0.994666,0.2174289,0.18121696,6,45
HR,10,0.94678354,0.2174289,0.24910556,3,40
HR,10,0.98067683,0.2174289,0.27602986,2,40
HR,10,0.8744032,0.2174289,0.24611712,7,40
HR,10,1.2131826,0.2174289,0.21387498,3,67
HR,10,0.994666,0.2174289,0.18281208,6,40
HR,10,1.2311872,0.2174289,0.3399952,6,40
HR,10,0.9287796,0.2174289,0.24436858,7,10
HR,10,1.0424325,0.2174289,0.22793476,7,50
HR,10,0.91638607,0.2174289,0.16076486,6,40
HR,10,0.98067683,0.2174289,0.17288595,2,48
HR,10,0.9253292,0.2174289,0.20590332,7,666
HR,10,0.8974761,0.2174289,0.2256672,7,40
HR,10,0.8974761,0.2174289,0.15744738,4,23
HR,10,0.94678354,0.2174289,0.17401165,4,60
HR,10,0.8974761,0.2174289,0.18823123,3,40
HR,10,0.84795046,0.2174289,0.15618517,6,70
HR,10,1.0825924,0.2174289,0.18115066,7,666
HR,10,0.994666,0.2174289,0.19100308,7,64
HR,10,0.94678354,0.2174289,0.378406,7,666
HR,10,0.84795046,0.2174289,0.18868506,7,40
HR,10,1.0854259,0.2174289,0.22960095,6,50
HR,10,0.8744032,0.2174289,0.24611712,2,666
HR,10,1.0290562,0.2174289,0.19622128,4,50
HR,10,1.0669754,0.2174289,0.1943909,6,40
HR,10,1.0854259,0.2174289,0.3055134,4,666
HR,10,0.9287796,0.2174289,0.24347368,4,8
HR,10,1.0854259,0.2174289,0.2739297,7,40
HR,10,0.8744032,0.2174289,0.24146841,7,30
HR,10,0.8974761,0.2174289,0.15744738,6,40
HR,10,1.2311872,0.2174289,0.31071556,4,888
HR,10,1.1417193,0.2174289,0.20881696,5,888
HR,10,0.9804911,0.2174289,0.27076486,7,45
