essround,cntry,tvtot,sclmeet,wkhtot,dweight,pweight
3,DE,7,6,40,1.2403,2.4275763
3,DE,3,6,777,1.2403,2.4275763
3,DE,5,6,40,1.2403,2.4275763
3,DE,4,6,40,1.2403,2.4275763
3,DE,1,5,60,1.2403,2.4275763
3,DE,5,6,666,1.2403,2.4275763
3,DE,2,3,38,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,5,4,42,1.2403,2.4275763
3,DE,4,4,40,1.2403,2.4275763
3,DE,5,4,40,1.2403,2.4275763
3,DE,6,6,40,1.2403,2.4275763
3,DE,6,4,13,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,7,5,50,1.2403,2.4275763
3,DE,6,5,42,1.2403,2.4275763
3,DE,5,6,30,1.2403,2.4275763
3,DE,6,6,50,1.2403,2.4275763
3,DE,7,4,40,1.2403,2.4275763
3,DE,6,6,40,1.2403,2.4275763
3,DE,6,6,666,1.2403,2.4275763
3,DE,0,6,10,1.2403,2.4275763
3,DE,5,5,32,1.2403,2.4275763
3,DE,1,4,60,1.2403,2.4275763
3,DE,0,5,37,1.2403,2.4275763
3,DE,5,5,12,1.2403,2.4275763
3,DE,3,6,65,1.2403,2.4275763
3,DE,2,4,30,1.2403,2.4275763
3,DE,3,4,666,1.2403,2.4275763
3,DE,2,4,44,1.2403,2.4275763
3,DE,3,4,28,1.2403,2.4275763
3,DE,3,7,20,1.2403,2.4275763
3,DE,5,4,45,1.2403,2.4275763
3,DE,3,4,60,1.2403,2.4275763
3,DE,4,4,39,1.2403,2.4275763
3,DE,1,5,10,1.2403,2.4275763
3,DE,2,4,60,1.2403,2.4275763
3,DE,3,6,38,1.2403,2.4275763
3,DE,1,6,43,1.2403,2.4275763
3,DE,4,5,55,1.2403,2.4275763
3,DE,5,3,45,1.2403,2.4275763
3,DE,6,2,38,1.2403,2.4275763
3,DE,1,6,38,1.2403,2.4275763
3,DE,4,6,40,1.2403,2.4275763
3,DE,6,2,48,1.2403,2.4275763
3,DE,4,2,35,1.2403,2.4275763
3,DE,3,4,60,1.2403,2.4275763
3,DE,6,2,666,1.2403,2.4275763
3,DE,7,2,40,1.2403,2.4275763
3,DE,2,7,35,1.2403,2.4275763
3,DE,5,3,38,1.2403,2.4275763
3,DE,5,5,50,1.2403,2.4275763
3,DE,5,6,12,1.2403,2.4275763
3,DE,2,7,25,1.2403,2.4275763
3,DE,5,6,40,1.2403,2.4275763
3,DE,2,6,40,1.2403,2.4275763
3,DE,2,4,888,1.2403,2.4275763
3,DE,4,7,666,1.2403,2.4275763
3,DE,6,3,37,1.2403,2.4275763
3,DE,5,4,30,1.2403,2.4275763
3,DE,5,3,48,1.2403,2.4275763
3,DE,6,5,45,1.2403,2.4275763
3,DE,6,4,4,1.2403,2.4275763
3,DE,5,6,72,1.2403,2.4275763
3,DE,6,6,42,1.2403,2.4275763
3,DE,4,6,50,1.2403,2.4275763
3,DE,4,4,20,1.2403,2.4275763
3,DE,2,7,2,1.2403,2.4275763
3,DE,4,4,40,1.2403,2.4275763
3,DE,2,4,888,1.2403,2.4275763
3,DE,4,6,666,1.2403,2.4275763
3,DE,1,6,666,1.2403,2.4275763
3,DE,2,4,40,1.2403,2.4275763
3,DE,2,2,39,1.2403,2.4275763
3,DE,6,3,0,1.2403,2.4275763
3,DE,4,7,38,1.2403,2.4275763
3,DE,7,5,65,1.2403,2.4275763
3,DE,5,4,20,1.2403,2.4275763
3,DE,7,1,60,1.2403,2.4275763
3,DE,3,2,666,1.2403,2.4275763
3,DE,2,4,89,1.2403,2.4275763
3,DE,5,6,50,1.2403,2.4275763
3,DE,2,5,30,1.2403,2.4275763
3,DE,5,4,39,1.2403,2.4275763
3,DE,7,6,50,1.2403,2.4275763
3,DE,6,5,45,1.2403,2.4275763
3,DE,1,2,80,1.2403,2.4275763
3,DE,1,6,45,1.2403,2.4275763
3,DE,5,5,25,1.2403,2.4275763
3,DE,3,2,28,1.2403,2.4275763
3,DE,4,4,888,1.2403,2.4275763
3,DE,2,7,40,1.2403,2.4275763
3,DE,6,7,39,1.2403,2.4275763
3,DE,3,7,43,1.2403,2.4275763
3,DE,7,1,43,1.2403,2.4275763
3,DE,2,4,30,1.2403,2.4275763
3,DE,1,6,30,1.2403,2.4275763
3,DE,6,3,40,1.2403,2.4275763
3,DE,3,4,32,1.2403,2.4275763
3,DE,5,4,40,1.2403,2.4275763
3,DE,4,6,40,1.2403,2.4275763
3,DE,4,6,666,1.2403,2.4275763
3,DE,4,6,48,1.2403,2.4275763
3,DE,4,5,50,1.2403,2.4275763
3,DE,6,1,39,1.2403,2.4275763
3,DE,1,5,40,1.2403,2.4275763
3,DE,1,5,40,1.2403,2.4275763
3,DE,5,6,39,1.2403,2.4275763
3,DE,6,4,8,1.2403,2.4275763
3,DE,4,5,22,1.2403,2.4275763
3,DE,0,7,40,1.2403,2.4275763
3,DE,5,2,666,1.2403,2.4275763
3,DE,5,2,30,1.2403,2.4275763
3,DE,4,3,36,1.2403,2.4275763
3,DE,5,3,666,1.2403,2.4275763
3,DE,5,5,25,1.2403,2.4275763
3,DE,4,4,40,1.2403,2.4275763
3,DE,4,2,33,1.2403,2.4275763
3,DE,5,2,888,1.2403,2.4275763
3,DE,7,2,25,1.2403,2.4275763
3,DE,5,4,25,1.2403,2.4275763
3,DE,3,5,50,1.2403,2.4275763
3,DE,5,3,20,1.2403,2.4275763
3,DE,7,2,20,1.2403,2.4275763
3,DE,7,6,666,1.2403,2.4275763
3,DE,5,3,20,1.2403,2.4275763
3,DE,5,2,666,1.2403,2.4275763
3,DE,7,5,666,1.2403,2.4275763
3,DE,5,3,666,1.2403,2.4275763
3,DE,4,2,35,1.2403,2.4275763
3,DE,5,4,30,1.2403,2.4275763
3,DE,4,4,36,1.2403,2.4275763
3,DE,6,2,20,1.2403,2.4275763
3,DE,5,3,20,1.2403,2.4275763
3,DE,3,2,888,1.2403,2.4275763
3,DE,4,2,36,1.2403,2.4275763
3,DE,6,2,25,1.2403,2.4275763
3,DE,7,3,24,1.2403,2.4275763
3,DE,7,4,30,1.2403,2.4275763
3,DE,7,2,666,1.2403,2.4275763
3,DE,7,2,10,1.2403,2.4275763
3,DE,5,3,25,1.2403,2.4275763
3,DE,5,3,15,1.2403,2.4275763
3,DE,4,2,35,1.2403,2.4275763
3,DE,5,5,40,1.2403,2.4275763
3,DE,6,4,666,1.2403,2.4275763
3,DE,7,2,30,1.2403,2.4275763
3,DE,5,3,20,1.2403,2.4275763
3,DE,6,4,666,1.2403,2.4275763
3,DE,5,3,666,1.2403,2.4275763
3,DE,5,3,41,1.2403,2.4275763
3,DE,0,5,30,1.2403,2.4275763
3,DE,3,4,60,1.2403,2.4275763
3,DE,1,5,63,1.2403,2.4275763
3,DE,7,3,40,1.2403,2.4275763
3,DE,4,5,35,1.2403,2.4275763
3,DE,5,4,60,1.2403,2.4275763
3,DE,6,2,30,1.2403,2.4275763
3,DE,5,5,45,1.2403,2.4275763
3,DE,5,6,39,1.2403,2.4275763
3,DE,7,4,48,1.2403,2.4275763
3,DE,1,7,45,1.2403,2.4275763
3,DE,2,7,666,1.2403,2.4275763
3,DE,7,7,45,1.2403,2.4275763
3,DE,5,4,25,1.2403,2.4275763
3,DE,2,4,15,1.2403,2.4275763
3,DE,7,4,20,1.2403,2.4275763
3,DE,5,6,50,1.2403,2.4275763
3,DE,5,6,40,1.2403,2.4275763
3,DE,6,6,30,1.2403,2.4275763
3,DE,6,6,40,1.2403,2.4275763
3,DE,2,6,666,1.2403,2.4275763
3,DE,6,6,50,1.2403,2.4275763
3,DE,3,4,45,1.2403,2.4275763
3,DE,2,6,50,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,3,6,45,1.2403,2.4275763
3,DE,6,4,50,1.2403,2.4275763
3,DE,4,6,15,1.2403,2.4275763
3,DE,4,4,40,1.2403,2.4275763
3,DE,0,6,40,1.2403,2.4275763
3,DE,6,4,42,1.2403,2.4275763
3,DE,2,6,55,1.2403,2.4275763
3,DE,3,5,42,1.2403,2.4275763
3,DE,0,6,888,1.2403,2.4275763
3,DE,1,6,40,1.2403,2.4275763
3,DE,1,4,24,1.2403,2.4275763
3,DE,2,5,48,1.2403,2.4275763
3,DE,2,3,50,1.2403,2.4275763
3,DE,2,6,39,1.2403,2.4275763
3,DE,0,3,35,1.2403,2.4275763
3,DE,4,2,40,1.2403,2.4275763
3,DE,5,6,48,1.2403,2.4275763
3,DE,6,5,50,1.2403,2.4275763
3,DE,6,6,15,1.2403,2.4275763
3,DE,4,4,40,1.2403,2.4275763
3,DE,6,4,20,1.2403,2.4275763
3,DE,4,7,666,1.2403,2.4275763
3,DE,2,6,38,1.2403,2.4275763
3,DE,7,2,20,1.2403,2.4275763
3,DE,4,6,37,1.2403,2.4275763
3,DE,4,4,20,1.2403,2.4275763
3,DE,3,4,13,1.2403,2.4275763
3,DE,4,6,40,1.2403,2.4275763
3,DE,0,3,39,1.2403,2.4275763
3,DE,5,4,40,1.2403,2.4275763
3,DE,4,4,65,1.2403,2.4275763
3,DE,5,4,40,1.2403,2.4275763
3,DE,5,6,666,1.2403,2.4275763
3,DE,7,5,40,1.2403,2.4275763
3,DE,3,4,37,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,5,4,20,1.2403,2.4275763
3,DE,7,4,45,1.2403,2.4275763
3,DE,6,5,45,1.2403,2.4275763
3,DE,4,4,45,1.2403,2.4275763
3,DE,7,7,40,1.2403,2.4275763
3,DE,2,4,45,1.2403,2.4275763
3,DE,6,2,66,1.2403,2.4275763
3,DE,5,3,45,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,5,3,20,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,5,4,45,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,4,4,35,1.2403,2.4275763
3,DE,4,4,70,1.2403,2.4275763
3,DE,4,6,55,1.2403,2.4275763
3,DE,7,6,50,1.2403,2.4275763
3,DE,4,4,27,1.2403,2.4275763
3,DE,1,4,45,1.2403,2.4275763
3,DE,3,6,43,1.2403,2.4275763
3,DE,4,6,50,1.2403,2.4275763
3,DE,1,2,43,1.2403,2.4275763
3,DE,5,7,65,1.2403,2.4275763
3,DE,4,6,666,1.2403,2.4275763
3,DE,3,6,42,1.2403,2.4275763
3,DE,4,2,35,1.2403,2.4275763
3,DE,6,6,40,1.2403,2.4275763
3,DE,5,7,50,1.2403,2.4275763
3,DE,5,6,45,1.2403,2.4275763
3,DE,4,5,41,1.2403,2.4275763
3,DE,4,4,55,1.2403,2.4275763
3,DE,2,2,60,1.2403,2.4275763
3,DE,3,6,666,1.2403,2.4275763
3,DE,6,5,60,1.2403,2.4275763
3,DE,1,4,39,1.2403,2.4275763
3,DE,2,4,37,1.2403,2.4275763
3,DE,6,3,42,1.2403,2.4275763
3,DE,0,6,60,1.2403,2.4275763
3,DE,5,3,666,1.2403,2.4275763
3,DE,7,2,20,1.2403,2.4275763
3,DE,6,2,666,1.2403,2.4275763
3,DE,7,6,666,1.2403,2.4275763
3,DE,6,3,666,1.2403,2.4275763
3,DE,5,4,12,1.2403,2.4275763
3,DE,6,6,40,1.2403,2.4275763
3,DE,2,2,20,1.2403,2.4275763
3,DE,6,6,666,1.2403,2.4275763
3,DE,6,3,25,1.2403,2.4275763
3,DE,2,4,30,1.2403,2.4275763
3,DE,5,3,30,1.2403,2.4275763
3,DE,7,2,35,1.2403,2.4275763
3,DE,5,4,25,1.2403,2.4275763
3,DE,4,4,45,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,7,3,888,1.2403,2.4275763
3,DE,7,2,30,1.2403,2.4275763
3,DE,2,5,80,1.2403,2.4275763
3,DE,5,3,40,1.2403,2.4275763
3,DE,6,4,666,1.2403,2.4275763
3,DE,5,3,30,1.2403,2.4275763
3,DE,6,2,25,1.2403,2.4275763
3,DE,2,6,20,1.2403,2.4275763
3,DE,7,5,666,1.2403,2.4275763
3,DE,0,5,50,1.2403,2.4275763
3,DE,7,4,666,1.2403,2.4275763
3,DE,5,4,50,1.2403,2.4275763
3,DE,7,5,35,1.2403,2.4275763
3,DE,4,5,50,1.2403,2.4275763
3,DE,6,4,666,1.2403,2.4275763
3,DE,4,3,25,1.2403,2.4275763
3,DE,7,2,666,1.2403,2.4275763
3,DE,7,5,20,1.2403,2.4275763
3,DE,3,3,888,1.2403,2.4275763
3,DE,4,3,30,1.2403,2.4275763
3,DE,4,2,30,1.2403,2.4275763
3,DE,5,2,35,1.2403,2.4275763
3,DE,4,3,40,1.2403,2.4275763
3,DE,6,4,35,1.2403,2.4275763
3,DE,4,5,12,1.2403,2.4275763
3,DE,6,2,40,1.2403,2.4275763
3,DE,4,3,666,1.2403,2.4275763
3,DE,4,3,50,1.2403,2.4275763
3,DE,7,6,666,1.2403,2.4275763
3,DE,3,6,80,1.2403,2.4275763
3,DE,3,6,666,1.2403,2.4275763
3,DE,1,6,44,1.2403,2.4275763
3,DE,5,2,50,1.2403,2.4275763
3,DE,6,4,25,1.2403,2.4275763
3,DE,6,3,35,1.2403,2.4275763
3,DE,6,2,666,1.2403,2.4275763
3,DE,6,4,888,1.2403,2.4275763
3,DE,4,3,888,1.2403,2.4275763
3,DE,7,6,666,1.2403,2.4275763
3,DE,3,6,38,1.2403,2.4275763
3,DE,7,2,666,1.2403,2.4275763
3,DE,6,3,50,1.2403,2.4275763
3,DE,3,2,45,1.2403,2.4275763
3,DE,2,3,44,1.2403,2.4275763
3,DE,7,4,10,1.2403,2.4275763
3,DE,7,4,40,1.2403,2.4275763
3,DE,6,2,888,1.2403,2.4275763
3,DE,7,5,888,1.2403,2.4275763
3,DE,5,4,40,1.2403,2.4275763
3,DE,2,6,20,1.2403,2.4275763
3,DE,3,3,50,1.2403,2.4275763
3,DE,7,2,666,1.2403,2.4275763
3,DE,6,3,28,1.2403,2.4275763
3,DE,6,6,45,1.2403,2.4275763
3,DE,5,2,30,1.2403,2.4275763
3,DE,4,6,22,1.2403,2.4275763
3,DE,2,4,38,1.2403,2.4275763
3,DE,2,6,60,1.2403,2.4275763
3,DE,3,5,15,1.2403,2.4275763
3,DE,4,6,42,1.2403,2.4275763
3,DE,7,6,60,1.2403,2.4275763
3,DE,3,4,60,1.2403,2.4275763
3,DE,7,4,50,1.2403,2.4275763
3,DE,1,6,45,1.2403,2.4275763
3,DE,1,4,40,1.2403,2.4275763
3,DE,5,2,40,1.2403,2.4275763
3,DE,3,6,23,1.2403,2.4275763
3,DE,2,5,39,1.2403,2.4275763
3,DE,7,2,19,1.2403,2.4275763
3,DE,0,7,25,1.2403,2.4275763
3,DE,0,6,38,1.2403,2.4275763
3,DE,0,2,55,1.2403,2.4275763
3,DE,3,6,16,1.2403,2.4275763
3,DE,3,5,60,1.2403,2.4275763
3,DE,7,5,20,1.2403,2.4275763
3,DE,5,5,33,1.2403,2.4275763
3,DE,7,3,39,1.2403,2.4275763
3,DE,4,5,40,1.2403,2.4275763
3,DE,5,7,40,1.2403,2.4275763
3,DE,3,5,20,1.2403,2.4275763
3,DE,0,5,10,1.2403,2.4275763
3,DE,4,3,45,1.2403,2.4275763
3,DE,3,4,12,1.2403,2.4275763
3,DE,4,5,55,1.2403,2.4275763
3,DE,3,6,22,1.2403,2.4275763
3,DE,3,6,45,1.2403,2.4275763
3,DE,3,6,35,1.2403,2.4275763
3,DE,5,6,55,1.2403,2.4275763
3,DE,2,5,10,1.2403,2.4275763
3,DE,3,6,60,1.2403,2.4275763
3,DE,2,6,30,1.2403,2.4275763
3,DE,6,4,35,1.2403,2.4275763
3,DE,6,6,777,1.2403,2.4275763
3,DE,7,3,30,1.2403,2.4275763
3,DE,2,6,40,1.2403,2.4275763
3,DE,3,4,42,1.2403,2.4275763
3,DE,1,4,14,1.2403,2.4275763
3,DE,4,7,6,1.2403,2.4275763
3,DE,3,3,36,1.2403,2.4275763
3,DE,5,3,30,1.2403,2.4275763
3,DE,7,2,888,1.2403,2.4275763
3,DE,6,3,36,1.2403,2.4275763
3,DE,7,6,666,1.2403,2.4275763
3,DE,6,5,40,1.2403,2.4275763
3,DE,4,2,30,1.2403,2.4275763
3,DE,4,6,16,1.2403,2.4275763
3,DE,7,2,888,1.2403,2.4275763
3,DE,2,6,42,1.2403,2.4275763
3,DE,6,2,18,1.2403,2.4275763
3,DE,4,3,20,1.2403,2.4275763
3,DE,4,6,45,1.2403,2.4275763
3,DE,6,4,20,1.2403,2.4275763
3,DE,7,6,666,1.2403,2.4275763
3,DE,6,5,50,1.2403,2.4275763
3,DE,3,2,888,1.2403,2.4275763
3,DE,5,3,25,1.2403,2.4275763
3,DE,6,3,666,1.2403,2.4275763
3,DE,2,6,42,1.2403,2.4275763
3,DE,4,7,35,1.2403,2.4275763
3,DE,6,4,60,1.2403,2.4275763
3,DE,7,7,60,1.2403,2.4275763
3,DE,3,3,40,1.2403,2.4275763
3,DE,2,6,11,1.2403,2.4275763
3,DE,5,6,40,1.2403,2.4275763
3,DE,6,7,25,1.2403,2.4275763
3,DE,5,3,40,1.2403,2.4275763
3,DE,0,4,888,1.2403,2.4275763
3,DE,6,4,45,1.2403,2.4275763
3,DE,3,4,666,1.2403,2.4275763
3,DE,7,3,50,1.2403,2.4275763
3,DE,7,6,50,1.2403,2.4275763
3,DE,3,7,40,1.2403,2.4275763
3,DE,5,6,20,1.2403,2.4275763
3,DE,1,5,50,1.2403,2.4275763
3,DE,3,4,30,1.2403,2.4275763
3,DE,3,5,40,1.2403,2.4275763
3,DE,1,6,65,1.2403,2.4275763
3,DE,6,5,38,1.2403,2.4275763
3,DE,7,5,38,1.2403,2.4275763
3,DE,3,7,40,1.2403,2.4275763
3,DE,7,5,37,1.2403,2.4275763
3,DE,7,2,38,1.2403,2.4275763
3,DE,4,7,35,1.2403,2.4275763
3,DE,7,7,20,1.2403,2.4275763
3,DE,4,1,38,1.2403,2.4275763
3,DE,2,6,60,1.2403,2.4275763
3,DE,6,4,43,1.2403,2.4275763
3,DE,5,6,38,1.2403,2.4275763
3,DE,7,2,60,1.2403,2.4275763
3,DE,6,6,41,1.2403,2.4275763
3,DE,7,5,40,1.2403,2.4275763
3,DE,2,6,42,1.2403,2.4275763
3,DE,5,4,42,1.2403,2.4275763
3,DE,6,6,39,1.2403,2.4275763
3,DE,5,3,41,1.2403,2.4275763
3,DE,5,2,43,1.2403,2.4275763
3,DE,6,5,38,1.2403,2.4275763
3,DE,6,6,38,1.2403,2.4275763
3,DE,4,1,40,1.2403,2.4275763
3,DE,5,6,40,1.2403,2.4275763
3,DE,4,2,888,1.2403,2.4275763
3,DE,4,5,25,1.2403,2.4275763
3,DE,3,7,15,1.2403,2.4275763
3,DE,0,4,38,1.2403,2.4275763
3,DE,2,1,45,1.2403,2.4275763
3,DE,4,5,40,1.2403,2.4275763
3,DE,7,6,45,1.2403,2.4275763
3,DE,0,6,20,1.2403,2.4275763
3,DE,4,5,41,1.2403,2.4275763
3,DE,0,7,666,1.2403,2.4275763
3,DE,3,6,10,1.2403,2.4275763
3,DE,7,3,70,1.2403,2.4275763
3,DE,4,5,84,1.2403,2.4275763
3,DE,3,6,50,1.2403,2.4275763
3,DE,7,2,36,1.2403,2.4275763
3,DE,7,2,30,1.2403,2.4275763
3,DE,7,6,45,1.2403,2.4275763
3,DE,4,3,666,1.2403,2.4275763
3,DE,3,3,50,1.2403,2.4275763
3,DE,6,3,25,1.2403,2.4275763
3,DE,7,6,39,1.2403,2.4275763
3,DE,7,2,888,1.2403,2.4275763
3,DE,4,2,888,1.2403,2.4275763
3,DE,4,4,20,1.2403,2.4275763
3,DE,2,7,39,1.2403,2.4275763
3,DE,3,3,25,1.2403,2.4275763
3,DE,4,3,36,1.2403,2.4275763
3,DE,4,5,25,1.2403,2.4275763
3,DE,5,2,40,1.2403,2.4275763
3,DE,6,2,15,1.2403,2.4275763
3,DE,6,5,666,1.2403,2.4275763
3,DE,6,2,20,1.2403,2.4275763
3,DE,5,4,38,1.2403,2.4275763
3,DE,5,7,23,1.2403,2.4275763
3,DE,2,6,50,1.2403,2.4275763
3,DE,4,6,40,1.2403,2.4275763
3,DE,5,6,30,1.2403,2.4275763
3,DE,5,6,20,1.2403,2.4275763
3,DE,1,5,50,1.2403,2.4275763
3,DE,5,6,40,1.2403,2.4275763
3,DE,6,6,42,1.2403,2.4275763
3,DE,3,7,43,1.2403,2.4275763
3,DE,4,2,45,1.2403,2.4275763
3,DE,6,5,30,1.2403,2.4275763
3,DE,0,5,666,1.2403,2.4275763
3,DE,2,6,666,1.2403,2.4275763
3,DE,3,5,35,1.2403,2.4275763
3,DE,4,5,31,1.2403,2.4275763
3,DE,1,6,666,1.2403,2.4275763
3,DE,7,4,25,1.2403,2.4275763
3,DE,1,6,33,1.2403,2.4275763
3,DE,5,6,30,1.2403,2.4275763
3,DE,6,3,40,1.2403,2.4275763
3,DE,3,6,30,1.2403,2.4275763
3,DE,2,5,55,1.2403,2.4275763
3,DE,4,4,58,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,3,7,888,1.2403,2.4275763
3,DE,5,4,45,1.2403,2.4275763
3,DE,1,4,47,1.2403,2.4275763
3,DE,7,3,42,1.2403,2.4275763
3,DE,6,3,9,1.2403,2.4275763
3,DE,3,4,45,1.2403,2.4275763
3,DE,5,4,45,1.2403,2.4275763
3,DE,7,5,42,1.2403,2.4275763
3,DE,5,4,35,1.2403,2.4275763
3,DE,6,3,35,1.2403,2.4275763
3,DE,5,3,30,1.2403,2.4275763
3,DE,4,5,20,1.2403,2.4275763
3,DE,6,4,40,1.2403,2.4275763
3,DE,2,3,40,1.2403,2.4275763
3,DE,5,3,666,1.2403,2.4275763
3,DE,7,2,666,1.2403,2.4275763
3,DE,7,1,666,1.2403,2.4275763
3,DE,6,3,45,1.2403,2.4275763
3,DE,6,2,666,1.2403,2.4275763
3,DE,3,4,40,1.2403,2.4275763
3,DE,7,5,666,1.2403,2.4275763
3,DE,5,2,37,1.2403,2.4275763
3,DE,5,6,39,1.2403,2.4275763
3,DE,2,1,24,1.2403,2.4275763
3,DE,7,4,39,1.2403,2.4275763
3,DE,6,5,46,1.2403,2.4275763
3,DE,7,5,38,1.2403,2.4275763
3,DE,5,6,777,1.2403,2.4275763
3,DE,2,4,40,1.2403,2.4275763
3,DE,5,5,0,1.2403,2.4275763
3,DE,7,5,777,1.2403,2.4275763
3,DE,3,5,39,1.2403,2.4275763
3,DE,6,4,50,1.2403,2.4275763
3,DE,4,4,55,1.2403,2.4275763
3,DE,2,6,666,1.2403,2.4275763
3,DE,5,6,666,1.2403,2.4275763
3,DE,5,4,20,1.2403,2.4275763
3,DE,3,5,50,1.2403,2.4275763
3,DE,3,3,0,1.2403,2.4275763
3,DE,7,6,46,1.2403,2.4275763
3,DE,2,3,60,1.2403,2.4275763
3,DE,0,3,30,1.2403,2.4275763
3,DE,2,6,10,1.2403,2.4275763
3,DE,2,5,80,1.2403,2.4275763
3,DE,0,4,20,1.2403,2.4275763
3,DE,1,4,27,1.2403,2.4275763
3,DE,3,2,25,1.2403,2.4275763
3,DE,6,7,20,1.2403,2.4275763
3,DE,7,2,40,1.2403,2.4275763
3,DE,0,3,45,1.2403,2.4275763
3,DE,2,7,10,1.2403,2.4275763
3,DE,1,7,40,1.2403,2.4275763
3,DE,5,4,50,1.2403,2.4275763
3,DE,2,4,42,1.2403,2.4275763
3,DE,4,5,42,1.2403,2.4275763
3,DE,4,4,50,1.2403,2.4275763
3,DE,3,6,40,1.2403,2.4275763
3,DE,2,6,39,1.2403,2.4275763
3,DE,4,6,40,1.2403,2.4275763
3,DE,4,3,8,1.2403,2.4275763
3,DE,6,4,666,1.2403,2.4275763
3,DE,4,7,30,1.2403,2.4275763
3,DE,5,1,888,1.2403,2.4275763
3,DE,2,6,43,1.2403,2.4275763
3,DE,6,5,40,1.2403,2.4275763
3,DE,2,4,84,1.2403,2.4275763
3,DE,0,7,40,1.2403,2.4275763
3,DE,6,5,15,1.2403,2.4275763
3,DE,6,4,50,1.2403,2.4275763
3,DE,2,6,65,1.2403,2.4275763
3,DE,2,3,45,1.2403,2.4275763
3,DE,2,5,39,1.2403,2.4275763
3,DE,4,6,50,1.2403,2.4275763
3,DE,1,2,65,1.2403,2.4275763
3,DE,5,6,55,1.2403,2.4275763
3,DE,5,4,50,1.2403,2.4275763
3,DE,2,5,34,1.2403,2.4275763
3,DE,2,2,35,1.2403,2.4275763
3,DE,2,4,10,1.2403,2.4275763
3,DE,3,7,50,1.2403,2.4275763
3,DE,6,3,45,1.2403,2.4275763
3,DE,2,4,41,1.2403,2.4275763
3,DE,7,5,0,1.2403,2.4275763
3,DE,2,5,70,1.2403,2.4275763
3,DE,1,6,60,1.2403,2.4275763
3,DE,5,2,888,1.2403,2.4275763
3,DE,6,6,40,1.2403,2.4275763
3,DE,4,5,888,1.2403,2.4275763
3,DE,2,6,45,1.2403,2.4275763
3,DE,3,6,50,1.2403,2.4275763
3,DE,3,4,45,1.2403,2.4275763
3,DE,5,4,38,1.2403,2.4275763
3,DE,7,3,40,1.2403,2.4275763
3,DE,4,6,888,1.2403,2.4275763
3,DE,6,6,40,1.2403,2.4275763
3,DE,3,3,40,1.2403,2.4275763
3,DE,1,7,39,1.2403,2.4275763
3,DE,6,4,32,1.2403,2.4275763
3,DE,4,4,42,1.2403,2.4275763
3,DE,3,7,50,1.2403,2.4275763
3,DE,3,4,45,1.2403,2.4275763
3,DE,3,6,50,1.2403,2.4275763
3,DE,2,5,40,1.2403,2.4275763
3,DE,4,6,50,1.2403,2.4275763
3,DE,4,4,38,1.2403,2.4275763
3,DE,3,4,26,1.2403,2.4275763
3,DE,4,6,42,1.2403,2.4275763
3,DE,3,6,60,1.2403,2.4275763
3,DE,6,2,75,1.2403,2.4275763
3,DE,1,4,45,1.2403,2.4275763
3,DE,3,3,60,1.2403,2.4275763
3,DE,7,7,18,1.2403,2.4275763
3,DE,5,3,20,1.2403,2.4275763
3,DE,7,2,38,1.2403,2.4275763
3,DE,0,5,40,1.2403,2.4275763
3,DE,6,4,75,1.2403,2.4275763
3,DE,0,5,40,1.2403,2.4275763
3,DE,3,7,50,1.2403,2.4275763
3,DE,6,4,45,1.2403,2.4275763
3,DE,5,5,30,1.2403,2.4275763
3,DE,7,7,50,1.2403,2.4275763
3,DE,0,6,45,1.2403,2.4275763
3,DE,3,6,22,1.2403,2.4275763
3,DE,2,6,25,1.2403,2.4275763
3,DE,6,5,8,1.2403,2.4275763
3,DE,6,6,12,1.2403,2.4275763
3,DE,1,7,16,1.2403,2.4275763
3,DE,5,4,45,1.2403,2.4275763
3,DE,7,5,35,1.2403,2.4275763
3,DE,5,2,40,1.2403,2.4275763
3,DE,6,4,39,1.2403,2.4275763
3,DE,6,4,20,1.2403,2.4275763
3,DE,6,2,4,1.2403,2.4275763
3,DE,3,7,25,1.2403,2.4275763
3,DE,7,2,12,1.2403,2.4275763
3,DE,3,6,50,1.2403,2.4275763
3,DE,7,2,40,1.2403,2.4275763
3,DE,7,4,11,1.2403,2.4275763
3,DE,6,7,10,1.2403,2.4275763
3,DE,5,4,52,1.2403,2.4275763
3,DE,2,4,50,1.2403,2.4275763
3,DE,6,5,40,1.2403,2.4275763
3,DE,6,1,20,1.2403,2.4275763
3,DE,7,6,888,1.2403,2.4275763
3,DE,1,6,47,1.2403,2.4275763
3,DE,2,5,32,1.2403,2.4275763
3,DE,2,4,888,1.2403,2.4275763
3,DE,3,6,2,1.2403,2.4275763
3,DE,0,6,50,1.2403,2.4275763
3,DE,2,2,888,1.2403,2.4275763
3,DE,2,6,39,1.2403,2.4275763
