essround,cntry,tvtot,sclmeet,wkhtot,dweight,pweight
3,SK,3,5,41,1,0.25452277
3,SK,3,5,40,1,0.25452277
3,SK,0,6,48,1,0.25452277
3,SK,3,2,45,1,0.25452277
3,SK,4,6,48,1,0.25452277
3,SK,5,6,666,1,0.25452277
3,SK,6,6,50,1,0.25452277
3,SK,2,3,48,1,0.25452277
3,SK,2,7,44,1,0.25452277
3,SK,5,7,666,1,0.25452277
3,SK,3,4,48,1,0.25452277
3,SK,5,7,60,1,0.25452277
3,SK,6,7,40,1,0.25452277
3,SK,4,5,50,1,0.25452277
3,SK,7,7,999,1,0.25452277
3,SK,5,7,18,1,0.25452277
3,SK,2,5,42,1,0.25452277
3,SK,0,7,888,1,0.25452277
3,SK,7,6,48,1,0.25452277
3,SK,4,5,42,1,0.25452277
3,SK,7,7,888,1,0.25452277
3,SK,3,4,888,1,0.25452277
3,SK,7,5,48,1,0.25452277
3,SK,1,6,30,1,0.25452277
3,SK,3,4,50,1,0.25452277
3,SK,4,6,40,1,0.25452277
3,SK,4,6,40,1,0.25452277
3,SK,4,2,40,1,0.25452277
3,SK,7,7,40,1,0.25452277
3,SK,2,5,20,1,0.25452277
3,SK,7,2,40,1,0.25452277
3,SK,1,4,42,1,0.25452277
3,SK,4,6,25,1,0.25452277
3,SK,7,6,42,1,0.25452277
3,SK,4,5,42,1,0.25452277
3,SK,4,7,60,1,0.25452277
3,SK,7,2,888,1,0.25452277
3,SK,6,3,42,1,0.25452277
3,SK,0,6,50,1,0.25452277
3,SK,4,5,666,1,0.25452277
3,SK,1,7,40,1,0.25452277
3,SK,7,7,888,1,0.25452277
3,SK,0,5,40,1,0.25452277
3,SK,4,4,40,1,0.25452277
3,SK,3,3,40,1,0.25452277
3,SK,6,6,45,1,0.25452277
3,SK,6,6,40,1,0.25452277
3,SK,5,6,40,1,0.25452277
3,SK,7,3,50,1,0.25452277
3,SK,3,7,45,1,0.25452277
3,SK,2,3,888,1,0.25452277
3,SK,4,6,666,1,0.25452277
3,SK,6,6,52,1,0.25452277
3,SK,5,4,55,1,0.25452277
3,SK,7,3,999,1,0.25452277
3,SK,2,5,50,1,0.25452277
3,SK,3,7,50,1,0.25452277
3,SK,1,7,666,1,0.25452277
3,SK,6,7,62,1,0.25452277
3,SK,2,6,60,1,0.25452277
3,SK,2,4,65,1,0.25452277
3,SK,6,6,22,1,0.25452277
3,SK,4,3,888,1,0.25452277
3,SK,6,7,5,1,0.25452277
3,SK,2,6,60,1,0.25452277
3,SK,3,3,50,1,0.25452277
3,SK,4,7,0,1,0.25452277
3,SK,2,3,10,1,0.25452277
3,SK,0,5,40,1,0.25452277
3,SK,4,5,50,1,0.25452277
3,SK,5,7,666,1,0.25452277
3,SK,4,6,666,1,0.25452277
3,SK,5,7,42,1,0.25452277
3,SK,7,7,42,1,0.25452277
3,SK,4,6,888,1,0.25452277
3,SK,7,5,42,1,0.25452277
3,SK,6,4,50,1,0.25452277
3,SK,2,2,40,1,0.25452277
3,SK,2,6,45,1,0.25452277
3,SK,6,4,50,1,0.25452277
3,SK,2,3,40,1,0.25452277
3,SK,0,3,40,1,0.25452277
3,SK,2,3,40,1,0.25452277
3,SK,6,3,80,1,0.25452277
3,SK,2,6,999,1,0.25452277
3,SK,4,5,40,1,0.25452277
3,SK,6,3,40,1,0.25452277
3,SK,7,7,50,1,0.25452277
3,SK,3,2,50,1,0.25452277
3,SK,7,6,44,1,0.25452277
3,SK,4,7,60,1,0.25452277
3,SK,2,5,50,1,0.25452277
3,SK,2,3,70,1,0.25452277
3,SK,2,4,60,1,0.25452277
3,SK,2,4,65,1,0.25452277
3,SK,4,4,60,1,0.25452277
3,SK,5,99,60,1,0.25452277
3,SK,4,7,40,1,0.25452277
3,SK,2,6,40,1,0.25452277
3,SK,4,4,40,1,0.25452277
3,SK,7,7,30,1,0.25452277
3,SK,4,6,40,1,0.25452277
3,SK,5,1,40,1,0.25452277
3,SK,7,5,50,1,0.25452277
3,SK,7,4,50,1,0.25452277
3,SK,4,2,40,1,0.25452277
3,SK,2,6,60,1,0.25452277
3,SK,4,4,48,1,0.25452277
3,SK,6,5,15,1,0.25452277
3,SK,2,7,666,1,0.25452277
3,SK,7,6,50,1,0.25452277
3,SK,4,7,30,1,0.25452277
3,SK,3,7,40,1,0.25452277
3,SK,7,7,40,1,0.25452277
3,SK,7,5,40,1,0.25452277
3,SK,6,4,40,1,0.25452277
3,SK,1,1,40,1,0.25452277
3,SK,1,5,40,1,0.25452277
3,SK,5,7,666,1,0.25452277
3,SK,4,7,45,1,0.25452277
3,SK,5,5,8,1,0.25452277
3,SK,3,6,43,1,0.25452277
3,SK,5,7,35,1,0.25452277
3,SK,3,6,43,1,0.25452277
3,SK,4,6,666,1,0.25452277
3,SK,7,1,40,1,0.25452277
3,SK,4,3,50,1,0.25452277
3,SK,3,4,50,1,0.25452277
3,SK,4,4,45,1,0.25452277
3,SK,4,4,45,1,0.25452277
3,SK,5,4,38,1,0.25452277
3,SK,7,4,42,1,0.25452277
3,SK,3,4,40,1,0.25452277
3,SK,3,4,45,1,0.25452277
3,SK,6,4,45,1,0.25452277
3,SK,3,3,40,1,0.25452277
3,SK,5,6,60,1,0.25452277
3,SK,5,4,40,1,0.25452277
3,SK,7,6,666,1,0.25452277
3,SK,4,3,666,1,0.25452277
3,SK,3,6,55,1,0.25452277
3,SK,3,7,40,1,0.25452277
3,SK,2,5,9,1,0.25452277
3,SK,6,6,13,1,0.25452277
3,SK,0,6,45,1,0.25452277
3,SK,7,7,999,1,0.25452277
3,SK,5,4,70,1,0.25452277
3,SK,5,3,40,1,0.25452277
3,SK,6,6,42,1,0.25452277
3,SK,2,7,72,1,0.25452277
3,SK,6,5,8.5,1,0.25452277
3,SK,4,6,60,1,0.25452277
3,SK,6,3,58,1,0.25452277
3,SK,4,3,16,1,0.25452277
3,SK,4,5,36,1,0.25452277
3,SK,6,4,37,1,0.25452277
3,SK,7,7,45,1,0.25452277
3,SK,2,7,41,1,0.25452277
3,SK,4,5,42,1,0.25452277
3,SK,6,5,42,1,0.25452277
3,SK,7,6,888,1,0.25452277
3,SK,2,5,38,1,0.25452277
3,SK,4,7,16,1,0.25452277
3,SK,7,6,62,1,0.25452277
3,SK,4,5,666,1,0.25452277
3,SK,6,4,70,1,0.25452277
3,SK,4,7,666,1,0.25452277
3,SK,1,4,47,1,0.25452277
3,SK,6,5,48,1,0.25452277
3,SK,2,2,54,1,0.25452277
3,SK,5,5,40,1,0.25452277
3,SK,7,5,48,1,0.25452277
3,SK,7,5,37,1,0.25452277
3,SK,7,7,50,1,0.25452277
3,SK,7,7,666,1,0.25452277
3,SK,2,7,999,1,0.25452277
3,SK,7,7,50,1,0.25452277
3,SK,2,6,42,1,0.25452277
3,SK,4,5,45,1,0.25452277
3,SK,7,6,72,1,0.25452277
3,SK,6,5,666,1,0.25452277
3,SK,2,2,40,1,0.25452277
3,SK,2,6,60,1,0.25452277
3,SK,3,4,40,1,0.25452277
3,SK,4,6,40,1,0.25452277
3,SK,4,7,44,1,0.25452277
3,SK,5,2,42.5,1,0.25452277
3,SK,5,4,48,1,0.25452277
3,SK,7,7,0,1,0.25452277
3,SK,1,6,0,1,0.25452277
3,SK,4,6,38,1,0.25452277
3,SK,6,2,888,1,0.25452277
3,SK,2,4,48,1,0.25452277
3,SK,2,6,0,1,0.25452277
3,SK,3,6,0,1,0.25452277
3,SK,1,6,10,1,0.25452277
3,SK,2,4,0,1,0.25452277
3,SK,4,4,8,1,0.25452277
3,SK,2,5,10,1,0.25452277
3,SK,6,6,55,1,0.25452277
3,SK,5,3,40,1,0.25452277
3,SK,7,7,42,1,0.25452277
3,SK,2,4,50,1,0.25452277
3,SK,3,4,999,1,0.25452277
3,SK,2,6,42,1,0.25452277
3,SK,0,7,666,1,0.25452277
3,SK,2,7,666,1,0.25452277
3,SK,7,4,888,1,0.25452277
3,SK,3,2,888,1,0.25452277
3,SK,7,6,40,1,0.25452277
3,SK,6,5,3,1,0.25452277
3,SK,7,6,666,1,0.25452277
3,SK,5,4,26,1,0.25452277
3,SK,3,4,40,1,0.25452277
3,SK,3,6,20,1,0.25452277
3,SK,0,4,42,1,0.25452277
3,SK,7,6,42,1,0.25452277
3,SK,7,5,42,1,0.25452277
3,SK,4,7,666,1,0.25452277
3,SK,1,7,666,1,0.25452277
3,SK,3,6,666,1,0.25452277
3,SK,6,88,40,1,0.25452277
3,SK,5,5,45,1,0.25452277
3,SK,3,88,888,1,0.25452277
3,SK,4,2,50,1,0.25452277
3,SK,3,4,38,1,0.25452277
3,SK,6,6,41,1,0.25452277
3,SK,2,77,999,1,0.25452277
3,SK,3,4,42,1,0.25452277
3,SK,6,2,48,1,0.25452277
3,SK,4,5,10,1,0.25452277
3,SK,7,6,7,1,0.25452277
3,SK,6,5,43,1,0.25452277
3,SK,6,5,888,1,0.25452277
3,SK,4,7,60,1,0.25452277
3,SK,1,7,666,1,0.25452277
3,SK,2,6,40,1,0.25452277
3,SK,3,6,55,1,0.25452277
3,SK,1,3,48,1,0.25452277
3,SK,4,6,70,1,0.25452277
3,SK,4,5,4,1,0.25452277
3,SK,6,5,60,1,0.25452277
3,SK,2,6,40,1,0.25452277
3,SK,4,7,40,1,0.25452277
3,SK,6,2,42.5,1,0.25452277
3,SK,5,2,666,1,0.25452277
3,SK,5,3,55,1,0.25452277
3,SK,7,4,42,1,0.25452277
3,SK,7,6,42,1,0.25452277
3,SK,2,6,60,1,0.25452277
3,SK,3,6,40,1,0.25452277
3,SK,4,5,42,1,0.25452277
3,SK,4,4,38,1,0.25452277
3,SK,7,7,48,1,0.25452277
3,SK,5,6,999,1,0.25452277
3,SK,6,6,50,1,0.25452277
3,SK,5,3,999,1,0.25452277
3,SK,2,6,666,1,0.25452277
3,SK,4,7,666,1,0.25452277
3,SK,3,2,45,1,0.25452277
3,SK,4,4,45,1,0.25452277
3,SK,7,6,666,1,0.25452277
3,SK,6,7,40,1,0.25452277
3,SK,5,7,999,1,0.25452277
3,SK,7,7,45,1,0.25452277
3,SK,3,7,666,1,0.25452277
3,SK,5,6,50,1,0.25452277
3,SK,3,4,42,1,0.25452277
3,SK,3,6,40,1,0.25452277
3,SK,7,7,42,1,0.25452277
3,SK,4,6,40,1,0.25452277
3,SK,6,7,50,1,0.25452277
3,SK,3,7,48,1,0.25452277
3,SK,3,5,40,1,0.25452277
3,SK,2,4,70,1,0.25452277
3,SK,4,4,37,1,0.25452277
3,SK,1,5,7,1,0.25452277
3,SK,2,6,999,1,0.25452277
3,SK,2,5,50,1,0.25452277
3,SK,3,6,48,1,0.25452277
3,SK,2,4,50,1,0.25452277
3,SK,3,6,666,1,0.25452277
3,SK,5,6,666,1,0.25452277
3,SK,2,6,45,1,0.25452277
3,SK,1,4,45,1,0.25452277
3,SK,1,4,48,1,0.25452277
3,SK,6,7,40,1,0.25452277
3,SK,4,7,28,1,0.25452277
3,SK,4,4,42,1,0.25452277
3,SK,5,6,42,1,0.25452277
3,SK,3,4,45,1,0.25452277
3,SK,2,6,666,1,0.25452277
3,SK,5,7,999,1,0.25452277
3,SK,4,5,50,1,0.25452277
3,SK,5,4,80,1,0.25452277
3,SK,5,5,40,1,0.25452277
3,SK,6,5,37.5,1,0.25452277
3,SK,4,3,40,1,0.25452277
3,SK,6,5,42,1,0.25452277
3,SK,5,6,40,1,0.25452277
3,SK,5,7,40,1,0.25452277
3,SK,3,4,48,1,0.25452277
3,SK,7,7,999,1,0.25452277
3,SK,2,6,666,1,0.25452277
3,SK,3,4,50,1,0.25452277
3,SK,6,4,50,1,0.25452277
3,SK,2,5,40,1,0.25452277
3,SK,7,5,54,1,0.25452277
3,SK,5,6,50,1,0.25452277
3,SK,2,3,43,1,0.25452277
3,SK,4,5,0,1,0.25452277
3,SK,3,5,666,1,0.25452277
3,SK,6,4,37.5,1,0.25452277
3,SK,3,6,888,1,0.25452277
3,SK,7,4,38,1,0.25452277
3,SK,4,4,999,1,0.25452277
3,SK,2,6,47,1,0.25452277
3,SK,7,4,40,1,0.25452277
3,SK,6,4,46,1,0.25452277
3,SK,3,7,666,1,0.25452277
3,SK,5,4,40,1,0.25452277
3,SK,5,4,40,1,0.25452277
3,SK,5,2,16,1,0.25452277
3,SK,4,3,41,1,0.25452277
3,SK,4,5,40,1,0.25452277
3,SK,7,7,45,1,0.25452277
3,SK,7,7,0,1,0.25452277
3,SK,2,4,42,1,0.25452277
3,SK,5,6,999,1,0.25452277
3,SK,2,2,999,1,0.25452277
3,SK,4,4,50,1,0.25452277
3,SK,2,2,40,1,0.25452277
3,SK,6,1,40,1,0.25452277
3,SK,2,7,666,1,0.25452277
3,SK,5,7,666,1,0.25452277
3,SK,0,5,72,1,0.25452277
3,SK,4,7,40,1,0.25452277
3,SK,4,5,888,1,0.25452277
3,SK,6,5,50,1,0.25452277
3,SK,7,6,888,1,0.25452277
3,SK,5,6,40,1,0.25452277
3,SK,4,99,60,1,0.25452277
3,SK,6,5,888,1,0.25452277
3,SK,6,6,40,1,0.25452277
3,SK,7,4,60,1,0.25452277
3,SK,6,6,50,1,0.25452277
3,SK,7,4,40,1,0.25452277
3,SK,7,2,44,1,0.25452277
3,SK,6,7,30,1,0.25452277
3,SK,4,6,50,1,0.25452277
3,SK,3,4,10,1,0.25452277
3,SK,4,7,666,1,0.25452277
3,SK,6,3,40,1,0.25452277
3,SK,5,7,42,1,0.25452277
3,SK,1,6,60,1,0.25452277
3,SK,2,6,45,1,0.25452277
3,SK,3,6,50,1,0.25452277
3,SK,3,7,40,1,0.25452277
3,SK,1,4,45,1,0.25452277
3,SK,7,7,999,1,0.25452277
3,SK,1,4,45,1,0.25452277
3,SK,7,3,48,1,0.25452277
3,SK,2,6,59,1,0.25452277
3,SK,5,7,666,1,0.25452277
3,SK,2,6,666,1,0.25452277
3,SK,4,2,40,1,0.25452277
3,SK,0,3,42,1,0.25452277
3,SK,2,7,666,1,0.25452277
3,SK,5,2,37,1,0.25452277
3,SK,2,7,40,1,0.25452277
3,SK,3,6,40,1,0.25452277
3,SK,3,3,50,1,0.25452277
3,SK,6,6,30,1,0.25452277
3,SK,7,7,666,1,0.25452277
3,SK,3,4,54,1,0.25452277
3,SK,7,1,42,1,0.25452277
3,SK,4,3,24,1,0.25452277
3,SK,1,7,20,1,0.25452277
3,SK,4,2,25,1,0.25452277
3,SK,5,7,888,1,0.25452277
3,SK,4,1,48,1,0.25452277
3,SK,2,5,888,1,0.25452277
3,SK,4,2,80,1,0.25452277
3,SK,4,5,45,1,0.25452277
3,SK,3,4,42,1,0.25452277
3,SK,4,6,48,1,0.25452277
3,SK,7,7,43,1,0.25452277
3,SK,7,6,43,1,0.25452277
3,SK,6,6,20,1,0.25452277
3,SK,1,7,42,1,0.25452277
3,SK,7,6,50,1,0.25452277
3,SK,0,4,52,1,0.25452277
3,SK,6,2,48,1,0.25452277
3,SK,4,4,40,1,0.25452277
3,SK,7,4,20,1,0.25452277
3,SK,7,6,50,1,0.25452277
3,SK,4,2,999,1,0.25452277
3,SK,7,7,888,1,0.25452277
3,SK,5,3,888,1,0.25452277
3,SK,4,6,45,1,0.25452277
3,SK,6,7,40,1,0.25452277
3,SK,7,1,20,1,0.25452277
3,SK,4,3,55,1,0.25452277
3,SK,6,4,40,1,0.25452277
3,SK,7,5,40,1,0.25452277
3,SK,6,7,45,1,0.25452277
3,SK,7,7,0,1,0.25452277
3,SK,7,3,52,1,0.25452277
3,SK,7,7,48,1,0.25452277
3,SK,7,4,60,1,0.25452277
3,SK,5,3,55,1,0.25452277
3,SK,6,6,38,1,0.25452277
3,SK,2,5,55,1,0.25452277
3,SK,6,7,38,1,0.25452277
3,SK,3,5,38,1,0.25452277
3,SK,1,3,40,1,0.25452277
3,SK,4,6,666,1,0.25452277
3,SK,4,3,37.5,1,0.25452277
3,SK,2,4,40,1,0.25452277
3,SK,4,5,50,1,0.25452277
3,SK,6,7,666,1,0.25452277
3,SK,7,7,46,1,0.25452277
3,SK,6,7,666,1,0.25452277
3,SK,7,2,60,1,0.25452277
3,SK,6,7,666,1,0.25452277
3,SK,4,3,50,1,0.25452277
3,SK,7,7,50,1,0.25452277
3,SK,2,7,50,1,0.25452277
3,SK,6,3,888,1,0.25452277
3,SK,7,4,55,1,0.25452277
3,SK,0,6,43,1,0.25452277
3,SK,2,6,50,1,0.25452277
3,SK,1,2,50,1,0.25452277
3,SK,7,2,40,1,0.25452277
3,SK,3,2,42,1,0.25452277
3,SK,6,2,40,1,0.25452277
3,SK,3,5,50,1,0.25452277
3,SK,2,5,50,1,0.25452277
3,SK,1,1,60,1,0.25452277
3,SK,0,1,70,1,0.25452277
3,SK,5,6,999,1,0.25452277
3,SK,2,5,45,1,0.25452277
3,SK,7,5,37,1,0.25452277
3,SK,7,1,42,1,0.25452277
3,SK,2,1,60,1,0.25452277
3,SK,4,2,37,1,0.25452277
3,SK,5,4,42,1,0.25452277
3,SK,7,4,0,1,0.25452277
3,SK,6,5,42,1,0.25452277
3,SK,6,5,40,1,0.25452277
3,SK,6,7,4,1,0.25452277
3,SK,0,4,999,1,0.25452277
3,SK,2,7,20,1,0.25452277
3,SK,3,4,45,1,0.25452277
3,SK,5,4,999,1,0.25452277
3,SK,5,3,12,1,0.25452277
3,SK,3,2,5,1,0.25452277
3,SK,99,4,0,1,0.25452277
3,SK,7,4,42,1,0.25452277
3,SK,6,6,30,1,0.25452277
3,SK,5,6,40,1,0.25452277
3,SK,7,7,999,1,0.25452277
3,SK,6,4,35,1,0.25452277
3,SK,2,4,40,1,0.25452277
3,SK,4,5,45,1,0.25452277
3,SK,3,6,666,1,0.25452277
3,SK,4,5,888,1,0.25452277
3,SK,3,4,60,1,0.25452277
3,SK,88,88,40,1,0.25452277
3,SK,2,4,40,1,0.25452277
3,SK,4,6,60,1,0.25452277
3,SK,2,6,777,1,0.25452277
3,SK,3,4,38,1,0.25452277
3,SK,5,6,50,1,0.25452277
3,SK,6,5,999,1,0.25452277
3,SK,2,6,70,1,0.25452277
3,SK,4,7,40,1,0.25452277
3,SK,5,4,80,1,0.25452277
3,SK,6,7,60,1,0.25452277
3,SK,3,7,80,1,0.25452277
3,SK,5,6,70,1,0.25452277
3,SK,4,6,48,1,0.25452277
3,SK,3,6,60,1,0.25452277
3,SK,1,1,888,1,0.25452277
3,SK,3,2,60,1,0.25452277
3,SK,2,3,50,1,0.25452277
3,SK,2,2,55,1,0.25452277
3,SK,4,6,55,1,0.25452277
3,SK,7,3,42,1,0.25452277
3,SK,6,7,666,1,0.25452277
3,SK,6,7,60,1,0.25452277
3,SK,2,7,666,1,0.25452277
3,SK,3,6,999,1,0.25452277
3,SK,7,3,61,1,0.25452277
3,SK,3,7,666,1,0.25452277
3,SK,5,4,40,1,0.25452277
3,SK,3,4,666,1,0.25452277
3,SK,6,6,45,1,0.25452277
3,SK,4,5,30,1,0.25452277
3,SK,2,4,999,1,0.25452277
3,SK,7,6,50,1,0.25452277
3,SK,3,5,42,1,0.25452277
3,SK,2,3,8,1,0.25452277
3,SK,3,3,37,1,0.25452277
3,SK,7,2,42.5,1,0.25452277
3,SK,5,5,42.5,1,0.25452277
3,SK,7,4,48,1,0.25452277
3,SK,5,4,999,1,0.25452277
3,SK,2,1,666,1,0.25452277
3,SK,4,7,666,1,0.25452277
3,SK,6,7,666,1,0.25452277
3,SK,6,1,999,1,0.25452277
3,SK,7,2,72,1,0.25452277
3,SK,7,7,666,1,0.25452277
3,SK,4,4,8,1,0.25452277
3,SK,6,4,999,1,0.25452277
3,SK,5,4,999,1,0.25452277
3,SK,7,4,999,1,0.25452277
3,SK,7,4,48,1,0.25452277
3,SK,3,6,999,1,0.25452277
3,SK,7,7,666,1,0.25452277
3,SK,6,4,888,1,0.25452277
3,SK,4,3,55,1,0.25452277
3,SK,4,6,55,1,0.25452277
3,SK,3,5,40,1,0.25452277
3,SK,2,2,40,1,0.25452277
3,SK,2,2,40,1,0.25452277
3,SK,2,2,48,1,0.25452277
3,SK,4,2,4,1,0.25452277
3,SK,2,2,0,1,0.25452277
3,SK,2,4,40,1,0.25452277
3,SK,3,5,10,1,0.25452277
3,SK,6,6,6,1,0.25452277
3,SK,4,2,43,1,0.25452277
3,SK,6,4,48,1,0.25452277
3,SK,7,5,48,1,0.25452277
3,SK,3,5,42,1,0.25452277
3,SK,4,4,40,1,0.25452277
3,SK,4,6,42,1,0.25452277
3,SK,4,6,45,1,0.25452277
3,SK,4,5,45,1,0.25452277
3,SK,5,7,666,1,0.25452277
3,SK,7,6,55,1,0.25452277
3,SK,2,1,42,1,0.25452277
3,SK,4,7,42,1,0.25452277
3,SK,4,1,40,1,0.25452277
3,SK,7,7,50,1,0.25452277
3,SK,0,3,60,1,0.25452277
3,SK,7,5,43,1,0.25452277
3,SK,1,4,40,1,0.25452277
3,SK,2,6,45,1,0.25452277
3,SK,1,6,60,1,0.25452277
3,SK,3,6,45,1,0.25452277
3,SK,0,7,40,1,0.25452277
3,SK,7,2,30,1,0.25452277
3,SK,6,6,20,1,0.25452277
3,SK,7,7,48,1,0.25452277
3,SK,3,7,666,1,0.25452277
3,SK,1,6,666,1,0.25452277
3,SK,3,5,999,1,0.25452277
3,SK,7,88,43,1,0.25452277
3,SK,2,7,70,1,0.25452277
3,SK,5,3,70,1,0.25452277
3,SK,2,6,40,1,0.25452277
3,SK,2,7,666,1,0.25452277
3,SK,7,7,666,1,0.25452277
3,SK,4,6,48,1,0.25452277
3,SK,2,6,45,1,0.25452277
3,SK,5,5,65,1,0.25452277
3,SK,4,7,50,1,0.25452277
3,SK,4,5,42,1,0.25452277
3,SK,4,6,48,1,0.25452277
3,SK,4,6,70,1,0.25452277
3,SK,4,4,40,1,0.25452277
3,SK,1,7,58,1,0.25452277
3,SK,2,6,40,1,0.25452277
3,SK,7,6,72.5,1,0.25452277
3,SK,5,6,40,1,0.25452277
3,SK,6,6,666,1,0.25452277
3,SK,6,5,42,1,0.25452277
3,SK,4,7,48,1,0.25452277
3,SK,4,3,30,1,0.25452277
3,SK,6,2,25,1,0.25452277
3,SK,1,6,38,1,0.25452277
3,SK,4,4,40,1,0.25452277
3,SK,7,6,45,1,0.25452277
3,SK,4,4,40,1,0.25452277
3,SK,7,5,40,1,0.25452277
3,SK,7,4,50,1,0.25452277
3,SK,4,6,41,1,0.25452277
3,SK,6,7,42,1,0.25452277
3,SK,3,5,48,1,0.25452277
3,SK,4,2,40,1,0.25452277
3,SK,3,4,40,1,0.25452277
3,SK,1,5,60,1,0.25452277
3,SK,6,6,0,1,0.25452277
3,SK,5,7,0,1,0.25452277
3,SK,4,6,45,1,0.25452277
3,SK,5,7,10,1,0.25452277
3,SK,7,7,666,1,0.25452277
3,SK,4,7,10,1,0.25452277
3,SK,5,2,888,1,0.25452277
3,SK,2,6,888,1,0.25452277
3,SK,3,7,888,1,0.25452277
3,SK,2,6,888,1,0.25452277
3,SK,3,5,50,1,0.25452277
3,SK,6,6,50,1,0.25452277
3,SK,3,5,40,1,0.25452277
3,SK,4,7,666,1,0.25452277
3,SK,3,5,47,1,0.25452277
3,SK,6,6,40,1,0.25452277
3,SK,7,5,40,1,0.25452277
3,SK,3,5,42,1,0.25452277
3,SK,7,6,666,1,0.25452277
3,SK,6,7,999,1,0.25452277
3,SK,4,7,666,1,0.25452277
3,SK,7,2,10,1,0.25452277
3,SK,7,6,48,1,0.25452277
3,SK,7,7,666,1,0.25452277
3,SK,2,7,40,1,0.25452277
3,SK,3,5,48,1,0.25452277
3,SK,4,4,666,1,0.25452277
3,SK,2,4,50,1,0.25452277
3,SK,4,5,50,1,0.25452277
3,SK,3,6,666,1,0.25452277
3,SK,4,6,30,1,0.25452277
3,SK,5,2,51,1,0.25452277
3,SK,6,2,60,1,0.25452277
3,SK,3,6,0,1,0.25452277
3,SK,7,2,58,1,0.25452277
3,SK,3,6,40,1,0.25452277
3,SK,7,3,10,1,0.25452277
3,SK,3,7,30,1,0.25452277
3,SK,7,4,46,1,0.25452277
3,SK,1,4,42.5,1,0.25452277
3,SK,5,4,35,1,0.25452277
3,SK,6,6,45,1,0.25452277
3,SK,4,4,12,1,0.25452277
3,SK,5,7,666,1,0.25452277
3,SK,5,6,24,1,0.25452277
3,SK,3,7,666,1,0.25452277
3,SK,7,4,48,1,0.25452277
3,SK,7,7,42,1,0.25452277
3,SK,7,6,42,1,0.25452277
3,SK,4,7,40,1,0.25452277
3,SK,4,3,50,1,0.25452277
3,SK,4,3,46,1,0.25452277
3,SK,3,4,50,1,0.25452277
3,SK,99,5,50,1,0.25452277
3,SK,4,7,40,1,0.25452277
3,SK,4,6,666,1,0.25452277
3,SK,4,6,666,1,0.25452277
3,SK,3,3,10,1,0.25452277
3,SK,3,3,0,1,0.25452277
3,SK,2,2,4,1,0.25452277
3,SK,2,4,10,1,0.25452277
3,SK,4,4,0,1,0.25452277
3,SK,3,4,666,1,0.25452277
3,SK,0,7,48,1,0.25452277
3,SK,6,88,80,1,0.25452277
3,SK,2,4,48,1,0.25452277
3,SK,5,3,42.5,1,0.25452277
3,SK,1,7,666,1,0.25452277
3,SK,1,7,4,1,0.25452277
3,SK,3,5,10,1,0.25452277
3,SK,6,2,43,1,0.25452277
3,SK,3,7,999,1,0.25452277
3,SK,3,7,0,1,0.25452277
3,SK,1,3,5,1,0.25452277
3,SK,5,7,50,1,0.25452277
3,SK,7,5,999,1,0.25452277
3,SK,2,3,70,1,0.25452277
3,SK,5,7,50,1,0.25452277
3,SK,6,4,43,1,0.25452277
3,SK,5,5,40,1,0.25452277
3,SK,6,5,42,1,0.25452277
3,SK,4,7,40,1,0.25452277
3,SK,5,6,50,1,0.25452277
3,SK,0,5,50,1,0.25452277
3,SK,7,7,40,1,0.25452277
3,SK,3,7,48,1,0.25452277
3,SK,6,7,666,1,0.25452277
3,SK,2,3,20,1,0.25452277
3,SK,7,6,42,1,0.25452277
3,SK,7,4,23,1,0.25452277
3,SK,4,4,50,1,0.25452277
3,SK,7,6,43,1,0.25452277
3,SK,7,4,40,1,0.25452277
3,SK,7,4,40,1,0.25452277
3,SK,4,3,43,1,0.25452277
3,SK,4,7,666,1,0.25452277
3,SK,7,5,50,1,0.25452277
3,SK,6,4,50,1,0.25452277
3,SK,7,6,45,1,0.25452277
3,SK,3,7,666,1,0.25452277
3,SK,6,5,40,1,0.25452277
3,SK,2,3,40,1,0.25452277
3,SK,3,7,80,1,0.25452277
3,SK,4,7,666,1,0.25452277
3,SK,7,7,53,1,0.25452277
3,SK,5,7,666,1,0.25452277
3,SK,3,6,666,1,0.25452277
3,SK,2,5,40,1,0.25452277
3,SK,4,5,60,1,0.25452277
3,SK,6,99,65,1,0.25452277
3,SK,3,5,40,1,0.25452277
3,SK,3,2,888,1,0.25452277
3,SK,6,4,999,1,0.25452277
3,SK,3,6,45,1,0.25452277
3,SK,5,5,40,1,0.25452277
3,SK,5,3,999,1,0.25452277
3,SK,5,6,40,1,0.25452277
3,SK,4,2,888,1,0.25452277
3,SK,7,4,60,1,0.25452277
3,SK,3,6,888,1,0.25452277
3,SK,7,7,888,1,0.25452277
3,SK,3,6,40,1,0.25452277
3,SK,7,7,40,1,0.25452277
3,SK,6,5,60,1,0.25452277
3,SK,4,7,72,1,0.25452277
3,SK,7,4,40,1,0.25452277
3,SK,5,2,666,1,0.25452277
3,SK,5,5,20,1,0.25452277
3,SK,1,7,888,1,0.25452277
3,SK,7,3,666,1,0.25452277
3,SK,2,4,60,1,0.25452277
3,SK,4,5,50,1,0.25452277
3,SK,3,6,30,1,0.25452277
3,SK,7,7,666,1,0.25452277
3,SK,1,6,888,1,0.25452277
3,SK,2,5,888,1,0.25452277
3,SK,7,3,45,1,0.25452277
3,SK,5,4,42,1,0.25452277
3,SK,4,6,40,1,0.25452277
