STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,reason,Reason,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,ES,Spain,2022,,1.0,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,ES,Spain,2023,,1.4,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,ES,Spain,2024,,1.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,ES,Spain,2025,,1.3,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,0.7,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,,0.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,,0.8,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,0.9,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2007,European Union - 27 countries (2007-2013),2016,,0.7,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2007,European Union - 27 countries (2007-2013),2017,,0.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2007,European Union - 27 countries (2007-2013),2018,,0.9,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2007,European Union - 27 countries (2007-2013),2019,,0.9,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2016,,0.7,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2017,,0.5,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2018,,0.6,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2019,,0.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2020,,0.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2021,,0.8,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2022,,0.9,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2023,,1.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2024,,1.3,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU27_2020,European Union - 27 countries (from 2020),2025,,1.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU28,European Union - 28 countries (2013-2020),2016,,0.7,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU28,European Union - 28 countries (2013-2020),2017,,0.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU28,European Union - 28 countries (2013-2020),2018,,0.8,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,EU28,European Union - 28 countries (2013-2020),2019,,0.9,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2016,,2.5,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2017,,2.8,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2018,,3.8,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2019,,3.3,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2020,,4.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2021,,3.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2022,,5.7,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2023,,6.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2024,,7.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FI,Finland,2025,,6.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2016,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2017,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2018,,0.5,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2019,,0.5,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2020,,0.5,,b,break in time series,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2021,,1.0,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2022,,1.0,,b,break in time series,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2023,,1.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2024,,1.8,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,FR,France,2025,,1.4,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2016,,0.3,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2017,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2018,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2019,,0.4,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2020,,0.4,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2021,,0.4,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2022,,0.3,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2023,,0.2,,b,break in time series,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2024,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HR,Croatia,2025,,0.3,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2016,,0,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2017,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2018,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2019,,0.2,,b,break in time series,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2020,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2021,,0.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2022,,0.7,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2023,,0.4,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2024,,0.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,HU,Hungary,2025,,1.0,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2016,,0.9,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2017,,1.4,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2018,,0.9,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2019,,0.9,,b,break in time series,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2020,,1.1,,b,break in time series,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2021,,1.8,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2022,,1.9,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2023,,2.0,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2024,,2.7,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IE,Ireland,2025,,2.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IS,Iceland,2016,,0.9,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IS,Iceland,2017,,1.0,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IS,Iceland,2018,,0.8,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IS,Iceland,2019,,1.8,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IS,Iceland,2020,,0.9,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IT,Italy,2016,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IT,Italy,2017,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IT,Italy,2018,,0.3,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IT,Italy,2019,,0.3,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IT,Italy,2021,,0.6,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,WLIST,Waiting list,IT,Italy,2022,,0.5,,,,,
