STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,bmi,Body Mass Index,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,AT,Austria,2014,,45.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,AT,Austria,2019,,40.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,BE,Belgium,2014,,45.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,BE,Belgium,2019,,41.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,BG,Bulgaria,2014,,44.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,BG,Bulgaria,2019,,48.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,CY,Cyprus,2014,,43.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,CY,Cyprus,2019,,39.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,CZ,Czechia,2014,,42.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,CZ,Czechia,2019,,46.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,DE,Germany,2014,,44.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,DE,Germany,2019,,47.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,DK,Denmark,2014,,50.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,DK,Denmark,2019,,49.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,EE,Estonia,2014,,37.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,EE,Estonia,2019,,43.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,EL,Greece,2014,,38.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,EL,Greece,2019,,37.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,ES,Spain,2014,,42.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,ES,Spain,2019,,41.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2014,,45.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2019,,44.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2014,,44.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,FI,Finland,2014,,42.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,FI,Finland,2019,,38.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,FR,France,2014,,45.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,FR,France,2019,,45.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,HR,Croatia,2014,,37.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,HR,Croatia,2019,,27.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,HU,Hungary,2014,,41.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,HU,Hungary,2019,,35.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,IE,Ireland,2014,,45.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,IE,Ireland,2019,,,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,IS,Iceland,2014,,48.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,IS,Iceland,2019,,43.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,IT,Italy,2014,,50.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,IT,Italy,2019,,50.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,LT,Lithuania,2014,,43.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,LT,Lithuania,2019,,50.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,LU,Luxembourg,2014,,44.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,LU,Luxembourg,2019,,45.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,LV,Latvia,2014,,42.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,LV,Latvia,2019,,42.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,MT,Malta,2014,,36.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,MT,Malta,2019,,31.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,NL,Netherlands,2014,,47.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,NL,Netherlands,2019,,46.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,NO,Norway,2014,,54.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,NO,Norway,2019,,53.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,PL,Poland,2014,,42.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,PL,Poland,2019,,41.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,PT,Portugal,2014,,38.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,PT,Portugal,2019,,37.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,RO,Romania,2014,,44.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,RO,Romania,2019,,45.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,RS,Serbia,2019,,41.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,SE,Sweden,2014,,48.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,SE,Sweden,2019,,47.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,SI,Slovenia,2014,,36.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,SI,Slovenia,2019,,36.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,SK,Slovakia,2014,,40.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,SK,Slovakia,2019,,36.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,TR,Türkiye,2014,,36.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,TR,Türkiye,2019,,29.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,TOTAL,Total,UK,United Kingdom,2014,,37.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,AT,Austria,2014,,70.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,AT,Austria,2019,,55.7,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,BE,Belgium,2014,,73.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,BE,Belgium,2019,,54.8,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,BG,Bulgaria,2014,,69.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,BG,Bulgaria,2019,,70.3,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,CY,Cyprus,2014,,66.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,CY,Cyprus,2019,,,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,CZ,Czechia,2014,,80.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,CZ,Czechia,2019,,91.3,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,DE,Germany,2014,,66.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,DE,Germany,2019,,63.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,DK,Denmark,2014,,71.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,DK,Denmark,2019,,79.5,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,EE,Estonia,2014,,65.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,EE,Estonia,2019,,76.0,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,EL,Greece,2014,,78.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,EL,Greece,2019,,,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,ES,Spain,2014,,71.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,ES,Spain,2019,,66.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,EU27_2020,European Union - 27 countries (from 2020),2019,,65.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,EU28,European Union - 28 countries (2013-2020),2014,,69.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,FI,Finland,2014,,66.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,FI,Finland,2019,,59.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,FR,France,2014,,65.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,FR,France,2019,,47.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI18P5-24,Normal,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,Y15-19,From 15 to 19 years,HR,Croatia,2014,,73.6,,,,,
