STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,bmi,Body Mass Index,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,FR,France,2014,,10.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,FR,France,2019,,15.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,HR,Croatia,2014,,12.7,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,HR,Croatia,2019,,29.0,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,HU,Hungary,2014,,23.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,HU,Hungary,2019,,19.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,IE,Ireland,2014,,16.7,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,IE,Ireland,2019,,,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,IS,Iceland,2014,,25.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,IS,Iceland,2019,,28.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,IT,Italy,2014,,8.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,IT,Italy,2019,,9.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,LT,Lithuania,2014,,9.8,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,LT,Lithuania,2019,,8.9,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,LU,Luxembourg,2014,,16.0,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,LU,Luxembourg,2019,,25.2,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,LV,Latvia,2014,,14.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,LV,Latvia,2019,,8.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,MT,Malta,2014,,22.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,MT,Malta,2019,,25.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,NL,Netherlands,2014,,11.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,NL,Netherlands,2019,,20.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,NO,Norway,2014,,17.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,NO,Norway,2019,,14.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,PL,Poland,2014,,10.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,PL,Poland,2019,,8.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,PT,Portugal,2014,,12.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,PT,Portugal,2019,,17.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,RO,Romania,2014,,5.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,RO,Romania,2019,,5.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,RS,Serbia,2019,,17.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,SE,Sweden,2014,,19.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,SE,Sweden,2019,,18.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,SI,Slovenia,2014,,11.8,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,SI,Slovenia,2019,,18.3,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,SK,Slovakia,2014,,8.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,SK,Slovakia,2019,,14.2,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,TR,Türkiye,2014,,12.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,TR,Türkiye,2019,,13.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-34,From 25 to 34 years,UK,United Kingdom,2014,,20.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,AT,Austria,2014,,21.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,BE,Belgium,2014,,21.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,BG,Bulgaria,2014,,17.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,CY,Cyprus,2014,,18.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,CZ,Czechia,2014,,24.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,DE,Germany,2014,,23.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,DK,Denmark,2014,,27.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,EE,Estonia,2014,,22.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,EL,Greece,2014,,22.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,ES,Spain,2014,,22.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,EU27_2020,European Union - 27 countries (from 2020),2014,,19.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,EU28,European Union - 28 countries (2013-2020),2014,,20.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,FI,Finland,2014,,23.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,FR,France,2014,,20.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,HR,Croatia,2014,,28.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,HU,Hungary,2014,,28.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,IE,Ireland,2014,,26.3,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,IS,Iceland,2014,,27.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,IT,Italy,2014,,14.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,LT,Lithuania,2014,,21.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,LU,Luxembourg,2014,,25.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,LV,Latvia,2014,,21.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,MT,Malta,2014,,30.7,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,NL,Netherlands,2014,,16.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,NO,Norway,2014,,18.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,PL,Poland,2014,,21.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,PT,Portugal,2014,,22.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,RO,Romania,2014,,11.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,SE,Sweden,2014,,20.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,SI,Slovenia,2014,,28.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,SK,Slovakia,2014,,21.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,TR,Türkiye,2014,,27.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y25-64,From 25 to 64 years,UK,United Kingdom,2014,,28.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,AT,Austria,2014,,20.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,AT,Austria,2019,,26.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,BE,Belgium,2014,,20.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,BE,Belgium,2019,,27.4,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,BG,Bulgaria,2014,,14.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,BG,Bulgaria,2019,,14.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,CY,Cyprus,2014,,14.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,CY,Cyprus,2019,,19.0,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,CZ,Czechia,2014,,13.5,,u,low reliability,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,CZ,Czechia,2019,,32.8,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,DE,Germany,2014,,23.6,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,DE,Germany,2019,,19.5,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,DK,Denmark,2014,,35.2,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,DK,Denmark,2019,,22.1,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,EE,Estonia,2014,,18.9,,,,,
dataflow,ESTAT:HLTH_EHIS_BM1E(1.0),"Body mass index (BMI) by sex, age and educational attainment level",A,Annual,PC,Percentage,BMI_GE30,Obese,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",T,Total,Y35-44,From 35 to 44 years,EE,Estonia,2019,,22.4,,,,,
