essround,cntry,dweight,pweight,anweight,sclmeet,wkhtot
8,AT,0.852542,0.3703929,0.21600243,6,18
8,AT,0.578808,0.3703929,0.14745785,4,50
8,AT,1.024643,0.3703929,0.21457946,5,38
8,AT,0.82635325,0.3703929,0.42153254,5,42
8,AT,0.5143496,0.3703929,0.1620954,2,60
8,AT,1.760423,0.3703929,0.42680323,7,40
8,AT,0.5087625,0.3703929,0.12961294,3,50
8,AT,2.6832702,0.3703929,1.4815714,5,666
8,AT,0.46958333,0.3703929,0.26958087,4,40
8,AT,0.51173997,0.3703929,0.10196086,6,40
8,AT,3.4767869,0.3703929,0.6625429,6,666
8,AT,1.3148705,0.3703929,0.7167616,3,40
8,AT,0.47394663,0.3703929,0.14247084,4,30
8,AT,0.51173997,0.3703929,0.12007559,6,40
8,AT,1.2019782,0.3703929,0.38139775,4,40
8,AT,0.852542,0.3703929,0.21600243,2,40
8,AT,1.3680397,0.3703929,0.28163594,6,38
8,AT,0.99037504,0.3703929,0.37348688,5,40
8,AT,1.7115707,0.3703929,0.9848536,2,25
8,AT,1.1714828,0.3703929,0.38694128,6,40
8,AT,0.41317666,0.3703929,0.1327691,5,45
8,AT,3.1246157,0.3703929,1.1627047,4,42
8,AT,1.7849587,0.3703929,0.4351401,7,10
8,AT,1.0848502,0.3703929,0.2245689,4,30
8,AT,1.0683297,0.3703929,0.221149,4,30
8,AT,0.6850936,0.3703929,0.13643256,6,40
8,AT,0.9336193,0.3703929,0.26208943,5,50
8,AT,0.9257979,0.3703929,0.29176182,5,40
8,AT,1.1779996,0.3703929,0.28166136,3,30
8,AT,1.1779996,0.3703929,0.28166136,4,30
8,AT,0.5426262,0.3703929,0.1477742,6,30
8,AT,1.7572243,0.3703929,0.36799592,4,28
8,AT,1.271096,0.3703929,0.3331817,6,40
8,AT,0.8921038,0.3703929,0.16916701,6,43
8,AT,1.8684229,0.3703929,0.6003941,5,45
8,AT,0.49938372,0.3703929,0.14018907,5,40
8,AT,0.87705755,0.3703929,0.25808564,6,25
8,AT,0.77811545,0.3703929,0.6068767,4,40
8,AT,1.2456155,0.3703929,0.3583011,6,40
8,AT,1.8718839,0.3703929,1.080527,5,45
8,AT,1.296011,0.3703929,0.31420952,6,666
8,AT,2.0594413,0.3703929,0.521786,6,8
8,AT,0.7487535,0.3703929,0.21083476,3,40
