STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,frequenc,Frequency,acl00,Classification of activities for time use,deg_urb,Degree of urbanisation,hhcomp,Household composition,quant_inc,Income quantile,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2022,,88.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2015,,37.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2022,,46.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2015,,79.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2022,,86.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2015,,47.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2022,,58.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2015,,50.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2015,,38.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2022,,46.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2015,,55.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2022,,60.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2015,,83.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2022,,82.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2015,,65.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2022,,60.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,59.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2015,,38.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2022,,54.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2015,,46.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2022,,67.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2015,,80.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2022,,81.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2015,,65.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2022,,77.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2015,,60.6,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2022,,63.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2015,,46.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2015,,73.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2022,,82.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2015,,68.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2022,,70.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2015,,44.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2022,,37.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2015,,55.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2022,,68.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2015,,74.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2022,,82.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2015,,38.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2022,,56.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2015,,45.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2022,,63.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2015,,62.2,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2022,,68.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2015,,62.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2022,,63.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2015,,81.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2022,,86.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2015,,87.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2022,,86.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2015,,33.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2022,,58.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2015,,56.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2022,,58.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SK,Slovakia,2015,,66.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SK,Slovakia,2022,,77.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC523H,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,UK,United Kingdom,2015,,44.8,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AL,Albania,2022,,89.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AT,Austria,2015,,64.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AT,Austria,2022,,80.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2015,,68.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2022,,74.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2015,,82.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2022,,92.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2015,,49.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2022,,65.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2015,,76.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2022,,82.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2015,,58.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2022,,84.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2015,,64.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,NM12,Not in the last 12 months,AC525,Sports events,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2015,,59.4,,,,,
