STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,frequenc,Frequency,acl00,Classification of activities for time use,deg_urb,Degree of urbanisation,hhcomp,Household composition,quant_inc,Income quantile,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2022,,36.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2015,,36.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2022,,28.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2015,,40.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2022,,38.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2015,,41.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2015,,53.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2022,,43.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2015,,35.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2022,,35.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2015,,37.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2022,,27.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2015,,29.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2022,,34.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,34.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2015,,42.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2022,,46.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2015,,35.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2022,,33.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2015,,21.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2022,,21.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2015,,32.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2022,,30.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2015,,37.7,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2022,,43.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2015,,34.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2015,,26.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2022,,26.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2015,,43.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2022,,35.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2015,,31.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2022,,51.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2015,,39.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2022,,29.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2015,,27.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2022,,29.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2015,,39.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2022,,38.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2015,,38.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2022,,49.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2015,,39.4,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2022,,36.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2015,,35.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2022,,31.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2015,,17.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2022,,18.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2015,,18.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2022,,23.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2015,,42.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2022,,44.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2015,,28.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2022,,34.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SK,Slovakia,2015,,39.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SK,Slovakia,2022,,29.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,1-3,From 1 to 3 times,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,UK,United Kingdom,2015,,34.2,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AL,Albania,2022,,21.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AT,Austria,2015,,47.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AT,Austria,2022,,32.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2015,,50.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2022,,32.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2015,,21.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2022,,13.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2015,,62.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2022,,43.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2015,,30.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2022,,17.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2015,,47.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2022,,39.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2015,,46.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2015,,65.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2022,,52.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2015,,48.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2022,,41.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2015,,32.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2022,,26.4,,,,,
