Country Code,year,Expenditure,Completion Rate: Primary Education,Completion Rate: Lower Secondary Education,Completion Rate: Upper Secondary Education
LUX,2008,9.249144566593401,97.90761904761905,92.72,77.60000000000001
LUX,2009,9.198430699953931,98.22,96.44,81.95
LUX,2010,9.147716833314462,97.97047619047618,92.91,76.66
LUX,2011,9.097002966674992,98.00190476190477,92.54,76.5
LUX,2012,9.274550437927246,98.03333333333333,94.16,73.88
LUX,2013,8.995575233396053,98.06476190476191,94.3,79.9
LUX,2014,9.49374008178711,98.09619047619049,92.5,79.4
LUX,2015,9.334429740905762,98.12761904761905,93.89,71.28999999999999
LUX,2016,8.843433633477659,98.15904761904763,92.97,78.97999999999999
LUX,2017,8.446260452270508,98.1904761904762,93.4,78.03999999999999
LUX,2018,8.643280029296875,98.22190476190477,93.8,79.74
LUX,2019,8.676429748535156,98.25333333333334,94.07,79.11
LUX,2020,8.194990158081055,98.28476190476192,92.3,78.55
LUX,2021,8.690329551696777,98.26,96.52,78.79
LUX,2022,8.450380325317383,98.34761904761906,93.90950000000004,79.19199999999984
LUX,2023,8.488436567001372,,,
LUX,2024,8.437722700361903,,,
LUX,2025,8.387008833722433,,,
LVA,2000,14.60147953033447,98.53202941176468,97.06405882352934,76.23583823529361
LVA,2001,15.87751960754395,,,
LVA,2002,16.37018013000488,,,
LVA,2003,15.37675952911377,,,
LVA,2004,14.50181007385254,,,
LVA,2005,14.987949113477441,98.79724999999999,97.59449999999993,79.6577499999994
LVA,2006,13.91162967681885,99.385,98.77,81.41000000000001
LVA,2007,14.06704998016357,98.995,97.99,80.12
LVA,2008,14.76309967041016,98.435,96.87,80.99
LVA,2009,13.02513980865479,98.91,97.82,81.91000000000001
LVA,2010,11.8090295791626,98.855,97.71,81.92
LVA,2011,12.71531009674072,99.3,98.6,81.89
LVA,2012,17.73654937744141,98.985,97.97,85.75
LVA,2013,18.74402046203613,99.395,98.79,88.75
LVA,2014,13.97237014770508,98.855,97.71,88.53
LVA,2015,14.12740993499756,99.34,98.68,86.3
LVA,2016,12.89328956604004,99.61,99.22,85.0
LVA,2017,11.97128009796143,99.915,99.83,86.74
LVA,2018,11.15254020690918,99.265,98.53,90.3
LVA,2019,11.76817035675049,99.485,98.97,86.26
LVA,2020,11.71951961517334,99.53,99.06,91.03
LVA,2021,10.69342041015625,99.71,99.42,90.7
LVA,2022,9.921030044555664,99.69900000000003,99.39800000000002,91.29224999999974
LVA,2023,11.33365268817613,,,
LVA,2024,11.130636220103838,,,
LVA,2025,10.927619752031546,,,
MCO,2000,6.327899932861328,,,
MCO,2001,6.830596117008149,,,
MCO,2002,6.805827160205048,,,
MCO,2003,6.7810582034019475,,,
MCO,2004,5.925950050354004,,,
MCO,2005,6.731520289795753,,,
MCO,2006,6.70675133299266,,,
MCO,2007,6.681982376189559,,,
MCO,2008,6.657213419386466,,,
MCO,2009,6.598810195922852,,,
MCO,2010,6.36322021484375,,,
MCO,2011,8.076169967651367,,,
MCO,2012,8.87594985961914,,,
MCO,2013,7.059219837188721,,,
MCO,2014,5.008860111236572,,,
MCO,2015,6.483830721764782,,,
MCO,2016,6.596549987792969,,,
MCO,2017,6.980629920959473,,,
MCO,2018,6.4095238513554875,,,
MCO,2019,5.029270172119141,,,
MCO,2020,6.359985937749293,,,
MCO,2021,5.873690128326416,,,
MCO,2022,4.795989990234375,,,
MCO,2023,7.732029914855957,,,
MCO,2024,6.260910110536905,,,
MCO,2025,6.236141153733804,,,
MDA,2000,12.92393016815186,98.99,89.45,37.95
MDA,2001,16.42476081848145,,,
MDA,2002,17.88434028625488,,,
MDA,2003,16.19259071350098,,,
MDA,2004,19.4520206451416,,,
MDA,2005,19.29664993286133,98.15338897705078,93.45060729980467,56.88750839233398
MDA,2006,18.60881996154785,98.7497455967894,93.3324880617472,53.8611407428707
MDA,2007,19.41696929931641,98.76609298286084,93.91176682218475,56.009863722215414
MDA,2008,19.8500804901123,98.78244036893228,94.49104558262229,58.158586701559216
MDA,2009,20.99263000488281,98.79878775500373,95.07032434305984,60.30730968090393
MDA,2010,22.26700973510742,98.81513514107517,95.64960310349738,62.45603266024773
MDA,2011,21.91588020324707,98.83148252714662,96.22888186393493,64.60475563959244
MDA,2012,20.74197006225586,99.0895004272461,96.517578125,64.5971908569336
MDA,2013,18.27648746613956,98.86417729928951,97.38743938481002,68.90220159828095
MDA,2014,18.76510047912598,98.88052468536094,97.96671814524757,71.05092457762566
MDA,2015,18.23871988412744,98.89687207143238,98.54599690568512,73.19964755696947
MDA,2016,18.62162971496582,98.91321945750383,99.12527566612266,75.34837053631418
MDA,2017,18.43283081054688,98.92956684357527,99.70455442656021,77.49709351565798
MDA,2018,17.56772994995117,98.94591422964672,100.28383318699775,79.64581649500269
MDA,2019,19.46438026428223,98.96226161571816,100.8631119474353,81.7945394743465
MDA,2020,17.99377059936523,98.97860900178961,101.44239070787285,83.9432624536912
MDA,2021,16.84165000915527,98.99495638786104,102.02166946831039,86.091985433035
MDA,2022,16.69313049316406,99.0113037739325,102.60094822874794,88.24070841237972
MDA,2023,16.88652992248535,,,
MDA,2024,15.96476004511937,,,
MDA,2025,18.288784769631725,,,
MKD,2000,,97.33683800885053,95.29497407928201,50.724617004395895
MKD,2002,8.64087963104248,,,
MKD,2005,,97.06,93.95,58.42
MKD,2006,,97.8535053980069,95.22567521943809,61.964906005860485
MKD,2007,,97.93961662953295,95.21412540946409,63.838287506104734
MKD,2008,,98.025727861059,95.2025755994901,65.71166900634898
MKD,2009,,98.11183909258507,95.19102578951612,67.58505050659278
MKD,2010,,98.19795032411112,95.17947597954213,69.45843200683703
MKD,2011,,99.59779357910156,97.55848693847656,74.43607330322266
MKD,2012,,98.37017278716324,95.15637635959416,73.20519500732507
MKD,2013,,98.45628401868929,95.14482654962018,75.07857650756932
MKD,2014,,98.54239525021536,95.13327673964618,76.95195800781312
MKD,2015,,98.62850648174141,95.12172692967219,78.82533950805737
MKD,2016,,98.71461771326749,95.1101771196982,80.69872100830162
MKD,2017,,98.80072894479353,95.09862730972422,82.57210250854541
MKD,2018,,98.28050231933594,93.9837417602539,83.01274871826172
MKD,2019,,98.97295140784566,95.07552768977624,86.31886550903391
MKD,2020,,99.0590626393717,95.06397787980225,88.19224700927771
MKD,2021,,99.14517387089778,95.05242806982827,90.06562850952196
MKD,2022,,99.23128510242383,95.04087825985428,91.93901000976575
MLT,2000,12.806900858879146,,,
MLT,2001,12.899156899452265,,,
MLT,2002,9.535340309143066,,,
MLT,2003,13.083668980598503,,,
MLT,2004,10.56002044677734,,,
MLT,2005,13.268181061744741,,,
MLT,2006,13.36043710231786,,,
MLT,2007,14.47568035125732,,,
MLT,2008,12.99604988098145,,,
MLT,2009,12.26858997344971,,,
MLT,2010,15.49619960784912,,,
MLT,2011,18.2634105682373,,,
MLT,2012,14.98746013641357,,,
MLT,2013,18.48130035400391,,,
MLT,2014,17.30994033813477,,,
MLT,2015,12.98429012298584,,,
MLT,2016,13.97729015350342,,,
MLT,2017,13.27812004089355,,,
MLT,2018,14.46750958919526,,,
MLT,2019,13.75829982757568,,,
MLT,2020,14.652021670341497,,,
MLT,2021,12.4916296005249,,,
MLT,2022,12.4980001449585,,,
MLT,2023,14.928789792060826,,,
MLT,2024,15.021045832633945,,,
MLT,2025,15.113301873207064,,,
MNE,2000,,99.43780269179243,99.09968658920405,63.83303507487017
MNE,2005,,98.25,97.42,69.47
MNE,2006,,98.8326327301736,98.05678507723547,71.86877512613955
MNE,2007,,98.7317710699038,97.88296815857404,73.2080651346846
MNE,2008,,98.63090940963397,97.70915123991261,74.54735514322965
MNE,2009,,98.53004774936417,97.53533432125118,75.8866451517747
MNE,2010,,98.42918608909437,97.36151740258975,77.2259351603193
MNE,2011,,98.32832442882457,97.18770048392832,78.56522516886434
MNE,2012,,98.22746276855477,97.0138835652669,79.9045151774094
MNE,2013,,99.9036865234375,98.9476318359375,83.99846649169922
MNE,2014,,98.02573944801514,96.66624972794403,82.58309519449904
MNE,2015,,97.92487778774534,96.4924328092826,83.92238520304409
MNE,2016,,97.82401612747555,96.31861589062117,85.26167521158914
MNE,2017,,97.72315446720572,96.14479897195974,86.60096522013419
MNE,2018,,96.52870178222656,94.67401885986328,86.24507904052734
MNE,2019,,97.52143114666612,95.79716513463688,89.27954523722383
MNE,2020,,97.42056948639632,95.62334821597545,90.61883524576888
MNE,2021,,97.31970782612652,95.44953129731402,91.95812525431393
MNE,2022,,97.21884616585669,95.2757143786526,93.29741526285898
NLD,2000,10.60684967041016,,,
NLD,2001,10.63936042785645,,,
NLD,2002,10.69431972503662,,,
NLD,2003,10.97206020355225,,,
NLD,2004,11.28462028503418,,,
NLD,2005,11.71969985961914,,,
NLD,2006,11.41699981689453,,,
NLD,2007,11.22879028320313,,,
NLD,2008,11.29115009307861,,,
NLD,2009,11.12102031707764,,,
NLD,2010,11.16580963134766,,,
NLD,2011,11.3361701965332,,,
NLD,2012,11.26502990722656,,,
NLD,2013,11.535400390625,,,
NLD,2014,11.55782032012939,,,
NLD,2015,11.66370964050293,,,
NLD,2016,12.27208042144775,,,
NLD,2017,11.8980598449707,,,
NLD,2018,12.41011047363281,,,
NLD,2019,12.00983047485352,,,
NLD,2020,11.06680965423584,,,
NLD,2021,11.71522045135498,,,
NLD,2022,11.97062015533447,,,
NLD,2023,12.069469938165128,,,
NLD,2024,12.122934671258747,,,
NLD,2025,12.176399404352367,,,
NOR,2000,15.63018989562988,100.21720588235297,100.43441176470594,65.00527941176438
NOR,2001,15.783860206604,,,
NOR,2002,16.08358001708984,,,
NOR,2003,15.53073024749756,,,
NOR,2004,16.26292991638184,,,
NOR,2005,16.37252998352051,100.04312500000002,100.08625000000004,69.29799999999977
NOR,2006,15.70711040496826,99.96,99.92,72.32
NOR,2007,15.87798976898193,99.95,99.9,71.59
NOR,2008,15.71776008605957,100.0,100.0,71.76
NOR,2009,15.50778007507324,100.0,100.0,69.84
NOR,2010,15.0884895324707,100.0,100.0,72.84
NOR,2011,14.82680988311768,100.0,100.0,74.74
NOR,2012,17.28206062316895,99.945,99.89,71.16
NOR,2013,17.11923980712891,100.0,100.0,77.41
NOR,2014,16.90208053588867,99.37,98.74,79.19
NOR,2015,15.60758018493652,99.235,98.47,79.27
NOR,2016,15.84072017669678,99.755,99.51,77.88000000000001
NOR,2017,15.9396800994873,99.035,98.07,81.02000000000001
NOR,2018,15.92572975158691,99.58,99.16,81.13
NOR,2019,15.66553020477295,99.515,99.03,82.34
NOR,2020,14.76426982879639,99.61,99.22,81.69
NOR,2021,15.02766990661621,100.0,100.0,81.35
NOR,2022,14.46910953521729,99.45125,98.9025,83.89325000000008
NOR,2023,15.453262001158215,,,
NOR,2024,15.426057636502222,,,
NOR,2025,15.398853271846235,,,
POL,2000,11.58057022094727,99.04947023809513,99.03169117647073,92.24338235294115
POL,2001,11.86565971374512,,,
POL,2002,11.92059993743896,,,
POL,2003,11.67521953582764,,,
POL,2004,12.32353019714355,,,
POL,2005,12.26529026031494,99.05723809523802,98.6100000000001,92.32499999999999
POL,2006,12.70998001098633,98.44,96.88,93.55
POL,2007,11.34832954406738,99.08,98.16,93.13
POL,2008,11.41024971008301,99.245,98.49,92.75
POL,2009,11.08304977416992,99.135,98.27,92.36
POL,2010,11.0465202331543,99.135,98.27,92.32
POL,2011,10.94567966461182,99.185,98.37,91.37
POL,2012,11.1955099105835,99.16,98.32,91.13
POL,2013,11.56643962860107,99.02,98.04,91.41
POL,2014,11.57050037384033,99.065,98.13,92.0
POL,2015,11.53715038299561,99.195,98.39,92.72
POL,2016,11.27159976959229,99.295,98.59,92.43
POL,2017,11.04395961761475,99.5,99.0,92.43
POL,2018,11.11061954498291,99.27,98.54,92.72
POL,2019,11.17117023468018,99.235,98.47,92.79
POL,2020,10.05722999572754,98.085,96.17,92.36
POL,2021,10.60408973693848,99.0820952380953,94.2,93.95
POL,2022,9.974410057067873,99.08364880952388,97.17625000000001,92.60250000000005
POL,2023,10.509158172155054,,,
POL,2024,10.4382642587654,,,
POL,2025,10.367370345375718,,,
PRT,2000,12.05484962463379,86.50666666666916,74.59261764705889,33.33492647058665
PRT,2001,12.09663009643555,,,
PRT,2002,11.90095996856689,,,
PRT,2003,11.63733959197998,,,
PRT,2004,10.95652008056641,,,
PRT,2005,10.85196971893311,89.51916666666853,80.5560000000005,46.662499999998545
PRT,2006,10.87008953094482,90.12166666666849,78.72,48.39
PRT,2007,11.0479097366333,90.72416666666845,80.4,52.12
PRT,2008,10.32433986663818,91.32666666666819,82.44,53.6
PRT,2009,11.06927967071533,91.92916666666815,85.35000000000001,54.77999999999999
PRT,2010,10.41672992706299,92.53166666666812,87.82,59.05
PRT,2011,10.22797012329102,93.13416666666785,91.1,64.49000000000001
PRT,2012,10.12045955657959,93.73666666666782,91.3,67.95
PRT,2013,10.53960037231445,94.33916666666778,92.63,69.47
PRT,2014,9.911219596862791,94.94166666666752,92.88,71.09
PRT,2015,10.150710105896,95.54416666666748,94.04,76.11
PRT,2016,10.42017194499141,96.14666666666744,94.13,76.95
PRT,2017,11.05156993865967,96.7491666666674,94.83,77.68
PRT,2018,10.81169986724854,97.35166666666714,94.12,80.51
PRT,2019,10.89321994781494,98.12,96.24,82.26
PRT,2020,9.901789665222168,98.225,96.45,84.78999999999999
PRT,2021,10.08261966705322,99.325,98.65,89.87
PRT,2022,10.37423992156982,99.76166666666677,100.83150000000069,91.97624999999971
PRT,2023,9.930297714550676,,,
PRT,2024,9.860315681630595,,,
PRT,2025,9.790333648710487,,,
ROU,2000,8.187580108642578,97.73808823529419,95.47617647058826,75.9257647058821
ROU,2001,9.848819732666016,,,
ROU,2002,10.92234992980957,,,
ROU,2003,11.13906002044678,,,
ROU,2004,9.843310356140137,,,
ROU,2005,10.83668041229248,97.87062500000005,95.74125000000002,77.85649999999976
ROU,2006,12.71961975097656,97.78,95.56,78.43
ROU,2007,12.00496006011963,97.77,95.54,78.85
ROU,2008,11.61622047424316,97.805,95.61,79.41
ROU,2009,11.02128982543945,98.095,96.19,78.95
ROU,2010,9.129130363464355,97.905,95.81,79.58
ROU,2011,8.312990188598633,97.975,95.95,80.97999999999999
ROU,2012,8.435790061950684,98.23,96.46,80.75
ROU,2013,8.964130401611328,98.455,96.91,81.24
ROU,2014,9.256950378417969,98.475,96.95,80.93
ROU,2015,9.094510078430176,98.09,96.18,80.25
ROU,2016,9.510589599609377,98.135,96.27,81.47
ROU,2017,10.05265045166016,97.945,95.89,80.96
ROU,2018,10.46096038818359,98.24,96.48,83.5
ROU,2019,10.70549011230469,98.385,96.77,84.64
ROU,2020,9.399700164794922,98.19,96.38,84.45
ROU,2021,8.950240135192871,98.06,96.12,83.83
ROU,2022,8.77511978149414,98.32124999999999,96.6425,84.42099999999982
ROU,2023,9.257409570716604,,,
ROU,2024,9.19846854662238,,,
ROU,2025,9.139527522528141,,,
RUS,2000,8.951849937438965,100.04173770491803,98.70091803278686,83.52967213114778
RUS,2001,9.213359832763672,,,
RUS,2002,10.58384037017822,,,
RUS,2003,10.53168964385986,,,
RUS,2004,11.17590999603271,,,
RUS,2005,11.95057010650635,99.98419672131149,99.00731147540982,85.29524590163953
RUS,2006,12.42580032348633,99.97268852459018,99.06859016393442,85.64836065573786
RUS,2007,11.053958996418316,99.96118032786887,99.12986885245901,86.0014754098363
RUS,2008,11.95923042297363,99.94967213114757,99.19114754098361,86.35459016393463
RUS,2009,11.339537978710553,99.93816393442624,99.25242622950819,86.70770491803296
RUS,2010,11.48232746985667,99.92665573770493,99.31370491803278,87.06081967213129
RUS,2011,11.625116961002789,99.91514754098363,99.37498360655738,87.41393442622973
RUS,2012,11.14675998687744,99.90363934426232,99.43626229508197,87.76704918032806
RUS,2013,10.86184024810791,99.81,99.41,87.07000000000001
RUS,2014,11.4885196685791,99.88062295081969,99.55881967213115,88.47327868852472
RUS,2015,10.86946964263916,99.86911475409838,99.62009836065575,88.82639344262304
RUS,2016,10.98528003692627,99.85760655737707,99.68137704918034,89.17950819672149
RUS,2017,13.46508026123047,99.84609836065576,99.74265573770492,89.53262295081981
RUS,2018,14.34107971191406,100.0,100.0,91.34
RUS,2019,12.767432890171733,100.0,100.0,91.34
RUS,2020,12.910222381317851,99.59,99.72,91.19
RUS,2021,13.05301187246397,99.79,100.0,90.08
RUS,2022,13.19580136361003,99.76,100.0,90.06
RUS,2023,13.338590854756148,,,
RUS,2024,13.481380345902267,,,
RUS,2025,13.624169837048385,,,
SMR,2000,10.791617152604147,,,
SMR,2001,10.838514069262573,,,
SMR,2002,10.885410985921013,,,
SMR,2003,10.932307902579439,,,
SMR,2004,10.979204819237864,,,
SMR,2005,11.026101735896304,,,
SMR,2006,11.07299865255473,,,
SMR,2007,11.11989556921317,,,
SMR,2008,11.166792485871596,,,
SMR,2009,11.213689402530022,,,
SMR,2010,10.78129005432129,,,
SMR,2011,10.64035987854004,,,
SMR,2012,11.354380152505314,,,
SMR,2013,11.401277069163754,,,
SMR,2014,11.44817398582218,,,
SMR,2015,11.495070902480606,,,
SMR,2016,11.541967819139046,,,
SMR,2017,13.17934989929199,,,
SMR,2018,14.48633003234863,,,
SMR,2019,15.05992031097412,,,
SMR,2020,5.789347375,,,
SMR,2021,8.379810333251953,,,
SMR,2022,13.36878967285156,,,
SMR,2023,12.98976039886475,,,
SMR,2024,11.917143152406496,,,
SMR,2025,11.964040069064922,,,
SRB,2000,11.777875761726477,99.15929448185756,97.12733591195722,55.977827194471956
SRB,2001,11.60080755721367,,,
SRB,2002,11.423739352700863,,,
SRB,2003,11.246671148188057,,,
SRB,2004,11.06960294367525,,,
SRB,2005,10.892534739162386,99.04,97.21,64.34
SRB,2006,10.715466534649579,99.30157929060812,97.56996949430213,64.3410484206288
SRB,2007,9.976639747619627,99.32529342539988,97.64374175802628,65.73491862498804
SRB,2008,10.361330125623965,99.34900756019164,97.71751402175043,67.12878882934774
SRB,2009,10.48217964172363,99.3727216949834,97.79128628547458,68.52265903370699
SRB,2010,10.007193716598294,99.39643582977517,97.86505854919874,69.91652923806669
SRB,2011,10.17957019805908,99.95172119140624,98.3544692993164,68.65601348876953
SRB,2012,9.65305730757268,99.44386409935869,98.01260307664704,72.70426964678563
SRB,2013,9.475989103059874,99.46757823415045,98.08637534037119,74.09813985114488
SRB,2014,9.298920898547067,99.30680084228516,98.29647827148438,75.83912658691406
SRB,2015,9.121852694034203,99.51500650373399,98.23391986781952,76.88588025986382
SRB,2016,8.69299030303955,99.53872063852575,98.30769213154367,78.27975046422307
SRB,2017,9.256460189819336,99.5624347733175,98.38146439526783,79.67362066858277
SRB,2018,8.804280281066895,99.58614890810927,98.45523665899198,81.06749087294202
SRB,2019,8.604599952697754,99.50064849853516,98.26323699951172,83.37580871582031
SRB,2020,8.236511671470112,99.63357717769279,98.60278118644028,83.85523128166096
SRB,2021,7.086689949035645,99.65729131248455,98.67655345016443,85.24910148602066
SRB,2022,7.449689865112305,99.6810054472763,98.75032571388859,86.64297169037991
SRB,2023,8.383540153503418,,,
SRB,2024,7.528238853418884,,,
SRB,2025,7.35117064890602,,,
SVK,2000,7.265600204467773,,,
SVK,2001,8.526269912719727,,,
SVK,2002,9.24452018737793,,,
SVK,2003,10.579270362854,,,
SVK,2004,10.72064018249512,,,
SVK,2005,9.647489547729492,,,
SVK,2006,9.71280002593994,,,
SVK,2007,9.804280281066896,,,
SVK,2008,9.657059669494627,,,
SVK,2009,9.272170066833496,,,
SVK,2010,9.85927963256836,,,
SVK,2011,9.57921028137207,,,
SVK,2012,9.6274995803833,,,
SVK,2013,9.879949569702148,,,
SVK,2014,10.01690006256104,,,
SVK,2015,10.34344959259033,,,
SVK,2016,9.495800018310549,,,
SVK,2017,9.850279808044434,,,
SVK,2018,9.92531967163086,,,
SVK,2019,10.49930953979492,,,
SVK,2020,10.60756969451904,,,
SVK,2021,10.50737953186035,,,
SVK,2022,10.82808971405029,,,
SVK,2023,10.625231833325984,,,
SVK,2024,10.693819496471406,,,
SVK,2025,10.7624071596168,,,
SVN,2000,12.076755288359323,99.35547058823528,98.71094117647061,89.05454411764703
SVN,2001,11.82783031463623,,,
SVN,2002,12.01115989685059,,,
SVN,2003,12.09881019592285,,,
SVN,2004,12.12226009368896,,,
SVN,2005,12.09897994995117,99.41524999999999,98.83050000000003,90.08549999999997
SVN,2006,12.30090999603271,99.58,99.16,90.05
SVN,2007,11.81182956695557,99.595,99.19,91.67
SVN,2008,11.36485958099365,99.44,98.88,92.5
SVN,2009,11.24168968200684,99.51,99.02,90.64
SVN,2010,11.02781963348389,99.325,98.65,90.96
SVN,2011,10.85939979553223,99.215,98.43,90.36
SVN,2012,11.33905982971191,99.075,98.15,91.59
SVN,2013,9.47187042236328,99.49,98.98,91.91
SVN,2014,10.56888961791992,99.75,99.5,90.92
SVN,2015,10.0119800567627,99.785,99.57,90.82
SVN,2016,10.32664966583252,99.695,99.39,91.96
SVN,2017,10.81285953521729,99.615,99.23,91.12
SVN,2018,11.30204010009766,99.485,98.97,92.06
SVN,2019,11.27118968963623,99.375,98.75,92.95
SVN,2020,10.46212005615234,99.67,99.34,94.69
SVN,2021,10.80632019042969,99.665,99.33,95.21
SVN,2022,11.0809497833252,99.6185,99.23700000000002,93.59074999999996
SVN,2023,10.306833589231815,,,
SVN,2024,10.229880471878431,,,
SVN,2025,10.152927354525076,,,
SWE,2000,12.89867973327637,100.4768382352942,100.95367647058833,90.1890441176472
SWE,2001,12.78553009033203,,,
SWE,2002,13.1183500289917,,,
SWE,2003,12.83382987976074,,,
SWE,2004,12.91322994232178,,,
SWE,2005,12.73132991790771,100.03437500000007,100.06875000000008,88.86625000000015
SWE,2006,12.71201992034912,99.875,99.75,87.24
SWE,2007,12.76568031311035,99.805,99.61,87.08
SWE,2008,12.92362976074219,99.875,99.75,87.3
SWE,2009,13.12812042236328,99.88,99.76,88.22
SWE,2010,13.19379043579102,99.675,99.35,87.36
SWE,2011,13.04813003540039,99.57,99.14,87.82
SWE,2012,15.07507991790771,99.595,99.19,87.06
SWE,2013,14.88731956481934,99.37,98.74,87.19
SWE,2014,15.04500961303711,99.03,98.06,87.83999999999999
SWE,2015,15.18671035766602,98.945,97.89,88.49000000000001
SWE,2016,15.46417045593262,98.755,97.51,88.12
SWE,2017,15.53695011138916,98.98,97.96,86.32
SWE,2018,15.51504993438721,98.705,97.41,85.65
SWE,2019,15.74522972106934,98.43,96.86,85.18
SWE,2020,15.31173992156982,98.63,97.26,83.56
SWE,2021,15.54915046691895,99.395,98.79,81.45
SWE,2022,15.27604961395264,98.53000000000003,97.06,84.36875000000009
SWE,2023,16.052628483225703,,,
SWE,2024,16.21772150842571,,,
SWE,2025,16.382814533625663,,,
UKR,2000,11.35896968841553,99.52606481698844,98.16508235051097,87.62579989624032
UKR,2001,12.81095027923584,,,
UKR,2002,14.36096000671387,,,
UKR,2003,14.41952037811279,,,
UKR,2004,12.7817497253418,,,
UKR,2005,13.73865032196045,99.44,98.73,91.69
UKR,2006,13.92323017120361,99.57006611750677,98.75065645658063,91.0898539733887
UKR,2007,14.03619003295898,99.74104309082033,98.74566650390624,90.21549987792967
UKR,2008,13.55782985687256,99.58473321767954,98.9458478252705,92.24453866577142
UKR,2009,15.05482006072998,99.59206676776594,99.04344350961546,92.82188101196266
UKR,2010,13.268027534415552,99.59940031785233,99.14103919396041,93.39922335815413
UKR,2011,13.48431968688965,99.60673386793871,99.23863487830536,93.9765657043456
UKR,2012,13.66551971435547,99.6140674180251,99.33623056265029,94.55390805053685
UKR,2013,13.86763954162598,99.58049011230467,99.45947265625,95.28717041015624
UKR,2014,13.12135028839111,99.62873451819789,99.53142193134019,95.70859274291956
UKR,2015,12.4049319402434,99.63606806828427,99.62901761568511,96.28593508911104
UKR,2016,12.28328990936279,99.64340161837066,99.72661330003007,96.8632774353025
UKR,2017,12.99993991851807,99.65073516845705,99.82420898437502,97.44061978149375
UKR,2018,12.69019985198975,99.65806871854343,99.92180466871994,98.01796212768522
UKR,2019,13.11063003540039,99.66540226862983,100.0194003530649,98.71359252929688
UKR,2020,11.80327987670898,99.67273581871622,100.11699603740985,99.17264682006794
UKR,2021,12.69548988342285,99.6800693688026,100.21459172175477,99.74998916625941
UKR,2022,12.767172566118532,99.68740291888899,100.31218740609972,100.32733151245066
UKR,2023,12.725434652093767,,,
UKR,2024,12.683696738069017,,,
UKR,2025,12.641958824044266,,,
