Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,1486.46439009414,1489.76679890669,1641.15155373051,1924.23982220827,2414.00707361378,2861.10787055081,3378.14472198321,3283.55115538008,2473.42372591393,2142.21248048432,2666.41186614479,3365.77524019906,4155.18509800672,5627.40706667636,7286.65658517311,6679.78429144579,7848.3489698757,10305.3113349502,11629.5158682259,13082.4948327554,15339.9112964156,15666.3769807272,14191.030215493,12079.7974639769,12377.5860216394,12793.2725790514,16979.5217287811,23238.0398336304,25306.6926061001,23218.5398304599,26272.2452156659,27739.8886025504,28072.4041083276,24404.0275812365,24858.2031335605,27564.569102386,28583.5208959793,28461.7664095122,31519.1647473126,32834.4215745364,32503.578963236,29208.1981853568,32749.379004627,39944.2104095591,47809.6073050042,57783.7745608117,58172.1426656622,70483.0117228535,57489.3399795216,41483.7843682814,43776.4677400475,48254.953927254,46594.9869146614,50173.3360061057,55140.364935793,53505.6964079339,62854.0906407932,72976.3729990975,75633.8651351915,69296.3144361601,60127.9393575616,70425.4064277273,76350.4550416502,82138.7892973557,86040.5309851288,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,706.551022345168,761.851359570018,821.344113076887,878.156576476286,994.607331611746,1055.03624701098,1107.31823034754,1187.18321236576,1158.85549787929,1330.78329549951,1486.51452734638,1703.93218277317,2080.46514718169,2424.26904706558,2516.92768605196,2973.40012301715,2919.58308695615,3427.0734359204,4399.98680535092,5429.96200087479,6372.43777545453,5986.1541089392,6160.63829313723,5915.24177164341,5692.02738597285,6011.7355464232,8112.17136316453,9581.91308572415,10715.8702780539,11175.816603647,14031.3025675469,14087.2074393708,15714.3847487231,14657.0615549805,15902.9296755168,19158.4564773907,20835.8977130847,22551.1139134126,24294.8547674007,26338.1077543817,26334.5672050501,28282.409882073,32705.4345565698,41203.5295847568,47754.2023194244,50933.0216095589,54329.1618599624,61396.417461176,61353.1065629523,52133.0906162544,48623.9666422487,52613.8540355689,49335.8408099555,52537.6108648692,57214.5379785709,64250.1385181257,64129.5571542383,72161.4047531385,80804.1123164826,81827.6688873996,86514.0706108754,103783.446284479,105190.685952731,106818.917130804,112894.953240805,
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,836.905850281885,923.08778375214,1030.15800343763,1171.3869628098,1271.80119301518,1357.0106162201,1458.94713889011,1595.48578129215,1718.49646427147,1886.45002730465,2111.71986404332,2310.92376058816,2677.29372999774,3212.63949627574,3629.49182319594,4116.45964933054,4042.39482463789,4614.21004931651,5623.42917622719,7006.39699054556,8476.41045000836,7640.40241250516,7573.93967597775,7850.62789042275,7757.55374836822,8009.10347642127,11341.0939892903,14267.5368168757,15780.9495122174,16424.4301587005,20873.7834092719,22007.1350964074,23297.0460325456,18781.9529427137,19382.2002150155,20712.1798690324,23122.9337219116,21883.9872666651,22365.1837644545,22049.9990620261,20190.0035636084,20570.4385917862,22451.3964379368,27577.5700319855,31348.1901841445,32062.723833669,33537.1286994269,37826.1754554823,40828.5795580937,37099.6133958219,35856.8625485539,38432.3742820019,34854.3949441965,35701.6746002376,36028.3494022349,30639.8829751432,31391.5692898108,32844.115660604,34904.1081923834,33812.788724868,32091.4866621366,36852.5425414951,35653.9042103495,39277.0838783918,40385.3413957669,
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2877.39331402724,2794.86699473069,2987.54519574464,3538.94759838576,3410.65550749316,3704.55872781672,3902.49424360946,3520.62850699375,3759.44959067104,4009.32022050863,4384.18796444738,4415.99923011071,4310.88963754863,5270.43236861018,5290.95006509706,6221.20618847799,7023.06598512878,
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.77360387054,2360.1714816213,2609.89308697195,2893.79998716563,3063.89794599707,3278.17896440803,3504.61829462397,4003.60935783538,4914.57992829302,6109.73265186817,7283.78738127622,9211.7374468148,13370.9789452508,15677.6080864506,11996.0322729773,11188.4191700977,12902.574053337,13329.3499931271,14484.4715282132,15185.814581236,13321.9753140616,13838.5266823272,15132.4958333982,17252.1710428626,17294.9751600969,17564.2321549354,20261.8887788916,20221.103686109,22710.2637544197,23409.0845154775,
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,4262.03220640334,4856.0090432336,5645.23266418851,7282.37355960148,8271.73531542796,10332.5128681378,11326.3488431219,12416.8693020523,17456.9309487089,19674.4126839447,20958.7395302666,19929.4102802351,19885.6126562976,19814.8538489961,18898.3678693391,19684.2626852288,28612.8865004795,38206.2269467289,41568.5441182755,39551.6404002324,49457.5609343203,50811.7464531317,55057.1110625654,55604.5479972049,63935.9902445462,78909.7043377718,80688.7182490376,73590.8620289713,78302.9905905848,82682.284882177,76087.911114202,75067.8001680043,79795.1785891101,90108.3673647008,100280.831356705,105295.057027611,114167.939211301,130492.595349517,143249.227302093,126024.714567466,141089.812849014,158066.369379163,148842.035144342,172823.607794648,178735.153020908,167187.15730982,165375.491396259,170547.092298954,174988.775083446,166907.839305016,164671.093553454,201944.830335076,188055.003235348,206780.590353385,,
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182.69156931505,2340.67545970008,2844.16286797492,3180.64498555255,3127.51176667183,3300.63634928559,3532.52787363242,4148.13091485015,5507.47434187652,6734.57487061946,7857.03148786492,9210.10118229413,12295.1212779366,14955.5345462921,11854.3711053096,11829.122609457,14261.8433787325,14288.1853493139,15636.5252586048,16446.1647181663,14269.8039878287,14934.2702840428,16800.1510246099,19247.2315367967,19608.7943945553,20428.6478157394,23870.4594851722,25085.784063499,27786.0057829276,29384.0189598663,
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2261.17741836594,2241.36003221423,2331.55685801925,2461.90112384487,2779.18439746326,2803.85304611765,2925.22204723477,2934.52832111007,3202.50594852825,3690.17182620062,4298.03389742102,4435.39800823681,5486.72062789089,7447.21301786664,8966.72895879047,8701.30473139249,9490.6903118849,10486.3357891095,13034.3882079614,15204.3308191994,16531.1148988397,13837.1299814617,12590.9767956204,12374.0304234408,12126.9391987909,12481.9658448559,18149.8692500239,22443.4314633012,25219.3542781732,26618.0695774968,33465.478207919,35747.3377992066,39570.8615665986,40066.7242518773,43933.235442736,51032.349635318,50444.3591236175,46641.6408754876,47445.3810812051,50872.4492684624,48659.5988753233,48440.1420151355,53005.7339209179,65689.3214536911,76544.9170868473,80988.1376230858,90788.8004876145,107475.320297978,120422.137934157,109419.746953106,110885.991378721,119025.057203467,112584.676270958,120000.140729859,123678.702143275,105462.012584423,106899.293549552,110193.213797228,116926.759593905,112696.649059674,116860.02817236,134965.815442152,123719.658915996,133230.619178899,137781.681659123,
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,828.44472588263,874.061727024101,975.720378043786,1143.66679643467,1245.31823028606,1560.10519115107,1726.55944845303,2037.8641908695,2558.73455468428,3195.51431611516,3948.26572689504,3898.36853997864,3787.91647703123,3526.91395139354,3332.82018387922,3322.30879632858,4194.53480236296,5083.80179308013,5814.44775940093,6040.84054229986,7192.38994693962,7558.75921583164,8220.33403924666,7296.35111127489,8000.3453286604,9828.32354719517,10061.850192141,9893.18898998688,10408.1157380149,10609.1104477299,10348.4858902403,10357.7025891731,11251.2025296416,13593.9787155682,15212.1313438497,15831.344048672,16653.6036929688,19444.1741958382,22315.3104212988,21176.3218262672,21946.6069636029,23516.9691234302,22878.3130866521,25415.5566867731,27424.5765646694,25529.6813337717,26459.0770929988,30317.2443175543,33382.2677499267,32421.9179752262,31823.4363934505,38096.8360735119,35638.8869457406,40905.8059585057,43898.5781808597,
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.50208704977,1037.89950336245,778.017667420102,796.989388848336,573.798647201304,593.593177049161,575.145455139019,657.29213459795,578.734627562193,399.499818596336,440.538683980372,507.404076252819,570.799866188293,682.319095965299,897.178494749468,1034.39197746993,1183.02481442894,1531.21618590748,2110.55305353857,1898.43975710988,2436.79935102421,2941.36224066021,3044.8084324815,3321.04397795719,3289.95758568777,2749.55137054338,2847.08794770479,3453.26727720294,4156.44981956646,4405.33418162155,4375.7788930524,5274.60582195352,5744.29618434435,6799.58594644576,7576.19589413326,
