essround,cntry,dweight,pweight,anweight,sclmeet,wkhtot
9,AT,1.1525277,0.30209145,0.10880971,6,35
9,AT,0.9933993,0.30209145,0.093786426,4,35
9,AT,1.7523286,0.30209145,0.7131284,5,60
9,AT,1.1136138,0.30209145,0.4250518,7,50
9,AT,1.0723196,0.30209145,0.48581097,4,38
9,AT,0.8539414,0.30209145,0.20338829,4,42
9,AT,0.63620025,0.30209145,0.07477205,6,50
9,AT,2.042024,0.30209145,0.7393064,6,40
9,AT,1.037346,0.30209145,0.4510047,5,40
9,AT,0.4261578,0.30209145,0.09181978,5,60
9,AT,1.0791376,0.30209145,0.39069736,5,33
9,AT,0.6061253,0.30209145,0.4416241,6,30
9,AT,0.8523156,0.30209145,0.20675655,6,8
9,AT,0.8523156,0.30209145,0.08046684,2,25
9,AT,2.0303144,0.30209145,0.2637895,6,38
9,AT,0.95936275,0.30209145,0.3473331,3,30
9,AT,1.4876366,0.30209145,0.2622996,6,30
9,AT,0.6042892,0.30209145,0.27235636,7,40
9,AT,0.5583868,0.30209145,0.12030982,6,888
9,AT,1.6084795,0.30209145,0.28360644,4,40
9,AT,1.0151572,0.30209145,0.14237574,5,30
9,AT,1.0627611,0.30209145,0.42764726,5,666
9,AT,0.97768,0.30209145,0.39341134,5,20
9,AT,0.5735685,0.30209145,0.25985354,5,55
9,AT,0.6838818,0.30209145,0.16201667,4,38
9,AT,0.37701178,0.30209145,0.20277055,7,25
9,AT,0.50140136,0.30209145,0.24521454,5,40
9,AT,0.97768,0.30209145,0.21459843,6,50
9,AT,1.081864,0.30209145,0.25767392,5,38
9,AT,0.5811743,0.30209145,0.05486848,7,0
9,AT,0.9872448,0.30209145,0.12523316,4,30
9,AT,1.8553398,0.30209145,0.2180565,6,25
9,AT,1.0723196,0.30209145,0.25404054,6,40
9,AT,0.9872448,0.30209145,0.23948805,2,30
9,AT,0.46808594,0.30209145,0.11089303,6,50
9,AT,1.5394742,0.30209145,1.2084248,7,25
9,AT,1.1320602,0.30209145,0.40985772,6,30
9,AT,0.91924375,0.30209145,0.20177174,5,50
9,AT,0.86549884,0.30209145,0.18997492,6,40
9,AT,0.8539414,0.30209145,0.20338829,5,38
9,AT,0.85419756,0.30209145,0.10835595,6,6
9,AT,1.7126081,0.30209145,0.19416383,6,45
9,AT,0.6033864,0.30209145,0.14294675,5,168
9,AT,0.8523156,0.30209145,0.08046684,4,18
9,AT,1.1167736,0.30209145,0.13125342,4,40
9,AT,1.6187063,0.30209145,1.2084248,5,12
9,AT,0.43808216,0.30209145,0.049666762,6,60
9,AT,0.5016955,0.30209145,0.06398143,6,38
9,AT,1.6084795,0.30209145,0.3810609,4,40
9,AT,2.0944307,0.30209145,0.50821155,3,30
9,AT,1.4793528,0.30209145,0.17386712,5,39
9,AT,1.722913,0.30209145,0.30378342,4,20
9,AT,0.5530676,0.30209145,0.4029662,7,40
9,AT,1.0292957,0.30209145,0.55359256,4,45
9,AT,1.0874815,0.30209145,0.2576325,5,40
9,AT,0.57626384,0.30209145,0.080821,7,45
9,AT,1.3142464,0.30209145,0.31881267,7,22
9,AT,0.533265,0.30209145,0.12633444,6,38
9,AT,0.57430434,0.30209145,0.13605702,4,38
9,AT,0.43274942,0.30209145,0.076302245,7,70
9,AT,1.0874815,0.30209145,0.5319013,6,40
9,AT,0.45962188,0.30209145,0.10088587,4,40
9,AT,1.147137,0.30209145,0.2517938,2,60
9,AT,0.5530676,0.30209145,0.22255036,6,40
9,AT,0.601063,0.30209145,0.14315872,6,40
9,AT,1.1525277,0.30209145,0.13545561,4,50
9,AT,0.8202559,0.30209145,0.6428645,4,45
9,AT,1.1623486,0.30209145,0.10973696,6,0
9,AT,0.6061253,0.30209145,0.4606793,3,25
9,AT,1.1796563,0.30209145,0.5877557,6,20
9,AT,1.6519377,0.30209145,0.29126894,4,45
9,AT,0.5016955,0.30209145,0.07036278,4,777
9,AT,1.2068704,0.30209145,0.25553778,6,45
9,AT,0.9872448,0.30209145,0.12523316,4,39
9,AT,1.0723196,0.30209145,0.25540078,3,50
9,AT,1.147137,0.30209145,0.83580637,6,12
9,AT,0.5568069,0.30209145,0.122217774,6,15
9,AT,0.8202559,0.30209145,0.40115306,3,30
9,AT,1.1042198,0.30209145,0.24237359,4,50
9,AT,0.71952206,0.30209145,0.09877403,4,40
9,AT,1.0627724,0.30209145,0.21720162,5,40
9,AT,0.30985904,0.30209145,0.04345771,5,40
9,AT,0.6033864,0.30209145,0.2733622,6,40
9,AT,0.5400543,0.30209145,0.2446699,3,40
9,AT,0.601063,0.30209145,0.24186325,6,666
9,AT,1.0948259,0.30209145,0.7005125,6,39
9,AT,0.61931956,0.30209145,0.07278811,7,666
9,AT,0.95653504,0.30209145,0.11242073,4,60
9,AT,0.5568069,0.30209145,0.13191174,6,24
9,AT,0.9310859,0.30209145,0.19714437,4,50
9,AT,1.4051688,0.30209145,1.2084248,4,666
9,AT,0.4108159,0.30209145,0.3394376,6,38
9,AT,0.9062915,0.30209145,0.48743615,6,10
9,AT,1.1871475,0.30209145,0.13952446,4,50
9,AT,2.3246973,0.30209145,0.21947391,2,60
9,AT,1.1668464,0.30209145,0.52863604,6,168
9,AT,0.4553519,0.30209145,0.0981099,5,666
9,AT,0.54741293,0.30209145,0.12968625,4,45
9,AT,0.6061253,0.30209145,0.12833849,6,50
9,AT,1.1871475,0.30209145,0.16649738,6,34
9,AT,1.1769805,0.30209145,0.25834435,4,45
9,AT,1.2324476,0.30209145,0.53582877,5,42
9,AT,0.5361598,0.30209145,0.17241412,6,40
9,AT,0.9310859,0.30209145,0.22176234,6,40
9,AT,1.8183758,0.30209145,0.32061517,5,12
9,AT,0.57626384,0.30209145,0.07910791,6,40
9,AT,1.0220652,0.30209145,0.3987352,4,777
9,AT,0.42709878,0.30209145,0.073539846,6,23
9,AT,1.1486087,0.30209145,0.24320182,2,50
9,AT,0.4683896,0.30209145,0.22784993,5,40
9,AT,1.1012918,0.30209145,0.23318304,4,41
9,AT,2.1750767,0.30209145,0.7315737,6,40
9,AT,0.7704773,0.30209145,0.098259285,6,39
9,AT,0.35976103,0.30209145,0.045880474,6,35
9,AT,1.037346,0.30209145,0.8571102,6,30
9,AT,0.61201316,0.30209145,0.1449905,6,50
9,AT,0.6838818,0.30209145,0.16201667,4,40
9,AT,1.1167736,0.30209145,0.4544828,6,40
9,AT,0.82716376,0.30209145,0.104926735,6,40
9,AT,0.98409885,0.30209145,0.20112294,6,20
9,AT,1.1857339,0.30209145,0.13935825,2,43
9,AT,0.59357375,0.30209145,0.08324869,5,45
9,AT,1.2454467,0.30209145,0.6091642,2,168
9,AT,0.37735337,0.30209145,0.17007516,6,40
9,AT,0.7102419,0.30209145,0.34734988,4,38
9,AT,0.54374075,0.30209145,1.2084248,7,39
9,AT,0.59357375,0.30209145,0.14399043,5,48
9,AT,1.2499689,0.30209145,0.6113077,5,45
9,AT,1.0791376,0.30209145,0.52776134,5,9
9,AT,0.8700155,0.30209145,0.10225221,5,40
9,AT,1.9055264,0.30209145,0.4623741,7,888
9,AT,2.7206109,0.30209145,0.4796971,5,45
9,AT,0.82716376,0.30209145,0.1782204,4,666
9,AT,0.8761643,0.30209145,0.18877797,5,666
9,AT,1.0791376,0.30209145,0.5803992,6,50
9,AT,0.4683896,0.30209145,0.22784993,6,50
9,AT,1.1461278,0.30209145,0.51656574,4,45
9,AT,0.6197181,0.30209145,0.078611955,6,39
9,AT,0.8216318,0.30209145,0.37031382,6,40
9,AT,0.5530676,0.30209145,0.1310259,4,40
9,AT,1.003391,0.30209145,0.09472983,6,14
9,AT,1.1328166,0.30209145,0.23985794,6,40
9,AT,1.722913,0.30209145,0.30378342,4,30
9,AT,1.2812964,0.30209145,0.4752693,7,666
9,AT,1.0791376,0.30209145,0.48637304,6,39
9,AT,1.1857339,0.30209145,0.2554777,2,36
9,AT,0.59357375,0.30209145,0.06729534,6,42
9,AT,0.8761643,0.30209145,0.08271838,5,27
9,AT,1.2724005,0.30209145,0.2741509,1,60
9,AT,0.5530676,0.30209145,0.17785117,4,10
9,AT,1.0360992,0.30209145,0.24545966,5,55
9,AT,1.003391,0.30209145,0.21619013,5,40
9,AT,0.91924375,0.30209145,0.16208066,5,55
9,AT,0.8202559,0.30209145,0.35662088,3,42
9,AT,1.0448954,0.30209145,0.5082935,5,30
9,AT,0.50140136,0.30209145,0.2696717,7,15
9,AT,0.5530676,0.30209145,0.1310259,1,40
9,AT,1.3398379,0.30209145,0.23623976,6,48
9,AT,1.1871475,0.30209145,0.15139736,6,41
9,AT,0.8761643,0.30209145,0.10297481,5,40
9,AT,1.6422387,0.30209145,0.8032402,4,10
9,AT,0.50140136,0.30209145,0.7501337,6,15
9,AT,0.49587885,0.30209145,0.31728256,6,45
9,AT,1.7786008,0.30209145,0.46580422,6,20
9,AT,0.5530676,0.30209145,0.1310259,6,39
9,AT,0.9917577,0.30209145,0.21768841,4,80
9,AT,1.7191917,0.30209145,1.1351826,6,30
9,AT,1.4152801,0.30209145,0.3352906,3,40
9,AT,1.1486087,0.30209145,0.27211404,6,40
9,AT,0.5110326,0.30209145,0.04824642,6,38
9,AT,0.95936275,0.30209145,0.3473331,3,30
9,AT,0.5664083,0.30209145,0.1821412,6,40
9,AT,1.4267465,0.30209145,0.5445704,5,40
9,AT,1.6432636,0.30209145,1.2084248,7,8
9,AT,0.50140136,0.30209145,0.24390872,6,40
9,AT,0.7388793,0.30209145,0.36135525,4,25
9,AT,1.1871475,0.30209145,0.16649738,7,55
9,AT,0.61931956,0.30209145,0.13343832,4,20
9,AT,1.1857339,0.30209145,0.13443045,6,888
9,AT,0.59286696,0.30209145,0.069679126,7,40
9,AT,0.5530676,0.30209145,0.1317274,6,666
9,AT,1.1061352,0.30209145,0.28973106,6,40
9,AT,0.59357375,0.30209145,0.121310286,3,60
9,AT,1.147137,0.30209145,0.27176547,4,40
9,AT,1.1529205,0.30209145,0.27459788,4,38
9,AT,1.0627724,0.30209145,0.10033601,6,39
9,AT,1.202126,0.30209145,0.83276844,6,39
9,AT,1.4472709,0.30209145,0.7078792,4,39
9,AT,0.4926716,0.30209145,0.1061508,3,888
9,AT,0.9917767,0.30209145,0.09363334,3,39
9,AT,1.7786008,0.30209145,0.16791709,4,40
9,AT,0.4683896,0.30209145,0.22906992,5,40
9,AT,1.1513605,0.30209145,0.14683351,5,45
9,AT,0.59357375,0.30209145,0.06976223,7,777
9,AT,0.49669966,0.30209145,0.05837667,6,39
9,AT,0.5506459,0.30209145,0.13045213,5,50
9,AT,1.0723196,0.30209145,0.22704864,3,35
9,AT,0.37701178,0.30209145,0.13649549,4,30
9,AT,0.59357375,0.30209145,0.06729534,6,40
9,AT,2.006782,0.30209145,0.23585548,6,45
9,AT,0.5730639,0.30209145,0.28026173,6,43
9,AT,0.8700155,0.30209145,0.32271338,7,666
9,AT,1.0723196,0.30209145,0.22704864,3,44
9,AT,0.6033864,0.30209145,0.2733622,6,45
9,AT,0.49587885,0.30209145,0.15946081,6,27
9,AT,0.63517547,0.30209145,0.15128355,6,40
9,AT,0.9310859,0.30209145,0.19714437,6,43
9,AT,2.0056055,0.30209145,0.72612107,5,60
9,AT,0.510506,0.30209145,0.2300877,6,60
9,AT,0.5521099,0.30209145,0.27004412,5,20
9,AT,0.9435201,0.30209145,0.223527,4,40
9,AT,1.1167736,0.30209145,0.27090934,7,30
9,AT,0.59357375,0.30209145,0.06729534,4,39
9,AT,0.59357375,0.30209145,0.07529555,6,10
9,AT,0.44083393,0.30209145,0.3642402,5,5
9,AT,1.0948259,0.30209145,0.2593725,2,42
9,AT,2.4633582,0.30209145,0.34548593,6,160
9,AT,0.50140136,0.30209145,0.21799324,4,40
9,AT,0.37701178,0.30209145,0.5640377,6,40
9,AT,0.4261578,0.30209145,0.058501773,6,777
9,AT,1.3962872,0.30209145,1.0173374,6,8
9,AT,0.95653504,0.30209145,0.12198724,3,50
9,AT,0.46808594,0.30209145,0.35576397,2,42
9,AT,0.8149421,0.30209145,0.10337637,2,45
9,AT,1.235394,0.30209145,0.14006056,6,40
9,AT,1.202126,0.30209145,0.4837265,5,50
9,AT,1.081864,0.30209145,0.4901349,4,21
9,AT,0.5834232,0.30209145,0.18761265,5,45
9,AT,0.8932253,0.30209145,0.19606091,5,50
9,AT,0.8539414,0.30209145,0.18081003,1,50
9,AT,0.8523156,0.30209145,0.17419001,4,60
9,AT,0.97768,0.30209145,0.21459843,6,40
9,AT,0.85419756,0.30209145,0.10039313,5,15
9,AT,0.57626384,0.30209145,0.07309977,6,40
9,AT,0.59286696,0.30209145,0.0770285,4,40
9,AT,1.4820856,0.30209145,0.17418824,2,40
9,AT,0.53204095,0.30209145,0.06031919,7,38
9,AT,0.9880571,0.30209145,0.12837379,6,25
9,AT,1.6704206,0.30209145,1.0688007,6,666
9,AT,0.59286696,0.30209145,0.055972356,5,154
9,AT,1.4013543,0.30209145,0.68534416,3,39
9,AT,0.59357375,0.30209145,0.07529555,6,60
9,AT,1.1486087,0.30209145,0.27211404,3,42
9,AT,1.0723196,0.30209145,0.18907097,6,40
9,AT,1.0448954,0.30209145,0.4542871,7,40
9,AT,1.2013706,0.30209145,0.2846136,4,666
9,AT,1.0723196,0.30209145,0.18907097,7,40
9,AT,1.1525277,0.30209145,0.13545561,3,38
9,AT,1.4820856,0.30209145,0.16802882,6,40
9,AT,1.202126,0.30209145,0.2545333,6,39
9,AT,0.98409885,0.30209145,0.13801986,5,55
9,AT,1.1668464,0.30209145,0.29915512,5,20
9,AT,1.2386391,0.30209145,0.15712285,7,60
9,AT,0.5834232,0.30209145,0.26431802,3,50
9,AT,1.0723196,0.30209145,0.25404054,4,777
9,AT,1.1167736,0.30209145,0.13125342,4,43
9,AT,1.0949017,0.30209145,0.41790947,4,40
9,AT,1.0791376,0.30209145,0.52776134,4,40
9,AT,1.1796563,0.30209145,0.53167737,5,41
9,AT,0.5530676,0.30209145,0.22255036,6,39
9,AT,0.34917143,0.30209145,0.12951756,6,43
9,AT,0.43500775,0.30209145,0.049318243,5,40
9,AT,1.46652,0.30209145,0.31051496,6,43
9,AT,1.1857339,0.30209145,0.1662991,5,40
9,AT,1.037346,0.30209145,0.81300604,3,35
9,AT,0.59357375,0.30209145,0.06729534,2,50
9,AT,0.51464784,0.30209145,0.18632616,4,38
9,AT,1.1857339,0.30209145,0.15041186,7,39
9,AT,0.5361598,0.30209145,0.094535485,7,55
9,AT,1.0360992,0.30209145,0.5067695,5,40
9,AT,0.5400543,0.30209145,0.118540585,5,45
9,AT,0.9276699,0.30209145,0.10517291,4,39
9,AT,0.41358188,0.30209145,0.052463368,6,39
9,AT,0.9276699,0.30209145,0.19987538,5,40
9,AT,1.1623486,0.30209145,0.16301937,5,0
9,AT,1.8101592,0.30209145,0.3973257,6,45
9,AT,1.1061352,0.30209145,0.24279402,4,40
9,AT,1.0448954,0.30209145,0.5619821,7,39
9,AT,1.0801086,0.30209145,0.2558859,3,35
9,AT,0.9853432,0.30209145,0.124991976,4,888
9,AT,1.0220652,0.30209145,0.12012244,4,60
9,AT,1.0292957,0.30209145,0.46390903,6,40
9,AT,0.6034352,0.30209145,0.14295837,6,60
9,AT,0.58849025,0.30209145,0.15414383,6,8
9,AT,1.1513605,0.30209145,0.16147824,5,40
9,AT,1.1871475,0.30209145,1.2084248,6,65
9,AT,1.081864,0.30209145,0.25630167,6,60
9,AT,1.95536,0.30209145,1.208274,6,46
9,AT,0.98409885,0.30209145,0.115660295,3,45
9,AT,1.0378926,0.30209145,0.13165788,7,40
9,AT,1.4472709,0.30209145,0.7078792,6,20
9,AT,0.5180496,0.30209145,0.13569324,6,39
9,AT,1.1042198,0.30209145,0.26159802,2,40
9,AT,0.53204095,0.30209145,0.050229788,7,49
9,AT,0.73153496,0.30209145,0.16057017,7,15
9,AT,1.4808671,0.30209145,0.17404509,5,50
9,AT,1.4204838,0.30209145,0.69100004,5,20
9,AT,1.2067728,0.30209145,0.26488373,3,50
9,AT,0.49204943,0.30209145,0.062417056,5,20
9,AT,2.3984067,0.30209145,0.8683332,2,30
9,AT,1.6227959,0.30209145,0.35619986,2,40
9,AT,0.62272334,0.30209145,0.10979833,2,38
9,AT,0.4261578,0.30209145,0.050085973,4,45
9,AT,1.147137,0.30209145,0.27176547,6,45
9,AT,1.0360992,0.30209145,0.27138647,4,45
9,AT,0.61931956,0.30209145,0.08046543,3,70
9,AT,0.5400543,0.30209145,0.2641476,4,65
9,AT,1.6187063,0.30209145,0.8705984,6,40
9,AT,1.5394742,0.30209145,1.206542,6,39
9,AT,0.6156474,0.30209145,0.14585152,4,43
9,AT,0.57568026,0.30209145,0.0676592,4,50
9,AT,0.41358188,0.30209145,0.0891102,2,888
9,AT,0.7388793,0.30209145,0.36135525,4,55
9,AT,0.9616021,0.30209145,0.21106938,4,40
9,AT,1.7654706,0.30209145,0.31128693,3,50
9,AT,1.1857339,0.30209145,0.11194471,5,154
9,AT,0.9880571,0.30209145,0.1260073,4,20
9,AT,1.2324476,0.30209145,1.2082629,6,50
9,AT,0.5730639,0.30209145,0.24914992,6,39
9,AT,0.8216318,0.30209145,0.29746825,7,30
9,AT,0.59357375,0.30209145,0.07529555,7,30
9,AT,0.9917577,0.30209145,0.21768841,5,40
9,AT,0.5110326,0.30209145,0.04824642,5,35
9,AT,1.0462333,0.30209145,0.3993336,5,40
9,AT,0.6034352,0.30209145,0.1437238,6,40
9,AT,0.91924375,0.30209145,0.24077854,5,39
9,AT,0.37735337,0.30209145,0.17007516,5,40
9,AT,1.7270408,0.30209145,0.19580016,3,50
9,AT,1.2240263,0.30209145,0.2686708,6,50
9,AT,0.34917143,0.30209145,0.032965153,6,42
9,AT,0.43500775,0.30209145,0.055476733,6,48
9,AT,0.5521099,0.30209145,0.41962543,4,39
9,AT,0.47826752,0.30209145,0.06099362,6,55
9,AT,1.2499689,0.30209145,0.452546,4,52
9,AT,0.9361719,0.30209145,0.19822127,6,55
9,AT,1.1623486,0.30209145,0.13660981,3,55
9,AT,1.0627611,0.30209145,0.48148066,5,888
9,AT,1.1061352,0.30209145,0.19503333,6,55
9,AT,1.0723196,0.30209145,0.4314934,6,55
9,AT,0.58350855,0.30209145,0.22271754,6,44
9,AT,1.3594371,0.30209145,0.6613036,4,40
9,AT,0.53349274,0.30209145,0.068036556,4,40
9,AT,0.59286696,0.30209145,0.12773885,5,40
9,AT,0.5811743,0.30209145,0.08150969,3,0
9,AT,0.53138053,0.30209145,0.13918506,6,40
9,AT,1.147137,0.30209145,0.5197071,7,45
9,AT,0.49669966,0.30209145,0.06300692,6,39
9,AT,1.5541488,0.30209145,0.99440527,7,666
9,AT,0.9361719,0.30209145,0.20548756,5,42
9,AT,1.1871475,0.30209145,0.11207814,4,38
9,AT,0.53349274,0.30209145,0.06767419,4,24
9,AT,0.52311665,0.30209145,0.124593794,5,40
9,AT,1.6543275,0.30209145,0.15618457,6,25
9,AT,0.518673,0.30209145,0.25231054,4,40
9,AT,1.2068704,0.30209145,0.2874476,5,39
9,AT,1.235394,0.30209145,0.15671119,2,50
9,AT,1.722913,0.30209145,0.5540409,6,777
9,AT,0.9062915,0.30209145,0.44086915,6,30
9,AT,0.61201316,0.30209145,0.12958516,6,50
9,AT,1.037346,0.30209145,0.557922,6,20
9,AT,1.3142464,0.30209145,0.15446216,5,55
9,AT,1.0462333,0.30209145,0.42099652,4,666
9,AT,1.1461278,0.30209145,0.49829984,4,39
9,AT,1.2240263,0.30209145,0.25917032,5,50
9,AT,1.7807213,0.30209145,0.22588667,5,30
9,AT,0.75470674,0.30209145,0.3690958,6,38
9,AT,0.62272334,0.30209145,0.20025049,6,60
9,AT,1.4808671,0.30209145,0.13980813,6,45
9,AT,1.4152801,0.30209145,0.29966563,4,40
9,AT,0.5664083,0.30209145,0.124325275,4,50
9,AT,0.8761643,0.30209145,0.22946188,6,55
9,AT,0.9917577,0.30209145,0.7537756,2,55
9,AT,1.5683252,0.30209145,0.598609,6,666
9,AT,0.61201316,0.30209145,0.1449905,6,42
9,AT,1.0791376,0.30209145,0.52776134,6,43
9,AT,1.3603054,0.30209145,0.3222665,5,45
9,AT,0.5530676,0.30209145,0.1310259,7,666
9,AT,1.2386391,0.30209145,0.26687664,2,40
9,AT,0.9107038,0.30209145,0.10703426,7,42
9,AT,1.7807213,0.30209145,0.16811727,6,40
9,AT,0.4936224,0.30209145,0.058015026,3,60
9,AT,0.5834232,0.30209145,0.15281661,6,40
9,AT,0.5530676,0.30209145,0.1310259,6,40
9,AT,1.0801086,0.30209145,0.19044426,5,38
9,AT,0.43500775,0.30209145,0.051126104,6,40
9,AT,1.1857339,0.30209145,0.46258697,5,0
9,AT,0.62272334,0.30209145,0.47329462,6,30
9,AT,1.0640819,0.30209145,0.12506068,7,50
9,AT,0.62498444,0.30209145,0.2816838,4,60
9,AT,1.7207056,0.30209145,1.1920121,5,666
9,AT,1.0627611,0.30209145,0.2531241,5,45
9,AT,1.1525277,0.30209145,0.10880971,6,39
9,AT,0.59286696,0.30209145,0.08314955,4,40
9,AT,1.1513605,0.30209145,0.16147824,5,40
9,AT,1.1871475,0.30209145,0.20440865,6,40
9,AT,1.4793528,0.30209145,0.16771884,6,48
9,AT,1.0627611,0.30209145,0.23327355,7,43
9,AT,0.9880571,0.30209145,0.12533626,4,20
9,AT,1.0627611,0.30209145,0.42764726,4,666
9,AT,0.518673,0.30209145,0.18778335,6,32
9,AT,1.5080471,0.30209145,0.54598194,3,888
9,AT,0.43500775,0.30209145,0.051126104,5,55
9,AT,0.9361719,0.30209145,0.20548756,5,60
9,AT,0.45962188,0.30209145,0.10888785,5,40
9,AT,1.1529205,0.30209145,0.3019857,4,45
9,AT,0.85419756,0.30209145,0.17457467,6,50
9,AT,0.8539414,0.30209145,0.22367379,6,50
9,AT,1.3398379,0.30209145,1.0183302,5,60
9,AT,1.1042198,0.30209145,0.24237359,6,50
9,AT,0.5506459,0.30209145,0.1311507,6,168
9,AT,1.9232042,0.30209145,0.45806104,7,666
9,AT,0.95936275,0.30209145,0.50504315,2,45
9,AT,0.57626384,0.30209145,0.07349118,4,40
9,AT,0.54745084,0.30209145,0.12969516,3,50
9,AT,1.2812964,0.30209145,0.14526466,5,20
9,AT,1.2324476,0.30209145,0.44620255,6,20
9,AT,1.037346,0.30209145,0.3755667,6,40
9,AT,1.1461278,0.30209145,0.5575384,6,45
9,AT,0.57646024,0.30209145,0.12653165,5,50
9,AT,0.46808594,0.30209145,0.12260621,6,9
9,AT,0.6156474,0.30209145,0.19797511,6,40
9,AT,0.57430434,0.30209145,0.12605843,3,38
9,AT,1.1529205,0.30209145,0.2530633,4,42
9,AT,1.1486087,0.30209145,0.30085632,4,50
9,AT,0.30985904,0.30209145,0.029253693,6,25
9,AT,1.1061352,0.30209145,0.8407068,6,47
9,AT,0.59286696,0.30209145,0.07520593,3,666
9,AT,1.6519377,0.30209145,0.3497746,4,40
9,AT,0.6033864,0.30209145,0.4585977,6,25
9,AT,0.6156474,0.30209145,0.14585152,5,40
9,AT,0.5811743,0.30209145,0.05486848,5,35
9,AT,0.62272334,0.30209145,0.2821227,6,39
9,AT,0.5583868,0.30209145,0.070832014,4,45
9,AT,1.5394742,0.30209145,1.206542,3,41
9,AT,1.1061352,0.30209145,0.28359,3,40
9,AT,0.5730639,0.30209145,0.30821434,3,40
9,AT,1.6187063,0.30209145,1.2084248,6,20
9,AT,1.1167736,0.30209145,0.14242263,5,20
9,AT,0.9616021,0.30209145,0.7308558,7,35
9,AT,0.98409885,0.30209145,0.13801986,5,38
9,AT,0.5583868,0.30209145,0.070832014,4,888
9,AT,1.1769805,0.30209145,0.8945522,4,60
9,AT,0.75402355,0.30209145,0.36876145,6,30
9,AT,0.97768,0.30209145,0.21459843,6,40
9,AT,1.0360992,0.30209145,0.4169187,5,40
9,AT,1.2407457,0.30209145,0.15739007,4,35
9,AT,0.49204943,0.30209145,0.10601676,4,20
9,AT,1.1871475,0.30209145,0.16649738,4,37
9,AT,1.0028027,0.30209145,1.2084248,7,3
9,AT,2.265633,0.30209145,0.47971588,6,50
9,AT,0.533265,0.30209145,0.13967867,4,47
9,AT,0.52311665,0.30209145,0.13702047,6,40
9,AT,0.59286696,0.30209145,0.07520593,3,0
9,AT,2.133971,0.30209145,1.2084248,5,45
9,AT,1.0791376,0.30209145,0.5249505,5,38
9,AT,2.13306,0.30209145,0.37610036,6,30
9,AT,1.1769805,0.30209145,0.5332271,2,30
9,AT,0.6061253,0.30209145,0.4606793,5,41
9,AT,0.5708694,0.30209145,0.12299923,6,32
9,AT,0.49587885,0.30209145,0.087433144,2,30
9,AT,0.40747106,0.30209145,0.08327599,2,60
9,AT,1.0723196,0.30209145,0.4314934,6,45
9,AT,1.7191917,0.30209145,1.2082833,5,43
9,AT,0.97768,0.30209145,0.21459843,6,96
9,AT,0.43500775,0.30209145,0.16135669,6,666
9,AT,0.82716376,0.30209145,0.104926735,6,30
9,AT,0.4588362,0.30209145,0.20679991,2,40
9,AT,0.59357375,0.30209145,0.15545325,6,45
9,AT,0.63517547,0.30209145,0.20425472,4,40
9,AT,1.1061352,0.30209145,0.2342086,1,84
9,AT,0.37701178,0.30209145,0.31150708,7,888
9,AT,1.1513605,0.30209145,0.10869957,4,42
9,AT,1.1857339,0.30209145,0.16277431,4,40
9,AT,0.5506459,0.30209145,0.11659152,6,38
